newCueKey,action,oldCueKeys,flow,category,trigger,exactScript,isComposable,compositionRole,firstUseOrRepeat,priorityClass,interruptPolicy,estimatedClaraMs,estimatedMarcusMs,targetMaxMs,wordCount,requiredForVoiceFirst,sourceContract,implementationPhase,reviewStatus,notes
training-intro,rewrite_same_key,training-intro,training,session_intro,Training session entry after launch.,"Time to train. I will guide each setup, set, and rest. Follow my voice; the screen is here for backup.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,7210,7090,12000,20,true,,phase_3,needs_human_review,
ex-squat-free-first-v2,replace_with_new_key,ex-squat,training,exercise.first_use,First set setup for Squat.,"Squat. Feet hip-width. Lower as if toward a chair, then stand tall.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,4426,4354,12000,12,true,squat-free,phase_2,needs_human_review,
ex-squat-free-next-v2,new,,training,exercise.later_set,Later set reminder for Squat.,Squat.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,598,592,7000,1,true,squat-free,phase_2,needs_human_review,
ex-squat-loaded-first-v2,replace_with_new_key,ex-squat,training,exercise.first_use,First set setup for Loaded Squat.,"Loaded squat. Hold the weight close to your chest. Lower as if toward a chair, then stand tall.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,6514,6406,12000,18,true,squat-loaded,phase_2,needs_human_review,
ex-squat-loaded-next-v2,new,,training,exercise.later_set,Later set reminder for Loaded Squat.,Loaded squat.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,946,934,7000,2,true,squat-loaded,phase_2,needs_human_review,
ex-squat-slow-eccentric-first-v2,replace_with_new_key,ex-squat,training,exercise.first_use,First set setup for Slow-Lower Squat.,"Slow-lower squat. Lower for about three seconds, then stand tall.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,3730,3670,12000,10,true,squat-slow-eccentric,phase_2,needs_human_review,
ex-squat-slow-eccentric-next-v2,new,,training,exercise.later_set,Later set reminder for Slow-Lower Squat.,Slow-lower squat.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,946,934,7000,2,true,squat-slow-eccentric,phase_2,needs_human_review,
ex-squat-supported-first-v2,replace_with_new_key,ex-squat,training,exercise.first_use,First set setup for Supported Squat.,"Supported squat. Feet hip-width, fingertips near support. Lower as if toward a chair, then stand tall.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,5818,5722,12000,16,true,squat-supported,phase_2,needs_human_review,
ex-squat-supported-next-v2,new,,training,exercise.later_set,Later set reminder for Supported Squat.,Supported squat.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,946,934,7000,2,true,squat-supported,phase_2,needs_human_review,
ex-standing-band-row-first-v2,new,,training,exercise.first_use,First set setup for Standing Band Row.,"Standing band row. Anchor the band securely at chest height. Step back lightly, pull elbows back, then return slowly.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,6862,6748,12000,19,true,standing-band-row,phase_2,needs_human_review,
ex-standing-band-row-next-v2,new,,training,exercise.later_set,Later set reminder for Standing Band Row.,Standing band row.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,1294,1276,7000,3,true,standing-band-row,phase_2,needs_human_review,
ex-step-up-first-v2,replace_with_new_key,ex-step-up,training,exercise.first_use,First set setup for Step-Up.,"Step-up. Use the lowest stable step, support nearby. Start with your left foot, step up, meet it, then step down.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,7210,7090,12000,20,true,step-up,phase_2,needs_human_review,
ex-step-up-next-v2,new,,training,exercise.later_set,Later set reminder for Step-Up.,Step-up.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,598,592,7000,1,true,step-up,phase_2,needs_human_review,
ex-step-up-side-switch-v2,new,,training,exercise.side_switch,Side switch after a set of Step-Up.,Switch leading legs for the next set.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,2686,2644,5000,7,true,step-up,phase_4,needs_human_review,
ex-sts-cushion-first-v2,replace_with_new_key,ex-sit-to-stand,training,exercise.first_use,First set setup for Cushion Sit-to-Stand.,"Cushion sit-to-stand. Sit tall on the cushion, feet flat. Stand fully, then sit down with control.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,6166,6064,12000,17,true,sts-cushion,phase_2,needs_human_review,
ex-sts-cushion-next-v2,new,,training,exercise.later_set,Later set reminder for Cushion Sit-to-Stand.,Cushion sit-to-stand.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,1294,1276,7000,3,true,sts-cushion,phase_2,needs_human_review,
ex-sts-power-first-v2,replace_with_new_key,ex-sit-to-stand,training,exercise.first_use,First set setup for Power Sit-to-Stand.,"Power sit-to-stand. Stand up briskly each time, then sit down with control.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,4774,4696,12000,13,true,sts-power,phase_2,needs_human_review,
ex-sts-power-next-v2,new,,training,exercise.later_set,Later set reminder for Power Sit-to-Stand.,Power sit-to-stand.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,1294,1276,7000,3,true,sts-power,phase_2,needs_human_review,
ex-sts-slow-eccentric-first-v2,replace_with_new_key,ex-sit-to-stand,training,exercise.first_use,First set setup for Slow-Lower Sit-to-Stand.,"Slow-lower sit-to-stand. Stand up normally, then take about three seconds to sit down.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,5122,5038,12000,14,true,sts-slow-eccentric,phase_2,needs_human_review,
ex-sts-slow-eccentric-next-v2,new,,training,exercise.later_set,Later set reminder for Slow-Lower Sit-to-Stand.,Slow-lower sit-to-stand.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,1294,1276,7000,3,true,sts-slow-eccentric,phase_2,needs_human_review,
ex-sts-standard-first-v2,replace_with_new_key,ex-sit-to-stand,training,exercise.first_use,First set setup for Sit-to-Stand.,"Sit-to-stand. Sit tall in the chair, feet flat. Stand fully, then sit down with control.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,5818,5722,12000,16,true,sts-standard,phase_2,needs_human_review,
ex-sts-standard-next-v2,new,,training,exercise.later_set,Later set reminder for Sit-to-Stand.,Sit-to-stand.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,946,934,7000,2,true,sts-standard,phase_2,needs_human_review,
ex-supported-hip-flexor-stretch-first-v2,new,,training,exercise.first_use,First set setup for Supported Hip Flexor Stretch.,"Supported hip flexor stretch. Step your left foot forward, fingertips near support. Keep tall and gently shift forward.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,6514,6406,12000,18,true,supported-hip-flexor-stretch,phase_2,needs_human_review,
ex-supported-hip-flexor-stretch-next-v2,new,,training,exercise.later_set,Later set reminder for Supported Hip Flexor Stretch.,Supported hip flexor stretch.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,1642,1618,7000,4,true,supported-hip-flexor-stretch,phase_2,needs_human_review,
ex-supported-hip-flexor-stretch-side-switch-v2,new,,training,exercise.side_switch,Side switch after a set of Supported Hip Flexor Stretch.,Switch sides for the next set.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,2338,2302,5000,6,true,supported-hip-flexor-stretch,phase_4,needs_human_review,
ex-supported-side-step-first-v2,new,,training,exercise.first_use,First set setup for Supported Side Step.,Supported side step. Fingertips near support. Step left and right in small controlled steps.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,5122,5038,12000,14,true,supported-side-step,phase_2,needs_human_review,
ex-supported-side-step-next-v2,new,,training,exercise.later_set,Later set reminder for Supported Side Step.,Supported side step.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,1294,1276,7000,3,true,supported-side-step,phase_2,needs_human_review,
ex-thoracic-rotation-first-v2,new,,training,exercise.first_use,First set setup for Thoracic Rotation.,Thoracic rotation. Stand tall facing the phone. Rotate your upper body gently left and right.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,5470,5380,12000,15,true,thoracic-rotation,phase_2,needs_human_review,
ex-thoracic-rotation-next-v2,new,,training,exercise.later_set,Later set reminder for Thoracic Rotation.,Thoracic rotation.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,946,934,7000,2,true,thoracic-rotation,phase_2,needs_human_review,
ex-toe-raise-supported-first-v2,replace_with_new_key,ex-heel-raise,training,exercise.first_use,First set setup for Supported Toe Raise.,"Supported toe raise. Fingertips near support. Lift your toes toward your shins, then lower.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,5122,5038,12000,14,true,toe-raise-supported,phase_2,needs_human_review,
ex-toe-raise-supported-next-v2,new,,training,exercise.later_set,Later set reminder for Supported Toe Raise.,Supported toe raise.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,1294,1276,7000,3,true,toe-raise-supported,phase_2,needs_human_review,
ex-wall-calf-stretch-first-v2,new,,training,exercise.first_use,First set setup for Wall Calf Stretch.,"Wall calf stretch. Face the wall, left foot forward and right leg back. Press the back heel down gently.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,6862,6748,12000,19,true,wall-calf-stretch,phase_2,needs_human_review,
ex-wall-calf-stretch-next-v2,new,,training,exercise.later_set,Later set reminder for Wall Calf Stretch.,Wall calf stretch.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,1294,1276,7000,3,true,wall-calf-stretch,phase_2,needs_human_review,
ex-wall-calf-stretch-side-switch-v2,new,,training,exercise.side_switch,Side switch after a set of Wall Calf Stretch.,Switch legs for the next set.,false,whole_recording,repeat,instruction,finish_before_countdown; cancel_if_state_changes,2338,2302,5000,6,true,wall-calf-stretch,phase_4,needs_human_review,
checkup-intro,rewrite_same_key,checkup-intro,movement_check_up,session_intro,Movement Check-Up entry.,"Welcome to your Movement Check-Up. I will guide four short movements for strength, balance, and mobility. Follow my voice.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,6862,6748,12000,19,true,,phase_6,needs_human_review,
checkup-complete,rewrite_same_key,checkup-complete,movement_check_up,completion,Movement Check-Up completed.,That is the whole check-up. Your results are ready on the screen.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,4426,4354,7000,12,true,,phase_6,needs_human_review,
next-exercise,rewrite_same_key,next-exercise,movement_check_up,transition,Between check-up items.,Next movement.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,946,934,4000,2,true,,phase_6,needs_human_review,
checkup-chair-stand-intro-v2,new,,movement_check_up,assessment.instruction,Chair stand setup first line.,"First is the thirty second chair stand. Sit side-on, in the middle of a sturdy chair, feet flat.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,6514,6406,12000,18,true,,phase_6,needs_human_review,
checkup-chair-stand-arms-v2,new,,movement_check_up,assessment.instruction,Chair stand arms and action instruction.,Cross your arms over your chest. Stand fully and sit back down as many times as you can until I say time.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,7906,7774,12000,22,true,,phase_6,needs_human_review,
checkup-balance-intro-v2,new,,movement_check_up,assessment.instruction,Balance ladder intro.,Next are balance holds. Face the phone with fingertips near steady support.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,4426,4354,8000,12,true,,phase_6,needs_human_review,
checkup-balance-setup-v2,new,,movement_check_up,assessment.instruction,Balance ladder protocol explanation.,"I will cue each foot position. Hold until the next cue, or touch support if you need.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,6166,6064,8000,17,true,,phase_6,needs_human_review,
balance-feet-together,rewrite_same_key,balance-feet-together,movement_check_up,assessment.stage,Balance ladder feet together stage.,"Feet together, side by side. Hold steady.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,2686,2644,5000,7,true,,phase_6,needs_human_review,
balance-tandem,rewrite_same_key,balance-tandem,movement_check_up,assessment.stage,Balance ladder tandem stage.,"Left foot in front, heel to toe. Hold steady.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,3382,3328,5000,9,true,,phase_6,needs_human_review,
balance-single-leg,rewrite_same_key,balance-single-leg,movement_check_up,assessment.stage,Balance ladder single-leg stage.,Stand on your left leg. Lift the right foot just off the floor.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,4774,4696,5000,13,true,,phase_6,needs_human_review,
shoulder-intro,rewrite_same_key,shoulder-intro,movement_check_up,assessment.instruction,Shoulder reach intro with deterministic side.,"Next is shoulder reach. Turn side-on and stand tall, left arm relaxed at your side.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,5470,5380,8000,15,true,,phase_6,needs_human_review,
shoulder-setup,rewrite_same_key,shoulder-setup,movement_check_up,assessment.instruction,Shoulder reach action cue.,"When I say go, raise your left arm straight forward and up as high as comfortable, then hold.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,6514,6406,8000,18,true,,phase_6,needs_human_review,
hinge-intro,rewrite_same_key,hinge-intro,movement_check_up,assessment.instruction,Hinge reach intro without Last one dependency.,"Next is forward reach. Stay side-on, feet under hips, standing tall.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,4078,4012,8000,11,true,,phase_6,needs_human_review,
hinge-setup,rewrite_same_key,hinge-setup,movement_check_up,assessment.instruction,Hinge reach action cue.,"When I say go, fold forward from your hips and reach both hands toward the floor, then hold.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,6514,6406,8000,18,true,,phase_6,needs_human_review,
relax-arm,rewrite_same_key,relax-arm,movement_check_up,assessment.end,Shoulder reach end cue.,Lower your arm and relax.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,1990,1960,4000,5,true,,phase_6,needs_human_review,
stand-tall,rewrite_same_key,stand-tall,movement_check_up,assessment.end,Hinge reach end cue.,Slowly stand tall.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,1294,1276,4000,3,true,,phase_6,needs_human_review,
times-up,rewrite_same_key,times-up,movement_check_up,assessment.end,Chair stand active window ends.,Time.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,598,592,3000,1,true,,phase_6,needs_human_review,
chair-stand-singular-v2,new,,movement_check_up,assessment.result,Chair stand result suffix for one rep.,chair stand.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,946,934,3000,2,true,,phase_6,needs_human_review,
chair-stand-plural-v2,new,,movement_check_up,assessment.result,Chair stand result suffix for zero or multiple reps.,chair stands.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,946,934,3000,2,true,,phase_6,needs_human_review,
no-reps,rewrite_same_key,no-reps,movement_check_up,assessment.result,Zero accepted chair stands.,I could not measure a completed stand that time. You can retry or continue.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,5122,5038,7000,14,true,,phase_6,needs_human_review,
micro-chair-power-v2,new,,micro_check_up,micro.instruction,Chair power micro-check.,Chair power check. Five quick chair stands. Arms crossed; stand and sit five times as briskly as feels safe.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,6862,6748,10000,19,true,,phase_7,needs_human_review,
micro-balance-left-v2,new,,micro_check_up,micro.instruction,Single-leg balance micro-check.,"One-leg balance check. Stand on your left leg with fingertips near support, and hold as long as you can.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,6862,6748,10000,19,true,,phase_7,needs_human_review,
micro-mobility-left-v2,new,,micro_check_up,micro.instruction,Mobility reach micro-check.,"Mobility reach check. Sit tall, left leg straight with heel on the floor. Reach gently toward your toes and hold.",false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,7210,7090,10000,20,true,,phase_7,needs_human_review,
microcheck-complete,rewrite_same_key,microcheck-complete,micro_check_up,micro.result,Micro-check logged.,Got it. That is logged.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,1990,1960,5000,5,true,,phase_7,needs_human_review,
micro-result-unmeasured-v2,new,,micro_check_up,micro.result,Micro-check could not be measured.,I could not measure that one. You can retry or discard it.,false,whole_recording,first_use,instruction,finish_before_countdown; cancel_if_state_changes,4426,4354,7000,12,true,,phase_7,needs_human_review,
num-41,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,forty one.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-42,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,forty two.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-43,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,forty three.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-44,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,forty four.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-45,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,forty five.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-46,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,forty six.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-47,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,forty seven.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-48,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,forty eight.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-49,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,forty nine.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-50,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,fifty.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,598,592,3500,1,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-51,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,fifty one.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-52,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,fifty two.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-53,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,fifty three.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-54,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,fifty four.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-55,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,fifty five.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-56,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,fifty six.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-57,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,fifty seven.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-58,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,fifty eight.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-59,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,fifty nine.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-60,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,sixty.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,598,592,3500,1,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-61,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,sixty one.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-62,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,sixty two.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-63,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,sixty three.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
num-64,new,,movement_check_up,dynamic.number,Chair stand exact result above current bundled number range.,sixty four.,true,number_word,result,result_transition,finish_before_countdown; cancel_if_state_changes,946,934,3500,2,true,DEFAULT_CHAIR_STAND_CONFIG.maxReps = 64,phase_6,needs_human_review,
