newCueKey,action,oldCueKeys,flow,category,policyId,proposedNumericPriority,trigger,exactScript,isComposable,compositionRole,firstUseOrRepeat,blocksProgression,mayInterrupt,mayBeInterruptedBy,dropIfBusy,cancelOnStateExit,estimatedClaraMs,estimatedMarcusMs,targetMaxMs,hardMaxMs,wordCount,requiredForVoiceFirst,sourceContract,implementationPhase,freezeStatus,blockingDecisionIds,reviewStatus,notes
target-heel-raise-supported-v2,new_composable_fragment,,training,target,instruction,60,Target for heel-raise-supported.,Aim for fifteen reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-hip-hinge-free-first-v2,rewrite_existing_key,ex-hip-hinge,training,exact_training_instruction,instruction,60,First exposure for hip-hinge-free.,"Hip hinge. Feet under hips. Send hips back with a long spine, then stand tall.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5820,5670,9000,12000,15,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-hip-hinge-free-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for hip-hinge-free.,Hip hinge.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1140,1120,4000,6000,2,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-hip-hinge-free-v2,new_composable_fragment,,training,target,instruction,60,Target for hip-hinge-free.,Aim for twelve reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-hip-hinge-wall-first-v2,rewrite_existing_key,ex-hip-hinge,training,exact_training_instruction,instruction,60,First exposure for hip-hinge-wall.,"Wall-tap hinge. Stand a step from the wall. Send hips back to tap the wall, then stand tall.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,7260,7070,9000,12000,19,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-hip-hinge-wall-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for hip-hinge-wall.,Wall-tap hinge.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1500,1470,4000,6000,3,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-hip-hinge-wall-v2,new_composable_fragment,,training,target,instruction,60,Target for hip-hinge-wall.,Aim for ten reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-loaded-march-first-v2,rewrite_existing_key,ex-march,training,exact_training_instruction,instruction,60,First exposure for loaded-march.,March in place. Stand tall near support and march with a steady rhythm.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5100,4970,9000,12000,13,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-loaded-march-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for loaded-march.,March in place.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1500,1470,4000,6000,3,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-loaded-march-v2,new_composable_fragment,,training,target,instruction,60,Target for loaded-march.,Aim for sixteen reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-loaded-sit-to-stand-first-v2,rewrite_existing_key,ex-sit-to-stand,training,exact_training_instruction,instruction,60,First exposure for loaded-sit-to-stand.,"Loaded sit-to-stand. Hold the load close to your chest. Stand fully, then sit with control.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,6540,6370,9000,12000,17,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-loaded-sit-to-stand-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for loaded-sit-to-stand.,Loaded sit-to-stand.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,4000,6000,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-loaded-sit-to-stand-v2,new_composable_fragment,,training,target,instruction,60,Target for loaded-sit-to-stand.,Aim for eight reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-mini-band-lateral-walk-first-v2,new_asset,,training,exact_training_instruction,instruction,60,First exposure for mini-band-lateral-walk.,Mini-band lateral walk. Place the mini band above your knees. Take small controlled side steps.,false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,6180,6020,9000,12000,16,true,,phase_4,blocked_by_decision,FD-001;FD-004,needs_human_review,
ex-mini-band-lateral-walk-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for mini-band-lateral-walk.,Mini-band lateral walk.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,4000,6000,4,true,,phase_4,blocked_by_decision,FD-001;FD-004,needs_human_review,
target-mini-band-lateral-walk-v2,new_composable_fragment,,training,target,instruction,60,Target for mini-band-lateral-walk.,Move for thirty seconds.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,blocked_by_decision,FD-001;FD-004,needs_human_review,
ex-neck-rotation-first-v2,rewrite_existing_key,ex-neck-rotation,training,exact_training_instruction,instruction,60,First exposure for neck-rotation.,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,6900,6720,9000,12000,18,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-neck-rotation-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for neck-rotation.,Neck rotations.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1140,1120,4000,6000,2,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-neck-rotation-v2,new_composable_fragment,,training,target,instruction,60,Target for neck-rotation.,Capture for fourteen seconds.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-overhead-press-band-first-v2,rewrite_existing_key,ex-overhead,training,exact_training_instruction,instruction,60,First exposure for overhead-press-band.,"Band overhead press. Stand tall with light band tension. Press overhead, then return slowly.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5460,5320,9000,12000,14,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-overhead-press-band-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for overhead-press-band.,Band overhead press.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1500,1470,4000,6000,3,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-overhead-press-band-v2,new_composable_fragment,,training,target,instruction,60,Target for overhead-press-band.,Aim for twelve reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-overhead-reach-first-v2,rewrite_existing_key,ex-overhead,training,exact_training_instruction,instruction,60,First exposure for overhead-reach.,"Overhead reach. Stand tall. Reach both arms overhead as far as comfortable, then lower.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5460,5320,9000,12000,14,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-overhead-reach-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for overhead-reach.,Overhead reach.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1140,1120,4000,6000,2,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-overhead-reach-v2,new_composable_fragment,,training,target,instruction,60,Target for overhead-reach.,Aim for twelve reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-push-up-incline-first-v2,rewrite_existing_key,ex-push-up,training,exact_training_instruction,instruction,60,First exposure for push-up-incline.,"Incline push-up. Hands on a stable counter or sturdy chair. Lower in with control, then press away.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,6900,6720,9000,12000,18,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-push-up-incline-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for push-up-incline.,Incline push-up.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1500,1470,4000,6000,3,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-push-up-incline-v2,new_composable_fragment,,training,target,instruction,60,Target for push-up-incline.,Aim for ten reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-push-up-standard-first-v2,rewrite_existing_key,ex-push-up,training,exact_training_instruction,instruction,60,First exposure for push-up-standard.,"Push-up. Hands under your shoulders. Lower with control, then press up.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,4740,4620,9000,12000,12,true,,phase_4,blocked_by_decision,FD-007,needs_human_review,
ex-push-up-standard-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for push-up-standard.,Push-up.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1140,1120,4000,6000,2,true,,phase_4,blocked_by_decision,FD-007,needs_human_review,
target-push-up-standard-v2,new_composable_fragment,,training,target,instruction,60,Target for push-up-standard.,Aim for eight reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,blocked_by_decision,FD-007,needs_human_review,
ex-push-up-wall-first-v2,rewrite_existing_key,ex-push-up,training,exact_training_instruction,instruction,60,First exposure for push-up-wall.,"Wall push-up. Hands on the wall. Lower in with control, then press away.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5460,5320,9000,12000,14,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-push-up-wall-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for push-up-wall.,Wall push-up.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1500,1470,4000,6000,3,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-push-up-wall-v2,new_composable_fragment,,training,target,instruction,60,Target for push-up-wall.,Aim for ten reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-seated-band-row-first-v2,new_asset,,training,exact_training_instruction,instruction,60,First exposure for seated-band-row.,"Seated band row. Sit tall with the band secure under your feet or a low anchor. Pull elbows back, then return slowly.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,8340,8120,9000,12000,22,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-seated-band-row-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for seated-band-row.,Seated band row.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1500,1470,4000,6000,3,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-seated-band-row-v2,new_composable_fragment,,training,target,instruction,60,Target for seated-band-row.,Aim for ten reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-seated-hamstring-reach-first-v2,rewrite_existing_key,ex-hamstring-reach,training,exact_training_instruction,instruction,60,First exposure for seated-hamstring-reach.,"Seated hamstring reach. Sit tall at the chair edge, one leg straight. Reach gently toward your toes and hold.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,7260,7070,9000,12000,19,true,,phase_4,blocked_by_decision,FD-001,needs_human_review,
ex-seated-hamstring-reach-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for seated-hamstring-reach.,Seated hamstring reach.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1500,1470,4000,6000,3,true,,phase_4,blocked_by_decision,FD-001,needs_human_review,
target-seated-hamstring-reach-v2,new_composable_fragment,,training,target,instruction,60,Target for seated-hamstring-reach.,Capture for twelve seconds.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,blocked_by_decision,FD-001,needs_human_review,
ex-squat-free-first-v2,rewrite_existing_key,ex-squat,training,exact_training_instruction,instruction,60,First exposure for squat-free.,"Squat. Feet about hip width. Lower as if to sit, then stand with control.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5460,5320,9000,12000,14,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-squat-free-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for squat-free.,Squat.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,900,900,4000,6000,1,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-squat-free-v2,new_composable_fragment,,training,target,instruction,60,Target for squat-free.,Aim for twelve reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-squat-loaded-first-v2,rewrite_existing_key,ex-squat,training,exact_training_instruction,instruction,60,First exposure for squat-loaded.,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,6540,6370,9000,12000,17,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-squat-loaded-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for squat-loaded.,Loaded squat.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1140,1120,4000,6000,2,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-squat-loaded-v2,new_composable_fragment,,training,target,instruction,60,Target for squat-loaded.,Aim for eight reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-squat-slow-eccentric-first-v2,rewrite_existing_key,ex-squat,training,exact_training_instruction,instruction,60,First exposure for squat-slow-eccentric.,"Slow-lower squat. Lower slowly, then stand with control.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,3660,3570,9000,12000,9,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-squat-slow-eccentric-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for squat-slow-eccentric.,Slow-lower squat.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1500,1470,4000,6000,3,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-squat-slow-eccentric-v2,new_composable_fragment,,training,target,instruction,60,Target for squat-slow-eccentric.,Aim for eight reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-squat-supported-first-v2,rewrite_existing_key,ex-squat,training,exact_training_instruction,instruction,60,First exposure for squat-supported.,"Supported squat. Stand near sturdy support. Lower as if to sit, then stand with control.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5820,5670,9000,12000,15,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-squat-supported-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for squat-supported.,Supported squat.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1140,1120,4000,6000,2,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-squat-supported-v2,new_composable_fragment,,training,target,instruction,60,Target for squat-supported.,Aim for ten reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-standing-band-row-first-v2,new_asset,,training,exact_training_instruction,instruction,60,First exposure for standing-band-row.,"Standing band row. Face the anchored band with a stable stance. Pull elbows back, then return slowly.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,6540,6370,12000,16000,17,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-standing-band-row-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for standing-band-row.,Standing band row.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1500,1470,4000,6000,3,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-standing-band-row-v2,new_composable_fragment,,training,target,instruction,60,Target for standing-band-row.,Aim for ten reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-step-up-first-v2,rewrite_existing_key,ex-step-up,training,exact_training_instruction,instruction,60,First exposure for step-up.,"Step-up. Use the approved leading foot. Step up, bring the other foot to meet it, then step down leading with the same foot.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,9060,8820,12000,16000,24,true,,phase_4,blocked_by_decision,FD-005,needs_human_review,
ex-step-up-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for step-up.,Step-up.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1140,1120,4000,6000,2,true,,phase_4,blocked_by_decision,FD-005,needs_human_review,
target-step-up-v2,new_composable_fragment,,training,target,instruction,60,Target for step-up.,Aim for twelve reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,blocked_by_decision,FD-005,needs_human_review,
ex-sts-cushion-first-v2,rewrite_existing_key,ex-sit-to-stand,training,exact_training_instruction,instruction,60,First exposure for sts-cushion.,"Cushion sit-to-stand. Sit tall on the cushion, feet flat. Stand fully, then sit with control.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,6540,6370,9000,12000,17,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-sts-cushion-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for sts-cushion.,Cushion sit-to-stand.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,4000,6000,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-sts-cushion-v2,new_composable_fragment,,training,target,instruction,60,Target for sts-cushion.,Aim for eight reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-sts-power-first-v2,rewrite_existing_key,ex-sit-to-stand,training,exact_training_instruction,instruction,60,First exposure for sts-power.,"Power sit-to-stand. Sit tall, drive up briskly to standing, then sit with control.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5820,5670,9000,12000,15,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-sts-power-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for sts-power.,Power sit-to-stand.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,4000,6000,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-sts-power-v2,new_composable_fragment,,training,target,instruction,60,Target for sts-power.,Aim for twelve reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-sts-slow-eccentric-first-v2,rewrite_existing_key,ex-sit-to-stand,training,exact_training_instruction,instruction,60,First exposure for sts-slow-eccentric.,"Slow-lower sit-to-stand. Stand fully, then lower slowly and steadily before the next rep.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,6180,6020,9000,12000,16,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-sts-slow-eccentric-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for sts-slow-eccentric.,Slow-lower sit-to-stand.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,2220,2170,4000,6000,5,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-sts-slow-eccentric-v2,new_composable_fragment,,training,target,instruction,60,Target for sts-slow-eccentric.,Aim for eight reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-sts-standard-first-v2,rewrite_existing_key,ex-sit-to-stand,training,exact_training_instruction,instruction,60,First exposure for sts-standard.,"Sit-to-stand. Sit tall in the middle of the chair, feet flat. Stand fully, then sit with control.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,7260,7070,9000,12000,19,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-sts-standard-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for sts-standard.,Sit-to-stand.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1500,1470,4000,6000,3,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-sts-standard-v2,new_composable_fragment,,training,target,instruction,60,Target for sts-standard.,Aim for ten reps.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-supported-hip-flexor-stretch-first-v2,new_asset,,training,exact_training_instruction,instruction,60,First exposure for supported-hip-flexor-stretch.,"Supported hip-flexor stretch. Use the approved stance side, fingertips near support. Shift forward gently and hold.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,6540,6370,9000,12000,17,true,,phase_4,blocked_by_decision,FD-001,needs_human_review,
ex-supported-hip-flexor-stretch-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for supported-hip-flexor-stretch.,Hip-flexor stretch.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1500,1470,4000,6000,3,true,,phase_4,blocked_by_decision,FD-001,needs_human_review,
target-supported-hip-flexor-stretch-v2,new_composable_fragment,,training,target,instruction,60,Target for supported-hip-flexor-stretch.,Hold for thirty seconds.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,blocked_by_decision,FD-001,needs_human_review,
ex-supported-side-step-first-v2,new_asset,,training,exact_training_instruction,instruction,60,First exposure for supported-side-step.,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,7620,7420,9000,12000,20,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-supported-side-step-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for supported-side-step.,Supported side step.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1500,1470,4000,6000,3,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-supported-side-step-v2,new_composable_fragment,,training,target,instruction,60,Target for supported-side-step.,Move for thirty seconds.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-thoracic-rotation-first-v2,new_asset,,training,exact_training_instruction,instruction,60,First exposure for thoracic-rotation.,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,7620,7420,9000,12000,20,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-thoracic-rotation-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for thoracic-rotation.,Thoracic rotation.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1140,1120,4000,6000,2,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-thoracic-rotation-v2,new_composable_fragment,,training,target,instruction,60,Target for thoracic-rotation.,Move for thirty seconds.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-toe-raise-supported-first-v2,rewrite_existing_key,ex-heel-raise,training,exact_training_instruction,instruction,60,First exposure for toe-raise-supported.,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,5820,5670,9000,12000,15,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-toe-raise-supported-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for toe-raise-supported.,Supported toe raise.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1500,1470,4000,6000,3,true,,phase_4,ready_for_founder_review,,needs_human_review,
target-toe-raise-supported-v2,new_composable_fragment,,training,target,instruction,60,Target for toe-raise-supported.,Move for thirty seconds.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,ready_for_founder_review,,needs_human_review,
ex-wall-calf-stretch-first-v2,new_asset,,training,exact_training_instruction,instruction,60,First exposure for wall-calf-stretch.,"Wall calf stretch. Hands on the wall, approved leg back, heel down. Lean forward gently and hold.",false,whole_recording,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,6540,6370,9000,12000,17,true,,phase_4,blocked_by_decision,FD-001,needs_human_review,
ex-wall-calf-stretch-next-v2,new_asset,,training,later_set_reminder,instruction,60,Later set for wall-calf-stretch.,Calf stretch.,false,whole_recording,repeat,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1140,1120,4000,6000,2,true,,phase_4,blocked_by_decision,FD-001,needs_human_review,
target-wall-calf-stretch-v2,new_composable_fragment,,training,target,instruction,60,Target for wall-calf-stretch.,Hold for thirty seconds.,true,target_fragment,shared,true,low_reassurance,critical_stop;critical_window;result_transition,false,true,1860,1820,2500,3500,4,true,,phase_4,blocked_by_decision,FD-001,needs_human_review,
set-plan-2-v2,retire,,shared,retired,low_reassurance,20,Retired V1 proposed surface.,,false,retired,retired,false,,critical_stop;critical_window;result_transition;instruction;setup_recovery,true,true,0,0,0,0,0,false,V2 cue-count optimisation,phase_1,retired,,needs_human_review,Set count not spoken by default under FD-006 safe default.
set-plan-3-v2,retire,,shared,retired,low_reassurance,20,Retired V1 proposed surface.,,false,retired,retired,false,,critical_stop;critical_window;result_transition;instruction;setup_recovery,true,true,0,0,0,0,0,false,V2 cue-count optimisation,phase_1,retired,,needs_human_review,Set count not spoken by default under FD-006 safe default.
balance-semi-tandem-active-v2,retire,,shared,retired,low_reassurance,20,Retired V1 proposed surface.,,false,retired,retired,false,,critical_stop;critical_window;result_transition;instruction;setup_recovery,true,true,0,0,0,0,0,false,V2 cue-count optimisation,phase_1,retired,,needs_human_review,Semi-tandem is not in the default production balance ladder.
ten-seconds-left-v2,retire,,shared,retired,low_reassurance,20,Retired V1 proposed surface.,,false,retired,retired,false,,critical_stop;critical_window;result_transition;instruction;setup_recovery,true,true,0,0,0,0,0,false,V2 cue-count optimisation,phase_1,retired,,needs_human_review,V2 progress policy uses halfway and five-seconds-left only for 30s windows.
