scenarioId,flow,itemId,voiceId,exposureType,equipmentState,sequenceOrder,cueKeys,scripts,assetCount,estimatedSpeechMs,interAssetGapAssumptionMs,estimatedTotalMs,countdownStartsAtMs,audibleGoAtMs,budgetClass,targetMs,hardMaxMs,passesTarget,passesHardMax,notes
training-glute-bridge-hold-first-use-cold-equipment-gap100,training,glute-bridge-hold,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-glute-bridge-hold-first-v2;target-glute-bridge-hold-v2;safe-floor-first-v2,"You're in position. Stay there.;Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.;Hold for twenty seconds.;Use clear floor space and move slowly getting down and back up.",4,14280,100,14580,16580,19580,ordinary_first_use_pre_countdown,12000,16000,false,true,Blocked by FD-007. Complete pre-countdown sequence excludes countdown by budget definition.
training-glute-bridge-hold-first-use-cold-equipment-gap250,training,glute-bridge-hold,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-glute-bridge-hold-first-v2;target-glute-bridge-hold-v2;safe-floor-first-v2,"You're in position. Stay there.;Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.;Hold for twenty seconds.;Use clear floor space and move slowly getting down and back up.",4,14280,250,15030,17030,20030,ordinary_first_use_pre_countdown,12000,16000,false,true,Blocked by FD-007. Complete pre-countdown sequence excludes countdown by budget definition.
training-glute-bridge-hold-first-use-warm-equipment-gap0,training,glute-bridge-hold,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-glute-bridge-hold-first-v2;target-glute-bridge-hold-v2,"You're in position. Stay there.;Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.;Hold for twenty seconds.",3,9900,0,9900,11900,14900,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-007. Equipment warnings omitted because already heard.
training-glute-bridge-hold-first-use-warm-equipment-gap100,training,glute-bridge-hold,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-glute-bridge-hold-first-v2;target-glute-bridge-hold-v2,"You're in position. Stay there.;Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.;Hold for twenty seconds.",3,9900,100,10100,12100,15100,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-007. Equipment warnings omitted because already heard.
training-glute-bridge-hold-first-use-warm-equipment-gap250,training,glute-bridge-hold,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-glute-bridge-hold-first-v2;target-glute-bridge-hold-v2,"You're in position. Stay there.;Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.;Hold for twenty seconds.",3,9900,250,10400,12400,15400,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-007. Equipment warnings omitted because already heard.
training-glute-bridge-hold-first-use-warm-equipment-gap0,training,glute-bridge-hold,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-glute-bridge-hold-first-v2;target-glute-bridge-hold-v2,"You're in position. Stay there.;Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.;Hold for twenty seconds.",3,9660,0,9660,11660,14660,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-007. Equipment warnings omitted because already heard.
training-glute-bridge-hold-first-use-warm-equipment-gap100,training,glute-bridge-hold,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-glute-bridge-hold-first-v2;target-glute-bridge-hold-v2,"You're in position. Stay there.;Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.;Hold for twenty seconds.",3,9660,100,9860,11860,14860,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-007. Equipment warnings omitted because already heard.
training-glute-bridge-hold-first-use-warm-equipment-gap250,training,glute-bridge-hold,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-glute-bridge-hold-first-v2;target-glute-bridge-hold-v2,"You're in position. Stay there.;Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.;Hold for twenty seconds.",3,9660,250,10160,12160,15160,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-007. Equipment warnings omitted because already heard.
training-glute-bridge-hold-later-set-gap0,training,glute-bridge-hold,clara,later_set,family_warning_already_heard,1;2,ex-glute-bridge-hold-next-v2;target-glute-bridge-hold-v2,Bridge hold.;Hold for twenty seconds.,2,3000,0,3000,5000,8000,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-glute-bridge-hold-later-set-gap100,training,glute-bridge-hold,clara,later_set,family_warning_already_heard,1;2,ex-glute-bridge-hold-next-v2;target-glute-bridge-hold-v2,Bridge hold.;Hold for twenty seconds.,2,3000,100,3100,5100,8100,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-glute-bridge-hold-later-set-gap250,training,glute-bridge-hold,clara,later_set,family_warning_already_heard,1;2,ex-glute-bridge-hold-next-v2;target-glute-bridge-hold-v2,Bridge hold.;Hold for twenty seconds.,2,3000,250,3250,5250,8250,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-glute-bridge-hold-later-set-gap0,training,glute-bridge-hold,marcus,later_set,family_warning_already_heard,1;2,ex-glute-bridge-hold-next-v2;target-glute-bridge-hold-v2,Bridge hold.;Hold for twenty seconds.,2,2940,0,2940,4940,7940,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-glute-bridge-hold-later-set-gap100,training,glute-bridge-hold,marcus,later_set,family_warning_already_heard,1;2,ex-glute-bridge-hold-next-v2;target-glute-bridge-hold-v2,Bridge hold.;Hold for twenty seconds.,2,2940,100,3040,5040,8040,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-glute-bridge-hold-later-set-gap250,training,glute-bridge-hold,marcus,later_set,family_warning_already_heard,1;2,ex-glute-bridge-hold-next-v2;target-glute-bridge-hold-v2,Bridge hold.;Hold for twenty seconds.,2,2940,250,3190,5190,8190,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-glute-bridge-hold-repeat-instructions-gap0,training,glute-bridge-hold,clara,repeat_instructions,state_current,1;2,ex-glute-bridge-hold-first-v2;target-glute-bridge-hold-v2,"Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.;Hold for twenty seconds.",2,7680,0,7680,9680,12680,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-glute-bridge-hold-repeat-instructions-gap100,training,glute-bridge-hold,clara,repeat_instructions,state_current,1;2,ex-glute-bridge-hold-first-v2;target-glute-bridge-hold-v2,"Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.;Hold for twenty seconds.",2,7680,100,7780,9780,12780,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-glute-bridge-hold-repeat-instructions-gap250,training,glute-bridge-hold,clara,repeat_instructions,state_current,1;2,ex-glute-bridge-hold-first-v2;target-glute-bridge-hold-v2,"Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.;Hold for twenty seconds.",2,7680,250,7930,9930,12930,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-glute-bridge-hold-repeat-instructions-gap0,training,glute-bridge-hold,marcus,repeat_instructions,state_current,1;2,ex-glute-bridge-hold-first-v2;target-glute-bridge-hold-v2,"Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.;Hold for twenty seconds.",2,7490,0,7490,9490,12490,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-glute-bridge-hold-repeat-instructions-gap100,training,glute-bridge-hold,marcus,repeat_instructions,state_current,1;2,ex-glute-bridge-hold-first-v2;target-glute-bridge-hold-v2,"Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.;Hold for twenty seconds.",2,7490,100,7590,9590,12590,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-glute-bridge-hold-repeat-instructions-gap250,training,glute-bridge-hold,marcus,repeat_instructions,state_current,1;2,ex-glute-bridge-hold-first-v2;target-glute-bridge-hold-v2,"Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.;Hold for twenty seconds.",2,7490,250,7740,9740,12740,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-glute-bridge-reps-first-use-cold-equipment-gap0,training,glute-bridge-reps,clara,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2;safe-floor-first-v2,"You're in position. Stay there.;Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.;Use clear floor space and move slowly getting down and back up.",4,15360,0,15360,17360,20360,ordinary_first_use_pre_countdown,12000,16000,false,true,Blocked by FD-007. Complete pre-countdown sequence excludes countdown by budget definition.
training-glute-bridge-reps-first-use-cold-equipment-gap100,training,glute-bridge-reps,clara,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2;safe-floor-first-v2,"You're in position. Stay there.;Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.;Use clear floor space and move slowly getting down and back up.",4,15360,100,15660,17660,20660,ordinary_first_use_pre_countdown,12000,16000,false,true,Blocked by FD-007. Complete pre-countdown sequence excludes countdown by budget definition.
training-glute-bridge-reps-first-use-cold-equipment-gap250,training,glute-bridge-reps,clara,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2;safe-floor-first-v2,"You're in position. Stay there.;Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.;Use clear floor space and move slowly getting down and back up.",4,15360,250,16110,18110,21110,ordinary_first_use_pre_countdown,12000,16000,false,false,Blocked by FD-007. Complete pre-countdown sequence excludes countdown by budget definition.
training-glute-bridge-reps-first-use-cold-equipment-gap0,training,glute-bridge-reps,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2;safe-floor-first-v2,"You're in position. Stay there.;Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.;Use clear floor space and move slowly getting down and back up.",4,14980,0,14980,16980,19980,ordinary_first_use_pre_countdown,12000,16000,false,true,Blocked by FD-007. Complete pre-countdown sequence excludes countdown by budget definition.
training-glute-bridge-reps-first-use-cold-equipment-gap100,training,glute-bridge-reps,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2;safe-floor-first-v2,"You're in position. Stay there.;Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.;Use clear floor space and move slowly getting down and back up.",4,14980,100,15280,17280,20280,ordinary_first_use_pre_countdown,12000,16000,false,true,Blocked by FD-007. Complete pre-countdown sequence excludes countdown by budget definition.
training-glute-bridge-reps-first-use-cold-equipment-gap250,training,glute-bridge-reps,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3;4,framing-ready-v2;ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2;safe-floor-first-v2,"You're in position. Stay there.;Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.;Use clear floor space and move slowly getting down and back up.",4,14980,250,15730,17730,20730,ordinary_first_use_pre_countdown,12000,16000,false,true,Blocked by FD-007. Complete pre-countdown sequence excludes countdown by budget definition.
training-glute-bridge-reps-first-use-warm-equipment-gap0,training,glute-bridge-reps,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2,"You're in position. Stay there.;Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.",3,10620,0,10620,12620,15620,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-007. Equipment warnings omitted because already heard.
training-glute-bridge-reps-first-use-warm-equipment-gap100,training,glute-bridge-reps,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2,"You're in position. Stay there.;Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.",3,10620,100,10820,12820,15820,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-007. Equipment warnings omitted because already heard.
training-glute-bridge-reps-first-use-warm-equipment-gap250,training,glute-bridge-reps,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2,"You're in position. Stay there.;Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.",3,10620,250,11120,13120,16120,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-007. Equipment warnings omitted because already heard.
training-glute-bridge-reps-first-use-warm-equipment-gap0,training,glute-bridge-reps,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2,"You're in position. Stay there.;Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.",3,10360,0,10360,12360,15360,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-007. Equipment warnings omitted because already heard.
training-glute-bridge-reps-first-use-warm-equipment-gap100,training,glute-bridge-reps,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2,"You're in position. Stay there.;Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.",3,10360,100,10560,12560,15560,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-007. Equipment warnings omitted because already heard.
training-glute-bridge-reps-first-use-warm-equipment-gap250,training,glute-bridge-reps,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2,"You're in position. Stay there.;Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.",3,10360,250,10860,12860,15860,ordinary_first_use_pre_countdown,12000,16000,true,true,Blocked by FD-007. Equipment warnings omitted because already heard.
training-glute-bridge-reps-later-set-gap0,training,glute-bridge-reps,clara,later_set,family_warning_already_heard,1;2,ex-glute-bridge-reps-next-v2;target-glute-bridge-reps-v2,Glute bridge.;Aim for twelve reps.,2,3000,0,3000,5000,8000,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-glute-bridge-reps-later-set-gap100,training,glute-bridge-reps,clara,later_set,family_warning_already_heard,1;2,ex-glute-bridge-reps-next-v2;target-glute-bridge-reps-v2,Glute bridge.;Aim for twelve reps.,2,3000,100,3100,5100,8100,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-glute-bridge-reps-later-set-gap250,training,glute-bridge-reps,clara,later_set,family_warning_already_heard,1;2,ex-glute-bridge-reps-next-v2;target-glute-bridge-reps-v2,Glute bridge.;Aim for twelve reps.,2,3000,250,3250,5250,8250,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-glute-bridge-reps-later-set-gap0,training,glute-bridge-reps,marcus,later_set,family_warning_already_heard,1;2,ex-glute-bridge-reps-next-v2;target-glute-bridge-reps-v2,Glute bridge.;Aim for twelve reps.,2,2940,0,2940,4940,7940,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-glute-bridge-reps-later-set-gap100,training,glute-bridge-reps,marcus,later_set,family_warning_already_heard,1;2,ex-glute-bridge-reps-next-v2;target-glute-bridge-reps-v2,Glute bridge.;Aim for twelve reps.,2,2940,100,3040,5040,8040,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-glute-bridge-reps-later-set-gap250,training,glute-bridge-reps,marcus,later_set,family_warning_already_heard,1;2,ex-glute-bridge-reps-next-v2;target-glute-bridge-reps-v2,Glute bridge.;Aim for twelve reps.,2,2940,250,3190,5190,8190,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-glute-bridge-reps-repeat-instructions-gap0,training,glute-bridge-reps,clara,repeat_instructions,state_current,1;2,ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2,"Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.",2,8400,0,8400,10400,13400,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-glute-bridge-reps-repeat-instructions-gap100,training,glute-bridge-reps,clara,repeat_instructions,state_current,1;2,ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2,"Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.",2,8400,100,8500,10500,13500,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-glute-bridge-reps-repeat-instructions-gap250,training,glute-bridge-reps,clara,repeat_instructions,state_current,1;2,ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2,"Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.",2,8400,250,8650,10650,13650,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-glute-bridge-reps-repeat-instructions-gap0,training,glute-bridge-reps,marcus,repeat_instructions,state_current,1;2,ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2,"Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.",2,8190,0,8190,10190,13190,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-glute-bridge-reps-repeat-instructions-gap100,training,glute-bridge-reps,marcus,repeat_instructions,state_current,1;2,ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2,"Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.",2,8190,100,8290,10290,13290,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-glute-bridge-reps-repeat-instructions-gap250,training,glute-bridge-reps,marcus,repeat_instructions,state_current,1;2,ex-glute-bridge-reps-first-v2;target-glute-bridge-reps-v2,"Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.;Aim for twelve reps.",2,8190,250,8440,10440,13440,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-heel-raise-free-first-use-cold-equipment-gap0,training,heel-raise-free,clara,first_occurrence,family_warning_not_yet_heard,1;2;3,framing-ready-v2;ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"You're in position. Stay there.;Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",3,9540,0,9540,11540,14540,ordinary_first_use_pre_countdown,12000,16000,true,true,Complete pre-countdown sequence with family de-duplication.
training-heel-raise-free-first-use-cold-equipment-gap100,training,heel-raise-free,clara,first_occurrence,family_warning_not_yet_heard,1;2;3,framing-ready-v2;ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"You're in position. Stay there.;Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",3,9540,100,9740,11740,14740,ordinary_first_use_pre_countdown,12000,16000,true,true,Complete pre-countdown sequence with family de-duplication.
training-heel-raise-free-first-use-cold-equipment-gap250,training,heel-raise-free,clara,first_occurrence,family_warning_not_yet_heard,1;2;3,framing-ready-v2;ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"You're in position. Stay there.;Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",3,9540,250,10040,12040,15040,ordinary_first_use_pre_countdown,12000,16000,true,true,Complete pre-countdown sequence with family de-duplication.
training-heel-raise-free-first-use-cold-equipment-gap0,training,heel-raise-free,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3,framing-ready-v2;ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"You're in position. Stay there.;Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",3,9310,0,9310,11310,14310,ordinary_first_use_pre_countdown,12000,16000,true,true,Complete pre-countdown sequence with family de-duplication.
training-heel-raise-free-first-use-cold-equipment-gap100,training,heel-raise-free,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3,framing-ready-v2;ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"You're in position. Stay there.;Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",3,9310,100,9510,11510,14510,ordinary_first_use_pre_countdown,12000,16000,true,true,Complete pre-countdown sequence with family de-duplication.
training-heel-raise-free-first-use-cold-equipment-gap250,training,heel-raise-free,marcus,first_occurrence,family_warning_not_yet_heard,1;2;3,framing-ready-v2;ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"You're in position. Stay there.;Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",3,9310,250,9810,11810,14810,ordinary_first_use_pre_countdown,12000,16000,true,true,Complete pre-countdown sequence with family de-duplication.
training-heel-raise-free-first-use-warm-equipment-gap0,training,heel-raise-free,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"You're in position. Stay there.;Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",3,9540,0,9540,11540,14540,ordinary_first_use_pre_countdown,12000,16000,true,true,First-use after relevant equipment family warning has already been heard.
training-heel-raise-free-first-use-warm-equipment-gap100,training,heel-raise-free,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"You're in position. Stay there.;Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",3,9540,100,9740,11740,14740,ordinary_first_use_pre_countdown,12000,16000,true,true,First-use after relevant equipment family warning has already been heard.
training-heel-raise-free-first-use-warm-equipment-gap250,training,heel-raise-free,clara,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"You're in position. Stay there.;Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",3,9540,250,10040,12040,15040,ordinary_first_use_pre_countdown,12000,16000,true,true,First-use after relevant equipment family warning has already been heard.
training-heel-raise-free-first-use-warm-equipment-gap0,training,heel-raise-free,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"You're in position. Stay there.;Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",3,9310,0,9310,11310,14310,ordinary_first_use_pre_countdown,12000,16000,true,true,First-use after relevant equipment family warning has already been heard.
training-heel-raise-free-first-use-warm-equipment-gap100,training,heel-raise-free,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"You're in position. Stay there.;Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",3,9310,100,9510,11510,14510,ordinary_first_use_pre_countdown,12000,16000,true,true,First-use after relevant equipment family warning has already been heard.
training-heel-raise-free-first-use-warm-equipment-gap250,training,heel-raise-free,marcus,first_occurrence,family_warning_already_heard,1;2;3,framing-ready-v2;ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"You're in position. Stay there.;Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",3,9310,250,9810,11810,14810,ordinary_first_use_pre_countdown,12000,16000,true,true,First-use after relevant equipment family warning has already been heard.
training-heel-raise-free-later-set-gap0,training,heel-raise-free,clara,later_set,family_warning_already_heard,1;2,ex-heel-raise-free-next-v2;target-heel-raise-free-v2,Heel raise.;Aim for eighteen reps.,2,3000,0,3000,5000,8000,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-heel-raise-free-later-set-gap100,training,heel-raise-free,clara,later_set,family_warning_already_heard,1;2,ex-heel-raise-free-next-v2;target-heel-raise-free-v2,Heel raise.;Aim for eighteen reps.,2,3000,100,3100,5100,8100,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-heel-raise-free-later-set-gap250,training,heel-raise-free,clara,later_set,family_warning_already_heard,1;2,ex-heel-raise-free-next-v2;target-heel-raise-free-v2,Heel raise.;Aim for eighteen reps.,2,3000,250,3250,5250,8250,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-heel-raise-free-later-set-gap0,training,heel-raise-free,marcus,later_set,family_warning_already_heard,1;2,ex-heel-raise-free-next-v2;target-heel-raise-free-v2,Heel raise.;Aim for eighteen reps.,2,2940,0,2940,4940,7940,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-heel-raise-free-later-set-gap100,training,heel-raise-free,marcus,later_set,family_warning_already_heard,1;2,ex-heel-raise-free-next-v2;target-heel-raise-free-v2,Heel raise.;Aim for eighteen reps.,2,2940,100,3040,5040,8040,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-heel-raise-free-later-set-gap250,training,heel-raise-free,marcus,later_set,family_warning_already_heard,1;2,ex-heel-raise-free-next-v2;target-heel-raise-free-v2,Heel raise.;Aim for eighteen reps.,2,2940,250,3190,5190,8190,later_set_reminder,4000,6000,true,true,Later-set sequence does not repeat equipment safety.
training-heel-raise-free-repeat-instructions-gap0,training,heel-raise-free,clara,repeat_instructions,state_current,1;2,ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",2,7320,0,7320,9320,12320,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-heel-raise-free-repeat-instructions-gap100,training,heel-raise-free,clara,repeat_instructions,state_current,1;2,ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",2,7320,100,7420,9420,12420,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-heel-raise-free-repeat-instructions-gap250,training,heel-raise-free,clara,repeat_instructions,state_current,1;2,ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",2,7320,250,7570,9570,12570,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-heel-raise-free-repeat-instructions-gap0,training,heel-raise-free,marcus,repeat_instructions,state_current,1;2,ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",2,7140,0,7140,9140,12140,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-heel-raise-free-repeat-instructions-gap100,training,heel-raise-free,marcus,repeat_instructions,state_current,1;2,ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",2,7140,100,7240,9240,12240,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
training-heel-raise-free-repeat-instructions-gap250,training,heel-raise-free,marcus,repeat_instructions,state_current,1;2,ex-heel-raise-free-first-v2;target-heel-raise-free-v2,"Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.;Aim for eighteen reps.",2,7140,250,7390,9390,12390,repeat_instructions,10000,14000,true,true,Explicit Repeat control path.
