scenarioId,category,runtimeKind,itemId,setIndex,sideOrLead,phaseBefore,event,eventAcceptedAtMs,plannedCueKeys,trackedOutcome,phaseAfter,activeStarted,activeStopped,progressFired,progressDropped,sfxCount,recoveryId,countdownRestarted,transitionId,controllerCreditChanged,legacyVoiceEmitted,v21VoiceEmitted,passed,testCoverage,notes
voice_switch_progress_dropped,voice switching,legacy_generic,squat-free,0,,item_setup,voice_changed,1930,,completed_or_optional_drop,item_setup,false,false,false,true,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,"Progress is optional, attempt-scoped, and cancelled at state boundaries."
rapid_multiple_voice_switches,voice switching,legacy_generic,squat-free,0,,item_setup,voice_changed,1940,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
old_voice_callback_ignored,voice switching,legacy_generic,squat-free,0,,item_setup,accepted_controller_event,1950,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
restore_paused,restore/path/defaults,legacy_generic,squat-free,0,,paused,pause_accepted,1960,,completed_or_optional_drop,paused,false,true,false,false,0,,false,transition:restore_paused,false,false,false,true,store/backend focused suites,Restore never auto-starts active work.
restore_active_to_setup,restore/path/defaults,legacy_generic,squat-free,0,,active,accepted_controller_event,1970,,completed_or_optional_drop,active,false,false,false,false,0,,false,transition:restore_active_to_setup,false,false,false,true,store/backend focused suites,Restore never auto-starts active work.
restore_recovery,restore/path/defaults,legacy_generic,squat-free,0,,tracking_recovery,accepted_controller_event,1980,,completed_or_optional_drop,item_setup,false,false,false,false,0,recovery:restore_recovery,false,transition:restore_recovery,false,false,false,true,store/backend focused suites,Restore never auto-starts active work.
restore_completed_transition_no_duplicate,restore/path/defaults,legacy_generic,squat-free,0,,restore,session_completed,1990,,completed_or_optional_drop,session_completion,false,false,false,false,0,,false,transition:restore_completed_transition_no_duplicate,true,false,false,true,store/backend focused suites,Restore never auto-starts active work.
backend_runtime_roundtrip,restore/path/defaults,legacy_generic,squat-free,0,,item_setup,accepted_controller_event,2000,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,store/backend focused suites,Scenario is covered by production planner/runtime contract and focused tests.
main_plan_controls_recovery,restore/path/defaults,legacy_generic,squat-free,0,,tracking_recovery,accepted_controller_event,2010,,completed_or_optional_drop,item_setup,false,false,false,false,0,recovery:main_plan_controls_recovery,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
short_session_controls_recovery,restore/path/defaults,legacy_generic,squat-free,0,,tracking_recovery,accepted_controller_event,2020,,completed_or_optional_drop,item_setup,false,false,false,false,0,recovery:short_session_controls_recovery,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
restart_session_controls_recovery,restore/path/defaults,legacy_generic,squat-free,0,,tracking_recovery,accepted_controller_event,2030,,completed_or_optional_drop,item_setup,false,false,false,false,0,recovery:restart_session_controls_recovery,false,transition:restart_session_controls_recovery,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
supporting_session_controls_recovery,restore/path/defaults,legacy_generic,squat-free,0,,tracking_recovery,accepted_controller_event,2040,,completed_or_optional_drop,item_setup,false,false,false,false,0,recovery:supporting_session_controls_recovery,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
manual_controls_recovery,restore/path/defaults,legacy_generic,squat-free,0,,tracking_recovery,accepted_controller_event,2050,,completed_or_optional_drop,item_setup,false,false,false,false,0,recovery:manual_controls_recovery,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
explore_controls_recovery,restore/path/defaults,legacy_generic,squat-free,0,,tracking_recovery,accepted_controller_event,2060,,completed_or_optional_drop,item_setup,false,false,false,false,0,recovery:explore_controls_recovery,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
substitution_uses_final_contract,restore/path/defaults,legacy_generic,squat-free,0,,item_setup,accepted_controller_event,2070,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
legacy_mode_unchanged,restore/path/defaults,legacy_generic,squat-free,0,,item_setup,accepted_controller_event,2080,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
training_v21_stays_default_off,restore/path/defaults,legacy_generic,squat-free,0,,item_setup,accepted_controller_event,2090,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
audio_ready_stays_false,restore/path/defaults,legacy_generic,squat-free,0,,item_setup,accepted_controller_event,2100,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
balance_v2_stays_closed,restore/path/defaults,legacy_generic,squat-free,0,,item_setup,accepted_controller_event,2110,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
step_up_stays_default_off,restore/path/defaults,step_up_alternation,step-up,0,expected_lead_preserved,item_setup,accepted_controller_event,2120,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,step-up runtime focused suites,Scenario is covered by production planner/runtime contract and focused tests.
floor_v21_stays_default_off,restore/path/defaults,floor_v21,glute-bridge-hold,0,,item_setup,accepted_controller_event,2130,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,sessionPlayer floor/runtime suites,Scenario is covered by production planner/runtime contract and focused tests.
physical_manifest_unchanged,restore/path/defaults,legacy_generic,squat-free,0,,item_setup,accepted_controller_event,2140,,completed_or_optional_drop,item_setup,false,false,false,false,0,,false,,false,false,false,true,voiceV21 controlsProgressRecovery focused suite,Scenario is covered by production planner/runtime contract and focused tests.
