physicalCueKey,logicalCueKeys,voiceId,path,exists,sha256,durationMs,fileSizeBytes,sampleRateHz,channels,manifestRegistered,verifyAudioCovered,metadataStatus,fingerprintStatus,decodeStatus,classification,notes
ex-toe-raise-supported-next-v21,ex-toe-raise-supported-next-v21,clara,assets/audio/voice/clara/ex-toe-raise-supported-next-v21.mp3,true,45b7c8bf066115a83875510597b68453318a46986358b770b26e03101f42065b,1579,26375,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
ex-wall-calf-stretch-first-v21,ex-wall-calf-stretch-first-v21,clara,assets/audio/voice/clara/ex-wall-calf-stretch-first-v21.mp3,true,989515db6d8ba6fa6782170347699f56ede5834697b96588b12c733737f80e28,2601,42675,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
ex-wall-calf-stretch-next-v21,ex-wall-calf-stretch-next-v21,clara,assets/audio/voice/clara/ex-wall-calf-stretch-next-v21.mp3,true,9ed5635614b9b2f338ee7e34004ddb66927f5f985cf796bc0b6e36c74bc2b4f9,1486,24703,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
exercise-skipped,,clara,assets/audio/voice/clara/exercise-skipped.mp3,true,cdf7387af7bd24f926d420b88a39f1e74809f3ce0204eebc9f18b8868c8eeac8,3344,54378,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
face-forward,,clara,assets/audio/voice/clara/face-forward.mp3,true,8b164c0ccdc535390b4c7335d7400fa0dda2c6f921aa1c663edd151d03de491e,2879,47273,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
final-position-set-v21,final-position-set-v21,clara,assets/audio/voice/clara/final-position-set-v21.mp3,true,0bf9c47dee3527dd18ab9f53c0cc4f93160adb07ecc1640fd151a1efbf015dde,1115,18852,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
five-seconds-left-v21,five-seconds-left-v21,clara,assets/audio/voice/clara/five-seconds-left-v21.mp3,true,2209adecc8b5dffddc90afb3fb4351ea07adfe66a417259b5e60301cc2f77477,1393,23449,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
floor-gate-question-v21,floor-gate-question-v21,clara,assets/audio/voice/clara/floor-gate-question-v21.mp3,true,3e01c16585786cb92e28764025280861afe22b294cf3137624e0b78cb447afce,3715,60648,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
floor_clear_space,,clara,assets/audio/voice/clara/floor_clear_space.mp3,true,140b5e6bb7d0059d42cacb146cdfce708b0d81e051a4e09972d20adb5e8f3db3,3669,59812,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
floor_slow_transition,,clara,assets/audio/voice/clara/floor_slow_transition.mp3,true,96384016ed2b6c64b1234c0dc66809d53ced6bcd36587b814467c693409777b9,3065,50199,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
floor_stop_if_transfer_unsteady,,clara,assets/audio/voice/clara/floor_stop_if_transfer_unsteady.mp3,true,6b6455f2eee335ad7301d7796d105cec05a3d5ed47293960a496e4c5225d0fba,4969,80710,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
floor_use_support_for_transfer,,clara,assets/audio/voice/clara/floor_use_support_for_transfer.mp3,true,6acf520ecab5eefa062f35e092b0daf4010d86279d0caae744d409b4f2d31261,3297,53960,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
framing-ready,,clara,assets/audio/voice/clara/framing-ready.mp3,true,122750274f075ac3b33e691bad168d0a85757d341e20e3cb29f3a87e9cd8760c,1858,30973,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
global_breathe_normally,,clara,assets/audio/voice/clara/global_breathe_normally.mp3,true,54cc21dd8c4943531227bc41fa2837011f6873cb7f9bd2b0eb228b7274d9fb4a,3019,49363,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
global_clear_space,,clara,assets/audio/voice/clara/global_clear_space.mp3,true,b56cf4db9f6035e0cfb3300487ccfe8e3d0af7b01734ea4d3f67e32eb561e15b,2601,42675,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
global_pause_if_tracking_lost,,clara,assets/audio/voice/clara/global_pause_if_tracking_lost.mp3,true,b1132d6dd1fdc5b0725754e1f5c02b893d5152c8b3c7ce3c301829768326d17c,4923,79874,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
global_stop_dizzy_or_lightheaded,,clara,assets/audio/voice/clara/global_stop_dizzy_or_lightheaded.mp3,true,f8a5a0c3f073a8c0dca162a0f2d33e146c4b5cf6ba462993fa09e863e25d8a64,3762,61066,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
global_stop_if_support_moves,,clara,assets/audio/voice/clara/global_stop_if_support_moves.mp3,true,e60dba614fccae2fee775d9da6eff9270a75c36fc1b3b7cb92bcb2ec03240d25,4458,72351,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
global_stop_sharp_or_increasing_pain,,clara,assets/audio/voice/clara/global_stop_sharp_or_increasing_pain.mp3,true,c88d16ff31233549fea5e84be6dae7f10c6b21f1560615e172ca0ef79c6fa1b9,3576,58140,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
go,go,clara,assets/audio/voice/clara/go.mp3,true,988157c4832a6285bb155ebfbb10754f34dc88823e3709f2a054162304688323,789,13836,44100,1,true,false,not_required_legacy,not_required_legacy,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
halfway-v21,halfway-v21,clara,assets/audio/voice/clara/halfway-v21.mp3,true,ae11e90635c3ec8b397517439edce11a075b70457e72404553dc3d2db9f91624,975,16762,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
hinge-intro,,clara,assets/audio/voice/clara/hinge-intro.mp3,true,923f6ba1652de9e897e943bf987b9236b8279533342ac7b6c6dbbbfada893f04,6362,102862,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
hinge-setup,,clara,assets/audio/voice/clara/hinge-setup.mp3,true,cbed9e7bbe6b150812be423d203ade971d6b21d2493630c6490dc9bb276a265e,7988,128775,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
hold-still,,clara,assets/audio/voice/clara/hold-still.mp3,true,0edd24cd5c8e475413b71e0315c185177b84b37c5fe7639cfb5e8df698629469,2043,33898,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
item-complete-v21,item-complete-v21,clara,assets/audio/voice/clara/item-complete-v21.mp3,true,98f8c402da4acb3620dc96facc429662a8fee8a7d888a793a492d58c98241df2,1022,17598,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
item-complete,,clara,assets/audio/voice/clara/item-complete.mp3,true,3e527fb07cdee459c8dc55e1d1934f369513ca6795628ede5298ee5a0ebae9cd,1115,18852,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
last-set-v21,last-set-v21,clara,assets/audio/voice/clara/last-set-v21.mp3,true,0ca41026dc84171b378a1e5299c6bda287dc68a30991547a559383f2516cbc38,1115,18852,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
last-set,,clara,assets/audio/voice/clara/last-set.mp3,true,29c72f21b1e583d70bdd96faf42698208e67cdf6b4a0b995a66b5da7053c6013,2415,39750,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
micro-chair-power-v21,micro-chair-power-v21,clara,assets/audio/voice/clara/micro-chair-power-v21.mp3,true,7e652b985d2a1b4b1c2fbf15bf068e43e21361ab497eae4cdb781cfb210dfddc,6502,104951,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
micro-discard-v21,micro-discard-v21,clara,assets/audio/voice/clara/micro-discard-v21.mp3,true,9fa855ae843acd3e5eb3c111b5d23a614c1cc01e249a745b7bdcd3a6f3b89fa7,1300,21777,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
micro-mobility-left-v21,micro-mobility-left-v21,clara,assets/audio/voice/clara/micro-mobility-left-v21.mp3,true,b8829f158584810164d4d48a8d9d0cc4103485aab5e135596fc90c8777810f90,5341,86561,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
micro-mobility-right-v21,micro-mobility-right-v21,clara,assets/audio/voice/clara/micro-mobility-right-v21.mp3,true,cd35aff9d807eedced151e76900b60e1b13f20e4058513ab17bcbf6427924145,5155,83635,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
micro-relax-v21,micro-relax-v21,clara,assets/audio/voice/clara/micro-relax-v21.mp3,true,7af99f058ad4b27e3ec9e72ae0abf4265edb706ea06dc9b02c5258b6e75cba7f,1022,17598,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
micro-single-leg-left-v21,micro-single-leg-left-v21,clara,assets/audio/voice/clara/micro-single-leg-left-v21.mp3,true,9f78aaefa2782c58d0b9684edd3a047148df22fed42b77d7f670d2d5d953c76e,5619,91159,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
micro-single-leg-right-v21,micro-single-leg-right-v21,clara,assets/audio/voice/clara/micro-single-leg-right-v21.mp3,true,6f1dd14270e799d6ef516988cb97a5e921ee0d8f6a885c8a7a52fa99088517c0,5805,94084,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
microcheck-balance,,clara,assets/audio/voice/clara/microcheck-balance.mp3,true,76601b5b5dcb7232a978df26466ffd3e2227a65eefec553d36062ba67ce36cae,5991,97010,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
microcheck-chair,,clara,assets/audio/voice/clara/microcheck-chair.mp3,true,d3916a69021e23c244d2c73e9f98d840e32f166b857854a53329015afb391b1d,9892,159286,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
microcheck-complete-v21,microcheck-complete-v21,clara,assets/audio/voice/clara/microcheck-complete-v21.mp3,true,c738d86c64d47f990fbc818207fff80c6a29c3caa1260f83f1d842c7115e71d3,1300,21777,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
microcheck-complete,,clara,assets/audio/voice/clara/microcheck-complete.mp3,true,f1f0d5250d6a3d555603893379a8d4c9bd96551309a9f8b3bc8865cdda3e8788,2647,43511,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
microcheck-intro,,clara,assets/audio/voice/clara/microcheck-intro.mp3,true,4efbb11c143733a9925780a0dca81e19cbe81bd7f83d27e08bed9bc6a17c9c46,4087,66499,44100,1,true,false,not_required_legacy,not_required_legacy,ok,retired,Measured from current task-start physical corpus.
mobility_no_forcing,,clara,assets/audio/voice/clara/mobility_no_forcing.mp3,true,860235d6aa27476b753a0a1373c8b2d2d7409aa596a38dde9e1eeb6d8d0a4c7b,3344,54378,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,legacy_only,Measured from current task-start physical corpus.
mpv2_balance_attempt_saved,mpv2_balance_attempt_saved,clara,assets/audio/voice/clara/mpv2_balance_attempt_saved.mp3,true,39c4bd68b2d146e76ee60e7a6be3943aed88b55aad313e523d08f46582ac5604,1533,25539,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_attempt_start,mpv2_balance_attempt_start,clara,assets/audio/voice/clara/mpv2_balance_attempt_start.mp3,true,5fda2fc0f03e022f68deafc0a606c09a5b90d198edb8d0c45d82312d1d65953a,5062,81964,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_complete,checkup-balance-complete-v21;mpv2_balance_complete,clara,assets/audio/voice/clara/mpv2_balance_complete.mp3,true,b0d59757b2fd889b90764e01aa6787716bf100dd469f3b7405684ebfa9df1a86,1625,27211,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_full_hold,mpv2_balance_full_hold,clara,assets/audio/voice/clara/mpv2_balance_full_hold.mp3,true,fc10ce523cf8708e45d50ff2f29809b317bcfbba3009b7cffdc0f84355038ae5,2647,43511,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_ready_after_30,mpv2_balance_ready_after_30,clara,assets/audio/voice/clara/mpv2_balance_ready_after_30.mp3,true,970f921a1c4635f3f33f33e39e23dbccf59683f6b02412f0512d312ba525aa2f,2647,43511,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_ready_after_60,mpv2_balance_ready_after_60,clara,assets/audio/voice/clara/mpv2_balance_ready_after_60.mp3,true,f9f41ef578e99619e7358f48ea3cbd12a5c4746e2bdc7063adfb332fcf78f937,1904,31391,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_rest,mpv2_balance_rest,clara,assets/audio/voice/clara/mpv2_balance_rest.mp3,true,16223f5594407c4f8986e1ea86d7fb10f5a1d53da5ec3f855104107387b31a7c,5387,87397,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_tracking_retry,mpv2_balance_tracking_retry,clara,assets/audio/voice/clara/mpv2_balance_tracking_retry.mp3,true,5609459bb2e625c9580c77762b451edeebd0edf7f8dc2841a19a423d420b8111,7430,119998,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_balance_use_best,mpv2_balance_use_best,clara,assets/audio/voice/clara/mpv2_balance_use_best.mp3,true,332044cb612f4814232b4b18e5cfeb352d5dd65516db5f3a4fb570e09e0ac06f,1625,27211,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_chair_official_ready,mpv2_chair_official_ready,clara,assets/audio/voice/clara/mpv2_chair_official_ready.mp3,true,3f6619a12b653ed63dd63148b81a306b5ef866f7f3ec19788c3dd34301c8f917,4133,67335,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_chair_practice_start,mpv2_chair_practice_start,clara,assets/audio/voice/clara/mpv2_chair_practice_start.mp3,true,33a5e727a6b9483236d8ee7993834b8ffc144afbba8eb97251c19a3017a51ef5,3204,52288,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_checkup_intro,mpv2_checkup_intro,clara,assets/audio/voice/clara/mpv2_checkup_intro.mp3,true,474618fde1ddc116ca9ecca37f4b4f9a5c0485724b63f4361d4b9d8c25a21a56,5248,84889,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_hinge_complete,mpv2_hinge_complete,clara,assets/audio/voice/clara/mpv2_hinge_complete.mp3,true,4da5c542d62fe242636f833ff4df1b2ff5d2d87280384a8aa3ac990be42e5da6,1625,27211,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_hinge_no_measurement,mpv2_hinge_no_measurement,clara,assets/audio/voice/clara/mpv2_hinge_no_measurement.mp3,true,d9d9b4356a620909995f2cd8576e1c859addf39767a6fa83591dc218ce33acdc,3808,61902,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
mpv2_shoulder_tracking_retry,mpv2_shoulder_tracking_retry,clara,assets/audio/voice/clara/mpv2_shoulder_tracking_retry.mp3,true,3a9b1b67759e64eb98d924c9102fcc4208adaf7db4845dfb9d345a1596b47a75,6084,98264,44100,1,true,true,covered_by_required_audio_metadata,verified_by_verify_audio,ok,physical_ready_exact_pair,Measured from current task-start physical corpus.
next-exercise-v21,next-exercise-v21,clara,assets/audio/voice/clara/next-exercise-v21.mp3,true,ddcff779651f57ee4a2837951731694f157c7a3da17e9ffb7f65265e5f1d38e6,1207,20524,44100,1,true,true,current_generated_metadata,current,ok,physical_ready_exact_pair,Generated Voice V2.1 asset measured from current disk bytes.
next-exercise,,clara,assets/audio/voice/clara/next-exercise.mp3,true,77598e90155c3857bec47af48c044e32ed1a16bae41c485d93d2170a12052242,2601,42675,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
next-up,,clara,assets/audio/voice/clara/next-up.mp3,true,5341027bd00c113796a5ecda260ef235f122a7cb5751491ff8be9d3aa6dba126,1904,31391,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
no-reps,,clara,assets/audio/voice/clara/no-reps.mp3,true,d21a07a238814771d47b94b1c4480fc246bca72475cc0e2689338339eca548fb,4737,76948,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-0,,clara,assets/audio/voice/clara/num-0.mp3,true,96bbe9f677a39f5092d2400e7b958437515e77dd82541f140bb886014a2b5a28,836,14254,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-1,,clara,assets/audio/voice/clara/num-1.mp3,true,dbf0b4974cc643b6442a95c4245bc623461fe3ed7200ba43e5a9a20f0b9af517,604,10911,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-10,,clara,assets/audio/voice/clara/num-10.mp3,true,0c0c8f59d9ebf409d5dbb83c579bee3872badca14c841f98e8d5867c52d3ec5e,789,13836,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-11,,clara,assets/audio/voice/clara/num-11.mp3,true,efbd361d0768ebfdddc1ea2076ce0283fba6acd2afbfea427363e59faab63f5c,836,14254,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-12,,clara,assets/audio/voice/clara/num-12.mp3,true,1e15bd4e1e27457b6bfa04c8af9afc8b0d82cbd30c788ee449c40a2004f06856,882,15090,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-13,,clara,assets/audio/voice/clara/num-13.mp3,true,779b74f9d2410036e5ad45042100fa6889603d58e9f1412670724525e5589381,975,16762,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-14,,clara,assets/audio/voice/clara/num-14.mp3,true,612f91c33409087dff6608f77f63d40de8adef36a0e8836a8023fe24f533e819,1022,17598,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-15,,clara,assets/audio/voice/clara/num-15.mp3,true,3ccc68dc467153d2cca95e66fc5730e0b3ac780b6e82ec8cae87bdbb61073583,1022,17598,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-16,,clara,assets/audio/voice/clara/num-16.mp3,true,3cc2ce1bfbb21b7f4005a202952f24e2d6c44674405a6ecf1b9a2e26593e5f5e,1068,18016,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-17,,clara,assets/audio/voice/clara/num-17.mp3,true,495985d456cfbde052572b6e52df69e3e4ed8cbf40305eaec3a4a3fa5996ea2f,1115,18852,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-18,,clara,assets/audio/voice/clara/num-18.mp3,true,9101d611cd1ed22fb1b0fcc99d42a2fc03e66b9413f8d9295bd8728e356f9a00,975,16762,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-19,,clara,assets/audio/voice/clara/num-19.mp3,true,4eb51ebafd408f1f008ecd8a7a262b31abcfb1720583c3a7abd2563369779f10,975,16762,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-2,,clara,assets/audio/voice/clara/num-2.mp3,true,3ef7a09cf87c4fbfffeeee97e9de6f3886c6050b1de4d7ddcb2237aefc782c0e,743,13000,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-20,,clara,assets/audio/voice/clara/num-20.mp3,true,ec0e5ec69bd0aa75505201e705e35ec54506642102c8a9554e384b4e651193f3,929,15926,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-21,,clara,assets/audio/voice/clara/num-21.mp3,true,1fefbbc70e98bcfc7f6165fd7bd82eb5620147a8358ae6dacde51dfcba35ff97,1068,18016,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-22,,clara,assets/audio/voice/clara/num-22.mp3,true,713f47b93dec8fc302a5603299bedf8c0d58d9b3ce1abf39e7b1096cf056a298,1068,18016,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-23,,clara,assets/audio/voice/clara/num-23.mp3,true,4bb2bd7e7b6a9719d61962a720b20f61ad3cb1b27e26719ecba7d6e87f81fca0,1161,19688,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-24,,clara,assets/audio/voice/clara/num-24.mp3,true,170883d444138ee5c05b34f73c83920d3456f35b15b32183a6c38c8ec6e78d73,1115,18852,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-25,,clara,assets/audio/voice/clara/num-25.mp3,true,ed0374bef5f4683f952e9d2e25bcc5f984e22693caa1fc535dab05ef70680833,1115,18852,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-26,,clara,assets/audio/voice/clara/num-26.mp3,true,78f66d9b161d9fd158e6f8d7abc9059eadb159129950b548a5ccbe5f0f37adc1,1161,19688,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-27,,clara,assets/audio/voice/clara/num-27.mp3,true,e4f94f6ffe85a1ac034059bbb8cc527b0b59f9dfd74b6ac2b8e4c2a9f0e0ca7e,1115,18852,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-28,,clara,assets/audio/voice/clara/num-28.mp3,true,3b1028a8ca37f21dda234404e14cca7b12b4de2da8d3c09a734ebd4cb3b7f2df,1161,19688,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-29,,clara,assets/audio/voice/clara/num-29.mp3,true,96c765886db587fd37f417c540df9330238a84fb543d14901b8959386cfabb15,1068,18016,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-3,,clara,assets/audio/voice/clara/num-3.mp3,true,9a6e7707a81fdf8e0715ad2aab8eee49f5960df2d2577e3aee43379ce0cc4b99,789,13836,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-30,,clara,assets/audio/voice/clara/num-30.mp3,true,f9614e828095a1fbee8a4f5de09ffe4dee7c8875c3483ee687aed756a05cf968,882,15090,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-31,,clara,assets/audio/voice/clara/num-31.mp3,true,c7da33c371c53620c4e86ba33c124c244d05e0efe614b54f9b678fee035a0b53,1068,18016,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-32,,clara,assets/audio/voice/clara/num-32.mp3,true,3f34ada60c522b63e79a794c9050876c1be5fe0ba8036a0a6c4844917d9379ea,1068,18016,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-33,,clara,assets/audio/voice/clara/num-33.mp3,true,d117d3fba81d26e1619d59882076fc987495217d4919d288b6d18ff45b4dd134,1115,18852,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-34,,clara,assets/audio/voice/clara/num-34.mp3,true,ac2b907b8af22437db457bbb9167b4c58fc192290588fad4a45779b33ddc2d5b,1115,18852,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-35,,clara,assets/audio/voice/clara/num-35.mp3,true,32aaec63819264f948d3f87efabdda7232cbe76b3e595b492f2e92c85e219a21,1207,20524,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-36,,clara,assets/audio/voice/clara/num-36.mp3,true,0a3221f7a6f3eb785d0a249affab09b5ce466bd483502dece6c0eed57db0c5a0,1115,18852,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-37,,clara,assets/audio/voice/clara/num-37.mp3,true,0920f6a85b63a0c74cc3d1130baaf6727211eed1e487c37633ea3c648d96e053,1115,18852,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-38,,clara,assets/audio/voice/clara/num-38.mp3,true,84b16231348fc53b6cca3aef3032d5ad8ad109262cae63ff4e46080ddcd9bd1b,1161,19688,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-39,,clara,assets/audio/voice/clara/num-39.mp3,true,0fca86d9d8abd423fce8367654732f21b17ff219731b5d054e39d0da97fca5d6,1115,18852,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
num-4,,clara,assets/audio/voice/clara/num-4.mp3,true,aab807d76f93d66140bf9de3cfdad7a8c060249aa860144e00a1ee2d64478b4a,743,13000,44100,1,true,false,not_required_legacy,not_required_legacy,ok,legacy_only,Measured from current task-start physical corpus.
