scenarioId,variantId,eventIndex,eventType,repAttemptId,setIndex,expectedLeadBefore,observedLead,bothFeetAtStart,ascentValid,topPhaseValid,bothFeetReturnedToFloor,trackingValid,outcome,credited,sfxPlayed,expectedLeadAfter,acceptedRepCount,leftLeadRepCount,rightLeadRepCount,setCompleted,progressionEligible,validTimeMs,seedBefore,seedAfter,restoreState,sourceFunction,notes
restore_after_six_reps,base,3,rep_evidence,restore_after_six_reps-rep-3,0,left,left,true,true,true,true,true,accepted,true,true,right,3,2,1,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
restore_after_six_reps,base,4,rep_evidence,restore_after_six_reps-rep-4,0,right,right,true,true,true,true,true,accepted,true,true,left,4,2,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
restore_after_six_reps,base,5,rep_evidence,restore_after_six_reps-rep-5,0,left,left,true,true,true,true,true,accepted,true,true,right,5,3,2,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
restore_after_six_reps,base,6,rep_evidence,restore_after_six_reps-rep-6,0,right,right,true,true,true,true,true,accepted,true,true,left,6,3,3,false,false,0,,,,resolveStepUpRepEvidence;advanceStepUpAlternationState,
restore_after_six_reps,base,7,restore_roundtrip,,0,left,,,,,,,,,,left,6,3,3,false,false,0,,,"{""phaseBefore"":""ready_both_feet_floor"",""phaseAfter"":""ready_both_feet_floor"",""planFingerprint"":""sua1_c6eceba6""}",serializeStepUpAlternationRuntimeState;deserializeStepUpAlternationRuntimeState,
restore_mid_rep,base,1,restore_callback,restore-mid-attempt,0,left,left,true,true,true,true,true,restore_callback,false,false,left,0,0,0,false,false,0,,,,advanceStepUpAlternationState,partial active attempt retired on restore
cancel_mid_set,base,1,cancel,cancel-mid,0,left,,,,,,,cancelled,false,false,left,0,0,0,false,false,0,,,,advanceStepUpAlternationState,
seed_defaults_left,base,1,seed_update,,0,,,,,,,,left,false,false,,0,0,0,false,false,0,,,,applyBothSidesExerciseCompletionToStartSideSeed;nextBothSidesStartSideForExercise,
successful_completion_flips_seed,base,1,seed_update,,0,,,,,,,,right,false,false,,0,0,0,false,false,0,,"{""nextBothSidesStartSideByExercise"":{""step-up"":""right""},""appliedBothSidesStartSideFlipEventIds"":[""main-complete""]}",,applyBothSidesExerciseCompletionToStartSideSeed;nextBothSidesStartSideForExercise,
skip_does_not_flip_seed,base,1,seed_update,,0,,,,,,,,left,false,false,,0,0,0,false,false,0,,"{""nextBothSidesStartSideByExercise"":{},""appliedBothSidesStartSideFlipEventIds"":[]}",,applyBothSidesExerciseCompletionToStartSideSeed;nextBothSidesStartSideForExercise,
manual_practice_does_not_flip_seed,base,1,seed_update,,0,,,,,,,,left,false,false,,0,0,0,false,false,0,,"{""nextBothSidesStartSideByExercise"":{},""appliedBothSidesStartSideFlipEventIds"":[]}",,applyBothSidesExerciseCompletionToStartSideSeed;nextBothSidesStartSideForExercise,
duplicate_completion_idempotent,base,1,seed_update,,0,,,,,,,,right,false,false,,0,0,0,false,false,0,"{""nextBothSidesStartSideByExercise"":{""step-up"":""right""},""appliedBothSidesStartSideFlipEventIds"":[""main-complete""]}","{""nextBothSidesStartSideByExercise"":{""step-up"":""right""},""appliedBothSidesStartSideFlipEventIds"":[""main-complete""]}",,applyBothSidesExerciseCompletionToStartSideSeed;nextBothSidesStartSideForExercise,
sync_restore_preserves_seed,base,1,seed_update,,0,,,,,,,,right,false,false,,0,0,0,false,false,0,"{""nextBothSidesStartSideByExercise"":{""step-up"":""right""},""appliedBothSidesStartSideFlipEventIds"":[""main-complete""]}","{""nextBothSidesStartSideByExercise"":{""step-up"":""right""},""appliedBothSidesStartSideFlipEventIds"":[""main-complete""]}",,applyBothSidesExerciseCompletionToStartSideSeed;nextBothSidesStartSideForExercise,
