logicalCueKey,exactScript,category,policyId,exerciseIds,usageRole,safetyFamily,sideVariant,currentCandidateKey,currentCandidateScript,claraExists,marcusExists,semanticMatch,reuseDecision,generationRequiredLater,requiredForVoiceFirst,budgetClass,implementationBlockers,notes
final-position-set-v21,You're set.,final_position,setup_recovery,balance-feet-together-hold;balance-single-leg-hold;balance-tandem-hold;band-pull-apart;chair-supported-split-squat;glute-bridge-hold;glute-bridge-reps;heel-raise-free;heel-raise-supported;hip-hinge-free;hip-hinge-wall;loaded-march;loaded-sit-to-stand;mini-band-lateral-walk;neck-rotation;overhead-press-band;overhead-reach;push-up-incline;push-up-standard;push-up-wall;seated-band-row;seated-hamstring-reach;session;squat-free;squat-loaded;squat-slow-eccentric;squat-supported;standing-band-row;step-up;sts-cushion;sts-power;sts-slow-eccentric;sts-standard;supported-hip-flexor-stretch;supported-side-step;thoracic-rotation;toe-raise-supported;wall-calf-stretch,final_position;shared,,,final-position-set-v21,You're set.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
five-seconds-left-v21,Five seconds left.,progress,low_reassurance,balance-feet-together-hold;balance-single-leg-hold;balance-tandem-hold;band-pull-apart;glute-bridge-hold;mini-band-lateral-walk;session;supported-hip-flexor-stretch;supported-side-step;thoracic-rotation;toe-raise-supported;wall-calf-stretch,progress;shared,,,five-seconds-left-v21,Five seconds left.,true,true,true,reuse_exact_existing_pair,false,false,active_progress,,Exact Clara/Marcus pair exists in the current physical manifest.
floor-gate-question-v21,Can you safely get down to the floor and back up without assistance?,equipment_first_use,instruction,session,shared,,,floor-gate-question-v21,Can you safely get down to the floor and back up without assistance?,true,true,true,reuse_exact_existing_pair,false,true,ordinary_first_use_pre_countdown,,Exact Clara/Marcus pair exists in the current physical manifest.
go,Go!,control,critical_window,session,shared,,,go,Go!,true,true,true,reuse_exact_existing_pair,false,true,control_confirmation,,Exact Clara/Marcus pair exists in the current physical manifest.
halfway-v21,Halfway.,progress,low_reassurance,balance-feet-together-hold;balance-tandem-hold;band-pull-apart;glute-bridge-hold;mini-band-lateral-walk;session;supported-hip-flexor-stretch;supported-side-step;thoracic-rotation;toe-raise-supported;wall-calf-stretch,progress;shared,,,halfway-v21,Halfway.,true,true,true,reuse_exact_existing_pair,false,false,active_progress,,Exact Clara/Marcus pair exists in the current physical manifest.
item-complete-v21,Complete.,completion,result_transition,session,shared,,,item-complete-v21,Complete.,true,true,true,reuse_exact_existing_pair,false,true,control_confirmation,,Exact Clara/Marcus pair exists in the current physical manifest.
last-set-v21,Last set.,rest_transition,result_transition,session,shared,,,last-set-v21,Last set.,true,true,true,reuse_exact_existing_pair,false,true,control_confirmation,,Exact Clara/Marcus pair exists in the current physical manifest.
next-exercise-v21,Next exercise.,rest_transition,result_transition,session,shared,,,next-exercise-v21,Next exercise.,true,true,true,reuse_exact_existing_pair,false,true,control_confirmation,,Exact Clara/Marcus pair exists in the current physical manifest.
paused-v21,Paused.,control,result_transition,session,shared,,,paused-v21,Paused.,true,true,true,reuse_exact_existing_pair,false,true,control_confirmation,,Exact Clara/Marcus pair exists in the current physical manifest.
rest-now-v21,Rest now.,rest_transition,result_transition,session,shared,,,rest-now-v21,Rest now.,true,true,true,reuse_exact_existing_pair,false,true,control_confirmation,,Exact Clara/Marcus pair exists in the current physical manifest.
resuming-v21,Resuming.,control,result_transition,session,shared,,,resuming-v21,Resuming.,true,true,true,reuse_exact_existing_pair,false,true,control_confirmation,,Exact Clara/Marcus pair exists in the current physical manifest.
retry-v21,Let's try that again.,recovery,result_transition,session,shared,,,retry-v21,Let's try that again.,true,true,true,reuse_exact_existing_pair,false,true,tracking_loss_recovery_sequence,,Exact Clara/Marcus pair exists in the current physical manifest.
safe-session-start-v21,"Clear the space around you. Stop for sharp pain, dizziness, or feeling unwell.",universal_safety,instruction,session,shared,,,safe-session-start-v21,"Clear the space around you. Stop for sharp pain, dizziness, or feeling unwell.",true,true,true,reuse_exact_existing_pair,false,true,training_intro_universal_safety,,Exact Clara/Marcus pair exists in the current physical manifest.
session-complete-v21,Session complete.,completion,result_transition,session,shared,,,session-complete-v21,Session complete.,true,true,true,reuse_exact_existing_pair,false,true,control_confirmation,,Exact Clara/Marcus pair exists in the current physical manifest.
set-complete-v21,Set complete.,completion,result_transition,session,shared,,,set-complete-v21,Set complete.,true,true,true,reuse_exact_existing_pair,false,true,control_confirmation,,Exact Clara/Marcus pair exists in the current physical manifest.
setup-back-v21,Move a little farther back.,recovery,setup_recovery,session,shared,,,setup-back-v21,Move a little farther back.,true,true,true,reuse_exact_existing_pair,false,true,tracking_loss_recovery_sequence,,Exact Clara/Marcus pair exists in the current physical manifest.
setup-center-v21,Move to the centre of the view.,recovery,setup_recovery,session,shared,,,setup-center-v21,Move to the centre of the view.,true,true,true,reuse_exact_existing_pair,false,true,tracking_loss_recovery_sequence,,Exact Clara/Marcus pair exists in the current physical manifest.
setup-clearer-view-v21,I need a clearer view. Make sure your whole body is visible.,recovery,setup_recovery,session,shared,,,setup-clearer-view-v21,I need a clearer view. Make sure your whole body is visible.,true,true,true,reuse_exact_existing_pair,false,true,tracking_loss_recovery_sequence,,Exact Clara/Marcus pair exists in the current physical manifest.
setup-closer-v21,Move a little closer.,recovery,setup_recovery,session,shared,,,setup-closer-v21,Move a little closer.,true,true,true,reuse_exact_existing_pair,false,true,tracking_loss_recovery_sequence,,Exact Clara/Marcus pair exists in the current physical manifest.
setup-enter-view-v21,Step into view so your whole body is visible.,recovery,setup_recovery,session,shared,,,setup-enter-view-v21,Step into view so your whole body is visible.,true,true,true,reuse_exact_existing_pair,false,true,tracking_loss_recovery_sequence,,Exact Clara/Marcus pair exists in the current physical manifest.
setup-hold-still-v21,Hold still for a moment.,recovery,setup_recovery,session,shared,,,setup-hold-still-v21,Hold still for a moment.,true,true,true,reuse_exact_existing_pair,false,true,tracking_loss_recovery_sequence,,Exact Clara/Marcus pair exists in the current physical manifest.
setup-light-v21,Please turn on the main light.,recovery,setup_recovery,session,shared,,,setup-light-v21,Please turn on the main light.,true,true,true,reuse_exact_existing_pair,false,true,tracking_loss_recovery_sequence,,Exact Clara/Marcus pair exists in the current physical manifest.
side-calf-left-back-v21,"Step your left leg back, heel down.",side_setup,instruction,wall-calf-stretch,side_setup,,left_back,side-calf-left-back-v21,"Step your left leg back, heel down.",true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
side-calf-right-back-v21,"Step your right leg back, heel down.",side_setup,instruction,wall-calf-stretch,side_setup,,right_back,side-calf-right-back-v21,"Step your right leg back, heel down.",true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
side-hamstring-left-extended-v21,"Extend your left leg, heel on the floor.",side_setup,instruction,seated-hamstring-reach,side_setup,,left_extended,side-hamstring-left-extended-v21,"Extend your left leg, heel on the floor.",true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
side-hamstring-right-extended-v21,"Extend your right leg, heel on the floor.",side_setup,instruction,seated-hamstring-reach,side_setup,,right_extended,side-hamstring-right-extended-v21,"Extend your right leg, heel on the floor.",true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
side-hip-flexor-left-back-v21,Step your right foot forward so your left hip side stretches.,side_setup,instruction,supported-hip-flexor-stretch,side_setup,,left_back,side-hip-flexor-left-back-v21,Step your right foot forward so your left hip side stretches.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
side-hip-flexor-right-back-v21,Step your left foot forward so your right hip side stretches.,side_setup,instruction,supported-hip-flexor-stretch,side_setup,,right_back,side-hip-flexor-right-back-v21,Step your left foot forward so your right hip side stretches.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
side-single-leg-left-v21,Start on your left leg. Lift your right foot slightly.,side_setup,instruction,balance-single-leg-hold,side_setup,,left,side-single-leg-left-v21,Start on your left leg. Lift your right foot slightly.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
side-single-leg-right-v21,Start on your right leg. Lift your left foot slightly.,side_setup,instruction,balance-single-leg-hold,side_setup,,right,side-single-leg-right-v21,Start on your right leg. Lift your left foot slightly.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
side-split-squat-left-forward-v21,"Left foot forward, small split stance.",side_setup,instruction,chair-supported-split-squat,side_setup,,left_forward,side-split-squat-left-forward-v21,"Left foot forward, small split stance.",true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
side-split-squat-right-forward-v21,"Right foot forward, small split stance.",side_setup,instruction,chair-supported-split-squat,side_setup,,right_forward,side-split-squat-right-forward-v21,"Right foot forward, small split stance.",true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
side-tandem-left-front-v21,"Place your left foot in front, heel to toe.",side_setup,instruction,balance-tandem-hold,side_setup,,left_front,side-tandem-left-front-v21,"Place your left foot in front, heel to toe.",true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
side-tandem-right-front-v21,"Place your right foot in front, heel to toe.",side_setup,instruction,balance-tandem-hold,side_setup,,right_front,side-tandem-right-front-v21,"Place your right foot in front, heel to toe.",true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
step-up-next-left-v21,Next rep starts with your left leg.,side_setup,instruction,session,shared,,,step-up-next-left-v21,Next rep starts with your left leg.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
step-up-next-right-v21,Next rep starts with your right leg.,side_setup,instruction,session,shared,,,step-up-next-right-v21,Next rep starts with your right leg.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
step-up-start-left-v21,Start with your left leg.,side_setup,instruction,step-up,side_setup,,left,step-up-start-left-v21,Start with your left leg.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
step-up-start-right-v21,Start with your right leg.,side_setup,instruction,step-up,side_setup,,right,step-up-start-right-v21,Start with your right leg.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
step-up-wrong-left-v21,No rep. Start the next one with your left leg.,recovery,critical_stop,session,shared,,,step-up-wrong-left-v21,No rep. Start the next one with your left leg.,true,true,true,reuse_exact_existing_pair,false,true,tracking_loss_recovery_sequence,,Exact Clara/Marcus pair exists in the current physical manifest.
step-up-wrong-right-v21,No rep. Start the next one with your right leg.,recovery,critical_stop,session,shared,,,step-up-wrong-right-v21,No rep. Start the next one with your right leg.,true,true,true,reuse_exact_existing_pair,false,true,tracking_loss_recovery_sequence,,Exact Clara/Marcus pair exists in the current physical manifest.
switch-foot-positions-v21,Switch foot positions.,side_switch,instruction,balance-tandem-hold;session,shared;side_switch,,,switch-foot-positions-v21,Switch foot positions.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
switch-legs-v21,Switch legs.,side_switch,instruction,balance-single-leg-hold;session,shared;side_switch,,,switch-legs-v21,Switch legs.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
switch-sides-v21,Switch sides.,side_switch,instruction,chair-supported-split-squat;seated-hamstring-reach;session;supported-hip-flexor-stretch;wall-calf-stretch,shared;side_switch,,,switch-sides-v21,Switch sides.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-balance-feet-together-hold-v21,Hold for twenty seconds.,target,instruction,balance-feet-together-hold,target,,,target-balance-feet-together-hold-v21,Hold for twenty seconds.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-balance-single-leg-hold-v21,Hold for [duration].,target,instruction,balance-single-leg-hold,target,,,target-balance-single-leg-hold-v21,Hold for [duration].,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-balance-tandem-hold-v21,Hold for [duration].,target,instruction,balance-tandem-hold,target,,,target-balance-tandem-hold-v21,Hold for [duration].,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-band-pull-apart-v21,Move for thirty seconds.,target,instruction,band-pull-apart,target,,,target-band-pull-apart-v21,Move for thirty seconds.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-chair-supported-split-squat-v21,Aim for [reps] reps.,target,instruction,chair-supported-split-squat,target,,,target-chair-supported-split-squat-v21,Aim for [reps] reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-glute-bridge-hold-v21,Hold for twenty seconds.,target,instruction,glute-bridge-hold,target,,,target-glute-bridge-hold-v21,Hold for twenty seconds.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-glute-bridge-reps-v21,Aim for twelve reps.,target,instruction,glute-bridge-reps,target,,,target-glute-bridge-reps-v21,Aim for twelve reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-heel-raise-free-v21,Aim for eighteen reps.,target,instruction,heel-raise-free,target,,,target-heel-raise-free-v21,Aim for eighteen reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-heel-raise-supported-v21,Aim for fifteen reps.,target,instruction,heel-raise-supported,target,,,target-heel-raise-supported-v21,Aim for fifteen reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-hip-hinge-free-v21,Aim for twelve reps.,target,instruction,hip-hinge-free,target,,,target-hip-hinge-free-v21,Aim for twelve reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-hip-hinge-wall-v21,Aim for ten reps.,target,instruction,hip-hinge-wall,target,,,target-hip-hinge-wall-v21,Aim for ten reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-loaded-march-v21,Aim for sixteen reps.,target,instruction,loaded-march,target,,,target-loaded-march-v21,Aim for sixteen reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-loaded-sit-to-stand-v21,Aim for eight reps.,target,instruction,loaded-sit-to-stand,target,,,target-loaded-sit-to-stand-v21,Aim for eight reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-mini-band-lateral-walk-v21,Move for thirty seconds.,target,instruction,mini-band-lateral-walk,target,,,target-mini-band-lateral-walk-v21,Move for thirty seconds.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-neck-rotation-v21,Move slowly until I say stop.,target,instruction,neck-rotation,target,,,target-neck-rotation-v21,Move slowly until I say stop.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-overhead-press-band-v21,Aim for twelve reps.,target,instruction,overhead-press-band,target,,,target-overhead-press-band-v21,Aim for twelve reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-overhead-reach-v21,Aim for twelve reps.,target,instruction,overhead-reach,target,,,target-overhead-reach-v21,Aim for twelve reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-push-up-incline-v21,Aim for ten reps.,target,instruction,push-up-incline,target,,,target-push-up-incline-v21,Aim for ten reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-push-up-standard-v21,Aim for eight reps.,target,instruction,push-up-standard,target,,,target-push-up-standard-v21,Aim for eight reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-push-up-wall-v21,Aim for ten reps.,target,instruction,push-up-wall,target,,,target-push-up-wall-v21,Aim for ten reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-seated-band-row-v21,Aim for ten reps.,target,instruction,seated-band-row,target,,,target-seated-band-row-v21,Aim for ten reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-seated-hamstring-reach-v21,Reach gently and hold until I say relax.,target,instruction,seated-hamstring-reach,target,,,target-seated-hamstring-reach-v21,Reach gently and hold until I say relax.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-squat-free-v21,Aim for twelve reps.,target,instruction,squat-free,target,,,target-squat-free-v21,Aim for twelve reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-squat-loaded-v21,Aim for eight reps.,target,instruction,squat-loaded,target,,,target-squat-loaded-v21,Aim for eight reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-squat-slow-eccentric-v21,Aim for eight reps.,target,instruction,squat-slow-eccentric,target,,,target-squat-slow-eccentric-v21,Aim for eight reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-squat-supported-v21,Aim for ten reps.,target,instruction,squat-supported,target,,,target-squat-supported-v21,Aim for ten reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-standing-band-row-v21,Aim for ten reps.,target,instruction,standing-band-row,target,,,target-standing-band-row-v21,Aim for ten reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-step-up-v21,Do twelve total reps.,target,instruction,step-up,target,,,target-step-up-v21,Do twelve total reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-sts-cushion-v21,Aim for eight reps.,target,instruction,sts-cushion,target,,,target-sts-cushion-v21,Aim for eight reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-sts-power-v21,Aim for twelve reps.,target,instruction,sts-power,target,,,target-sts-power-v21,Aim for twelve reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-sts-slow-eccentric-v21,Aim for eight reps.,target,instruction,sts-slow-eccentric,target,,,target-sts-slow-eccentric-v21,Aim for eight reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-sts-standard-v21,Aim for ten reps.,target,instruction,sts-standard,target,,,target-sts-standard-v21,Aim for ten reps.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-supported-hip-flexor-stretch-v21,Hold for [duration].,target,instruction,supported-hip-flexor-stretch,target,,,target-supported-hip-flexor-stretch-v21,Hold for [duration].,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-supported-side-step-v21,Move for thirty seconds.,target,instruction,supported-side-step,target,,,target-supported-side-step-v21,Move for thirty seconds.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-thoracic-rotation-v21,Move for thirty seconds.,target,instruction,thoracic-rotation,target,,,target-thoracic-rotation-v21,Move for thirty seconds.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-toe-raise-supported-v21,Move for thirty seconds.,target,instruction,toe-raise-supported,target,,,target-toe-raise-supported-v21,Move for thirty seconds.,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
target-wall-calf-stretch-v21,Hold for [duration].,target,instruction,wall-calf-stretch,target,,,target-wall-calf-stretch-v21,Hold for [duration].,true,true,true,reuse_exact_existing_pair,false,true,shared,,Exact Clara/Marcus pair exists in the current physical manifest.
times-up-v21,Time.,completion,critical_stop,session,shared,,,times-up-v21,Time.,true,true,true,reuse_exact_existing_pair,false,true,control_confirmation,,Exact Clara/Marcus pair exists in the current physical manifest.
tracking-loss-v21,Pause. Return to the setup position.,recovery,critical_stop,session,shared,,,tracking-loss-v21,Pause. Return to the setup position.,true,true,true,reuse_exact_existing_pair,false,true,tracking_loss_recovery_sequence,,Exact Clara/Marcus pair exists in the current physical manifest.
tracking-recovered-v21,You're back in position. We'll restart.,recovery,setup_recovery,session,shared,,,tracking-recovered-v21,You're back in position. We'll restart.,true,true,true,reuse_exact_existing_pair,false,true,tracking_loss_recovery_sequence,,Exact Clara/Marcus pair exists in the current physical manifest.
training-intro-v21,"Time to train. I will guide the setup, work, and rests. Follow my voice and pause whenever you need.",session_intro,instruction,session,shared,,,training-intro-v21,"Time to train. I will guide the setup, work, and rests. Follow my voice and pause whenever you need.",true,true,true,reuse_exact_existing_pair,false,true,training_intro_universal_safety,,Exact Clara/Marcus pair exists in the current physical manifest.
training-skip-v21,Skipped. Moving on.,control,result_transition,session,shared,,,training-skip-v21,Skipped. Moving on.,true,true,true,reuse_exact_existing_pair,false,true,control_confirmation,,Exact Clara/Marcus pair exists in the current physical manifest.
