scenarioId,variantId,voiceId,latencyProfile,eventIndex,eventId,controllerStateBefore,controllerStateAfter,eventScheduledAtMs,speakCalledAtMs,cueKeys,incomingPriority,voiceBusyBefore,currentPriority,audibleStartEstimatedAtMs,assetDurationMs,sequenceDurationMs,playbackEndEstimatedAtMs,completionCallbackAtMs,measurementStartsAtMs,measurementEndsAtMs,stateExitAtMs,outcome,timingMarginMs,staleAfterStateExit,userImpact,confidence,notes
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:clara:L250:after_250ms","clara","L250","119","chair_practice_completed_to_countdown","chair_practice","chair_countdown","250","250","mpv2_chair_official_ready","90","true","60","500","3483","3983","3983","4233","3250","","","played_fully","-733","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:clara:L250:after_250ms","clara","L250","120","chair_countdown_elapsed_to_active","chair_countdown","chair_active","3250","","","","true","90","","","","","","3250","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:clara:L250:after_current_speech","clara","L250","121","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","250","2972","3472","3222","3472","","","","played_fully","","false","","confirmed_deterministic_model",""
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:clara:L250:after_current_speech","clara","L250","122","chair_practice_completed_to_countdown","chair_practice","chair_countdown","3972","3972","mpv2_chair_official_ready","90","false","","4222","3483","3983","7705","7955","6972","","","played_fully","-733","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:clara:L250:after_current_speech","clara","L250","123","chair_countdown_elapsed_to_active","chair_countdown","chair_active","6972","","","","true","90","","","","","","6972","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L0:immediate","marcus","L0","124","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","0","2694","2694","0","0","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by chair_practice_completed_to_countdown at 0ms."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L0:immediate","marcus","L0","125","chair_practice_completed_to_countdown","chair_practice","chair_countdown","0","0","mpv2_chair_official_ready","90","true","60","0","3622","3622","3622","3622","3000","","","played_fully","-622","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L0:immediate","marcus","L0","126","chair_countdown_elapsed_to_active","chair_countdown","chair_active","3000","","","","true","90","","","","","","3000","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L0:after_250ms","marcus","L0","127","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","0","2694","2694","250","250","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by chair_practice_completed_to_countdown at 250ms."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L0:after_250ms","marcus","L0","128","chair_practice_completed_to_countdown","chair_practice","chair_countdown","250","250","mpv2_chair_official_ready","90","true","60","250","3622","3622","3872","3872","3250","","","played_fully","-622","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L0:after_250ms","marcus","L0","129","chair_countdown_elapsed_to_active","chair_countdown","chair_active","3250","","","","true","90","","","","","","3250","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L0:after_current_speech","marcus","L0","130","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","0","2694","2694","2694","2694","","","","played_fully","","false","","confirmed_deterministic_model",""
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L0:after_current_speech","marcus","L0","131","chair_practice_completed_to_countdown","chair_practice","chair_countdown","3194","3194","mpv2_chair_official_ready","90","false","","3194","3622","3622","6816","6816","6194","","","played_fully","-622","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L0:after_current_speech","marcus","L0","132","chair_countdown_elapsed_to_active","chair_countdown","chair_active","6194","","","","true","90","","","","","","6194","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L100:immediate","marcus","L100","133","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","100","2694","2894","0","0","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by chair_practice_completed_to_countdown at 0ms."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L100:immediate","marcus","L100","134","chair_practice_completed_to_countdown","chair_practice","chair_countdown","0","0","mpv2_chair_official_ready","90","true","60","100","3622","3822","3722","3822","3000","","","played_fully","-722","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L100:immediate","marcus","L100","135","chair_countdown_elapsed_to_active","chair_countdown","chair_active","3000","","","","true","90","","","","","","3000","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L100:after_250ms","marcus","L100","136","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","100","2694","2894","250","250","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by chair_practice_completed_to_countdown at 250ms."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L100:after_250ms","marcus","L100","137","chair_practice_completed_to_countdown","chair_practice","chair_countdown","250","250","mpv2_chair_official_ready","90","true","60","350","3622","3822","3972","4072","3250","","","played_fully","-722","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L100:after_250ms","marcus","L100","138","chair_countdown_elapsed_to_active","chair_countdown","chair_active","3250","","","","true","90","","","","","","3250","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L100:after_current_speech","marcus","L100","139","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","100","2694","2894","2794","2894","","","","played_fully","","false","","confirmed_deterministic_model",""
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L100:after_current_speech","marcus","L100","140","chair_practice_completed_to_countdown","chair_practice","chair_countdown","3394","3394","mpv2_chair_official_ready","90","false","","3494","3622","3822","7116","7216","6394","","","played_fully","-722","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L100:after_current_speech","marcus","L100","141","chair_countdown_elapsed_to_active","chair_countdown","chair_active","6394","","","","true","90","","","","","","6394","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L250:immediate","marcus","L250","142","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","250","2694","3194","0","0","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by chair_practice_completed_to_countdown at 0ms."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L250:immediate","marcus","L250","143","chair_practice_completed_to_countdown","chair_practice","chair_countdown","0","0","mpv2_chair_official_ready","90","true","60","250","3622","4122","3872","4122","3000","","","played_fully","-872","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L250:immediate","marcus","L250","144","chair_countdown_elapsed_to_active","chair_countdown","chair_active","3000","","","","true","90","","","","","","3000","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L250:after_250ms","marcus","L250","145","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","250","2694","3194","250","250","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by chair_practice_completed_to_countdown at 250ms."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L250:after_250ms","marcus","L250","146","chair_practice_completed_to_countdown","chair_practice","chair_countdown","250","250","mpv2_chair_official_ready","90","true","60","500","3622","4122","4122","4372","3250","","","played_fully","-872","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L250:after_250ms","marcus","L250","147","chair_countdown_elapsed_to_active","chair_countdown","chair_active","3250","","","","true","90","","","","","","3250","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L250:after_current_speech","marcus","L250","148","chair_setup_confirmed_to_practice","chair_setup","chair_practice","0","0","mpv2_chair_practice_start","60","false","","250","2694","3194","2944","3194","","","","played_fully","","false","","confirmed_deterministic_model",""
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L250:after_current_speech","marcus","L250","149","chair_practice_completed_to_countdown","chair_practice","chair_countdown","3694","3694","mpv2_chair_official_ready","90","false","","3944","3622","4122","7566","7816","6694","","","played_fully","-872","false","official 30-second measurement starts without an audible go and before ready cue end","confirmed_deterministic_model","Practice can complete while the practice cue is still playing."
"chair_practice_to_official_attempt","chair_practice_to_official_attempt:marcus:L250:after_current_speech","marcus","L250","150","chair_countdown_elapsed_to_active","chair_countdown","chair_active","6694","","","","true","90","","","","","","6694","","","not_emitted","","false","missing audible start signal","confirmed_source","No countdown-three/two/one/go emitted by current MPV2."
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:clara:L0:default","clara","L0","151","balance_setup_confirmed_to_ready","balance_setup","balance_ready","0","0","mpv2_balance_attempt_start","60","false","","0","4737","4737","4737","4737","","","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:clara:L0:default","clara","L0","152","balance_lift_detected_to_trial","balance_ready","balance_trial","250","250","mpv2_balance_attempt_start","60","true","60","","","","","","250","","","dropped_equal_priority","","false","incoming cue not heard because the channel is busy","confirmed_deterministic_model","Same cue can be emitted from ready and trial transitions; dedupe key differs by stage/attempt."
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:clara:L0:default","clara","L0","153","balance_valid_trial_to_rest","balance_trial","balance_rest","10000","10000","mpv2_balance_attempt_saved;mpv2_balance_rest","70","false","","10000","5573","5573","15573","15573","","10000","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:clara:L0:default","clara","L0","154","balance_rest_ready_after_30","balance_rest","balance_ready","40000","40000","mpv2_balance_ready_after_30","70","false","","40000","2322","2322","42322","42322","","","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:clara:L100:default","clara","L100","155","balance_setup_confirmed_to_ready","balance_setup","balance_ready","0","0","mpv2_balance_attempt_start","60","false","","100","4737","4937","4837","4937","","","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:clara:L100:default","clara","L100","156","balance_lift_detected_to_trial","balance_ready","balance_trial","250","250","mpv2_balance_attempt_start","60","true","60","","","","","","250","","","dropped_equal_priority","","false","incoming cue not heard because the channel is busy","confirmed_deterministic_model","Same cue can be emitted from ready and trial transitions; dedupe key differs by stage/attempt."
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:clara:L100:default","clara","L100","157","balance_valid_trial_to_rest","balance_trial","balance_rest","10000","10000","mpv2_balance_attempt_saved;mpv2_balance_rest","70","false","","10100","5573","5973","15873","15973","","10000","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:clara:L100:default","clara","L100","158","balance_rest_ready_after_30","balance_rest","balance_ready","40000","40000","mpv2_balance_ready_after_30","70","false","","40100","2322","2522","42422","42522","","","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:clara:L250:default","clara","L250","159","balance_setup_confirmed_to_ready","balance_setup","balance_ready","0","0","mpv2_balance_attempt_start","60","false","","250","4737","5237","4987","5237","","","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:clara:L250:default","clara","L250","160","balance_lift_detected_to_trial","balance_ready","balance_trial","250","250","mpv2_balance_attempt_start","60","true","60","","","","","","250","","","dropped_equal_priority","","false","incoming cue not heard because the channel is busy","confirmed_deterministic_model","Same cue can be emitted from ready and trial transitions; dedupe key differs by stage/attempt."
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:clara:L250:default","clara","L250","161","balance_valid_trial_to_rest","balance_trial","balance_rest","10000","10000","mpv2_balance_attempt_saved;mpv2_balance_rest","70","false","","10250","5573","6573","16323","16573","","10000","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:clara:L250:default","clara","L250","162","balance_rest_ready_after_30","balance_rest","balance_ready","40000","40000","mpv2_balance_ready_after_30","70","false","","40250","2322","2822","42572","42822","","","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:marcus:L0:default","marcus","L0","163","balance_setup_confirmed_to_ready","balance_setup","balance_ready","0","0","mpv2_balance_attempt_start","60","false","","0","4412","4412","4412","4412","","","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:marcus:L0:default","marcus","L0","164","balance_lift_detected_to_trial","balance_ready","balance_trial","250","250","mpv2_balance_attempt_start","60","true","60","","","","","","250","","","dropped_equal_priority","","false","incoming cue not heard because the channel is busy","confirmed_deterministic_model","Same cue can be emitted from ready and trial transitions; dedupe key differs by stage/attempt."
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:marcus:L0:default","marcus","L0","165","balance_valid_trial_to_rest","balance_trial","balance_rest","10000","10000","mpv2_balance_attempt_saved;mpv2_balance_rest","70","false","","10000","5573","5573","15573","15573","","10000","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:marcus:L0:default","marcus","L0","166","balance_rest_ready_after_30","balance_rest","balance_ready","40000","40000","mpv2_balance_ready_after_30","70","false","","40000","2229","2229","42229","42229","","","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:marcus:L100:default","marcus","L100","167","balance_setup_confirmed_to_ready","balance_setup","balance_ready","0","0","mpv2_balance_attempt_start","60","false","","100","4412","4612","4512","4612","","","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:marcus:L100:default","marcus","L100","168","balance_lift_detected_to_trial","balance_ready","balance_trial","250","250","mpv2_balance_attempt_start","60","true","60","","","","","","250","","","dropped_equal_priority","","false","incoming cue not heard because the channel is busy","confirmed_deterministic_model","Same cue can be emitted from ready and trial transitions; dedupe key differs by stage/attempt."
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:marcus:L100:default","marcus","L100","169","balance_valid_trial_to_rest","balance_trial","balance_rest","10000","10000","mpv2_balance_attempt_saved;mpv2_balance_rest","70","false","","10100","5573","5973","15873","15973","","10000","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:marcus:L100:default","marcus","L100","170","balance_rest_ready_after_30","balance_rest","balance_ready","40000","40000","mpv2_balance_ready_after_30","70","false","","40100","2229","2429","42329","42429","","","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:marcus:L250:default","marcus","L250","171","balance_setup_confirmed_to_ready","balance_setup","balance_ready","0","0","mpv2_balance_attempt_start","60","false","","250","4412","4912","4662","4912","","","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:marcus:L250:default","marcus","L250","172","balance_lift_detected_to_trial","balance_ready","balance_trial","250","250","mpv2_balance_attempt_start","60","true","60","","","","","","250","","","dropped_equal_priority","","false","incoming cue not heard because the channel is busy","confirmed_deterministic_model","Same cue can be emitted from ready and trial transitions; dedupe key differs by stage/attempt."
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:marcus:L250:default","marcus","L250","173","balance_valid_trial_to_rest","balance_trial","balance_rest","10000","10000","mpv2_balance_attempt_saved;mpv2_balance_rest","70","false","","10250","5573","6573","16323","16573","","10000","","played_fully","","false","","confirmed_deterministic_model",""
"balance_valid_attempt_rest_next_attempt","balance_valid_attempt_rest_next_attempt:marcus:L250:default","marcus","L250","174","balance_rest_ready_after_30","balance_rest","balance_ready","40000","40000","mpv2_balance_ready_after_30","70","false","","40250","2229","2729","42479","42729","","","","played_fully","","false","","confirmed_deterministic_model",""
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:clara:L0:default","clara","L0","175","balance_setup_confirmed_to_ready","balance_setup","balance_ready","0","0","mpv2_balance_attempt_start","60","false","","0","4737","4737","2000","2000","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by balance_invalid_trial_to_rest at 2000ms."
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:clara:L0:default","clara","L0","176","balance_lift_detected_measurement_start","balance_ready","balance_trial","1000","","","","true","60","","","","","","1000","","","not_emitted","","false","","confirmed_source",""
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:clara:L0:default","clara","L0","177","balance_invalid_trial_to_rest","balance_trial","balance_rest","2000","2000","mpv2_balance_tracking_retry","100","true","60","2000","6037","6037","8037","8037","","2000","","played_fully","","false","retry guidance is spoken, but tracking-loss/recovered shared cues are not emitted","confirmed_deterministic_model","Tracking invalidates attempt and enters rest."
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:clara:L0:default","clara","L0","178","tracking_loss_defined_not_emitted","balance_trial","balance_rest","2000","","","","true","100","","","","","","","","","not_emitted","","false","tracking-loss-v21 and tracking-recovered-v21 are bundled but silent in current MPV2","confirmed_source",""
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:clara:L100:default","clara","L100","179","balance_setup_confirmed_to_ready","balance_setup","balance_ready","0","0","mpv2_balance_attempt_start","60","false","","100","4737","4937","2000","2000","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by balance_invalid_trial_to_rest at 2000ms."
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:clara:L100:default","clara","L100","180","balance_lift_detected_measurement_start","balance_ready","balance_trial","1000","","","","true","60","","","","","","1000","","","not_emitted","","false","","confirmed_source",""
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:clara:L100:default","clara","L100","181","balance_invalid_trial_to_rest","balance_trial","balance_rest","2000","2000","mpv2_balance_tracking_retry","100","true","60","2100","6037","6237","8137","8237","","2000","","played_fully","","false","retry guidance is spoken, but tracking-loss/recovered shared cues are not emitted","confirmed_deterministic_model","Tracking invalidates attempt and enters rest."
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:clara:L100:default","clara","L100","182","tracking_loss_defined_not_emitted","balance_trial","balance_rest","2000","","","","true","100","","","","","","","","","not_emitted","","false","tracking-loss-v21 and tracking-recovered-v21 are bundled but silent in current MPV2","confirmed_source",""
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:clara:L250:default","clara","L250","183","balance_setup_confirmed_to_ready","balance_setup","balance_ready","0","0","mpv2_balance_attempt_start","60","false","","250","4737","5237","2000","2000","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by balance_invalid_trial_to_rest at 2000ms."
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:clara:L250:default","clara","L250","184","balance_lift_detected_measurement_start","balance_ready","balance_trial","1000","","","","true","60","","","","","","1000","","","not_emitted","","false","","confirmed_source",""
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:clara:L250:default","clara","L250","185","balance_invalid_trial_to_rest","balance_trial","balance_rest","2000","2000","mpv2_balance_tracking_retry","100","true","60","2250","6037","6537","8287","8537","","2000","","played_fully","","false","retry guidance is spoken, but tracking-loss/recovered shared cues are not emitted","confirmed_deterministic_model","Tracking invalidates attempt and enters rest."
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:clara:L250:default","clara","L250","186","tracking_loss_defined_not_emitted","balance_trial","balance_rest","2000","","","","true","100","","","","","","","","","not_emitted","","false","tracking-loss-v21 and tracking-recovered-v21 are bundled but silent in current MPV2","confirmed_source",""
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:marcus:L0:default","marcus","L0","187","balance_setup_confirmed_to_ready","balance_setup","balance_ready","0","0","mpv2_balance_attempt_start","60","false","","0","4412","4412","2000","2000","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by balance_invalid_trial_to_rest at 2000ms."
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:marcus:L0:default","marcus","L0","188","balance_lift_detected_measurement_start","balance_ready","balance_trial","1000","","","","true","60","","","","","","1000","","","not_emitted","","false","","confirmed_source",""
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:marcus:L0:default","marcus","L0","189","balance_invalid_trial_to_rest","balance_trial","balance_rest","2000","2000","mpv2_balance_tracking_retry","100","true","60","2000","5666","5666","7666","7666","","2000","","played_fully","","false","retry guidance is spoken, but tracking-loss/recovered shared cues are not emitted","confirmed_deterministic_model","Tracking invalidates attempt and enters rest."
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:marcus:L0:default","marcus","L0","190","tracking_loss_defined_not_emitted","balance_trial","balance_rest","2000","","","","true","100","","","","","","","","","not_emitted","","false","tracking-loss-v21 and tracking-recovered-v21 are bundled but silent in current MPV2","confirmed_source",""
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:marcus:L100:default","marcus","L100","191","balance_setup_confirmed_to_ready","balance_setup","balance_ready","0","0","mpv2_balance_attempt_start","60","false","","100","4412","4612","2000","2000","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by balance_invalid_trial_to_rest at 2000ms."
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:marcus:L100:default","marcus","L100","192","balance_lift_detected_measurement_start","balance_ready","balance_trial","1000","","","","true","60","","","","","","1000","","","not_emitted","","false","","confirmed_source",""
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:marcus:L100:default","marcus","L100","193","balance_invalid_trial_to_rest","balance_trial","balance_rest","2000","2000","mpv2_balance_tracking_retry","100","true","60","2100","5666","5866","7766","7866","","2000","","played_fully","","false","retry guidance is spoken, but tracking-loss/recovered shared cues are not emitted","confirmed_deterministic_model","Tracking invalidates attempt and enters rest."
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:marcus:L100:default","marcus","L100","194","tracking_loss_defined_not_emitted","balance_trial","balance_rest","2000","","","","true","100","","","","","","","","","not_emitted","","false","tracking-loss-v21 and tracking-recovered-v21 are bundled but silent in current MPV2","confirmed_source",""
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:marcus:L250:default","marcus","L250","195","balance_setup_confirmed_to_ready","balance_setup","balance_ready","0","0","mpv2_balance_attempt_start","60","false","","250","4412","4912","2000","2000","","","","played_partially_then_interrupted","","false","","confirmed_deterministic_model","Interrupted by balance_invalid_trial_to_rest at 2000ms."
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:marcus:L250:default","marcus","L250","196","balance_lift_detected_measurement_start","balance_ready","balance_trial","1000","","","","true","60","","","","","","1000","","","not_emitted","","false","","confirmed_source",""
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:marcus:L250:default","marcus","L250","197","balance_invalid_trial_to_rest","balance_trial","balance_rest","2000","2000","mpv2_balance_tracking_retry","100","true","60","2250","5666","6166","7916","8166","","2000","","played_fully","","false","retry guidance is spoken, but tracking-loss/recovered shared cues are not emitted","confirmed_deterministic_model","Tracking invalidates attempt and enters rest."
"balance_invalid_tracking_retry","balance_invalid_tracking_retry:marcus:L250:default","marcus","L250","198","tracking_loss_defined_not_emitted","balance_trial","balance_rest","2000","","","","true","100","","","","","","","","","not_emitted","","false","tracking-loss-v21 and tracking-recovered-v21 are bundled but silent in current MPV2","confirmed_source",""
"balance_full_hold_ceiling","balance_full_hold_ceiling:clara:L0:default","clara","L0","199","balance_lift_detected_to_trial","balance_ready","balance_trial","0","0","mpv2_balance_attempt_start","60","false","","0","4737","4737","4737","4737","0","","","played_fully","-4737","false","","confirmed_deterministic_model",""
"balance_full_hold_ceiling","balance_full_hold_ceiling:clara:L0:default","clara","L0","200","balance_section_complete_ceiling","balance_trial","shoulder_setup","45000","45000","mpv2_balance_full_hold;mpv2_balance_complete","70","false","","45000","3669","3669","48669","48669","","45000","","played_fully","","false","","confirmed_deterministic_model",""
"balance_full_hold_ceiling","balance_full_hold_ceiling:clara:L100:default","clara","L100","201","balance_lift_detected_to_trial","balance_ready","balance_trial","0","0","mpv2_balance_attempt_start","60","false","","100","4737","4937","4837","4937","0","","","played_fully","-4837","false","","confirmed_deterministic_model",""
"balance_full_hold_ceiling","balance_full_hold_ceiling:clara:L100:default","clara","L100","202","balance_section_complete_ceiling","balance_trial","shoulder_setup","45000","45000","mpv2_balance_full_hold;mpv2_balance_complete","70","false","","45100","3669","4069","48969","49069","","45000","","played_fully","","false","","confirmed_deterministic_model",""
"balance_full_hold_ceiling","balance_full_hold_ceiling:clara:L250:default","clara","L250","203","balance_lift_detected_to_trial","balance_ready","balance_trial","0","0","mpv2_balance_attempt_start","60","false","","250","4737","5237","4987","5237","0","","","played_fully","-4987","false","","confirmed_deterministic_model",""
"balance_full_hold_ceiling","balance_full_hold_ceiling:clara:L250:default","clara","L250","204","balance_section_complete_ceiling","balance_trial","shoulder_setup","45000","45000","mpv2_balance_full_hold;mpv2_balance_complete","70","false","","45250","3669","4669","49419","49669","","45000","","played_fully","","false","","confirmed_deterministic_model",""
