jobId,logicalCueKey,physicalCueKey,voiceId,exactScript,flow,category,policyId,reuseDecision,reasonForGeneration,provider,model,providerVoiceId,outputPath,willCreateNew,willReplaceExisting,legacyAffected,manifestTarget,metadataTarget,dryRunStatus,blockingReason,notes
voice-v21-086,ex-mini-band-lateral-walk-first-v21,ex-mini-band-lateral-walk-first-v21,marcus,Mini-band lateral walk. Band above your knees. Take small controlled steps both directions.,training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-mini-band-lateral-walk-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-087,ex-mini-band-lateral-walk-next-v21,ex-mini-band-lateral-walk-next-v21,clara,Mini-band lateral walk.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-mini-band-lateral-walk-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-088,ex-mini-band-lateral-walk-next-v21,ex-mini-band-lateral-walk-next-v21,marcus,Mini-band lateral walk.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-mini-band-lateral-walk-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-089,ex-neck-rotation-first-v21,ex-neck-rotation-first-v21,clara,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-neck-rotation-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-090,ex-neck-rotation-first-v21,ex-neck-rotation-first-v21,marcus,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-neck-rotation-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-091,ex-neck-rotation-next-v21,ex-neck-rotation-next-v21,clara,Neck rotations.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-neck-rotation-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-092,ex-neck-rotation-next-v21,ex-neck-rotation-next-v21,marcus,Neck rotations.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-neck-rotation-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-093,ex-overhead-press-band-first-v21,ex-overhead-press-band-first-v21,clara,"Band overhead press. Stand tall with light band tension. Press overhead, then return slowly.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-overhead-press-band-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-094,ex-overhead-press-band-first-v21,ex-overhead-press-band-first-v21,marcus,"Band overhead press. Stand tall with light band tension. Press overhead, then return slowly.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-overhead-press-band-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-095,ex-overhead-press-band-next-v21,ex-overhead-press-band-next-v21,clara,Band overhead press.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-overhead-press-band-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-096,ex-overhead-press-band-next-v21,ex-overhead-press-band-next-v21,marcus,Band overhead press.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-overhead-press-band-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-097,ex-overhead-reach-first-v21,ex-overhead-reach-first-v21,clara,"Overhead reach. Stand tall. Reach both arms overhead as far as comfortable, then lower.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-overhead-reach-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-098,ex-overhead-reach-first-v21,ex-overhead-reach-first-v21,marcus,"Overhead reach. Stand tall. Reach both arms overhead as far as comfortable, then lower.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-overhead-reach-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-099,ex-overhead-reach-next-v21,ex-overhead-reach-next-v21,clara,Overhead reach.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-overhead-reach-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-100,ex-overhead-reach-next-v21,ex-overhead-reach-next-v21,marcus,Overhead reach.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-overhead-reach-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-101,ex-push-up-incline-first-v21,ex-push-up-incline-first-v21,clara,"Incline push-up. Hands on a stable counter or sturdy chair. Lower in with control, then press away.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-push-up-incline-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-102,ex-push-up-incline-first-v21,ex-push-up-incline-first-v21,marcus,"Incline push-up. Hands on a stable counter or sturdy chair. Lower in with control, then press away.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-push-up-incline-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-103,ex-push-up-incline-next-v21,ex-push-up-incline-next-v21,clara,Incline push-up.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-push-up-incline-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-104,ex-push-up-incline-next-v21,ex-push-up-incline-next-v21,marcus,Incline push-up.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-push-up-incline-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-105,ex-push-up-standard-first-v21,ex-push-up-standard-first-v21,clara,"Push-up. Start from the floor position. Lower with control, then press up.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-push-up-standard-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-106,ex-push-up-standard-first-v21,ex-push-up-standard-first-v21,marcus,"Push-up. Start from the floor position. Lower with control, then press up.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-push-up-standard-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-107,ex-push-up-standard-next-v21,ex-push-up-standard-next-v21,clara,Push-up.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-push-up-standard-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-108,ex-push-up-standard-next-v21,ex-push-up-standard-next-v21,marcus,Push-up.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-push-up-standard-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-109,ex-push-up-wall-first-v21,ex-push-up-wall-first-v21,clara,"Wall push-up. Hands on the wall. Lower in with control, then press away.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-push-up-wall-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-110,ex-push-up-wall-first-v21,ex-push-up-wall-first-v21,marcus,"Wall push-up. Hands on the wall. Lower in with control, then press away.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-push-up-wall-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-111,ex-push-up-wall-next-v21,ex-push-up-wall-next-v21,clara,Wall push-up.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-push-up-wall-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-112,ex-push-up-wall-next-v21,ex-push-up-wall-next-v21,marcus,Wall push-up.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-push-up-wall-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-113,ex-seated-band-row-first-v21,ex-seated-band-row-first-v21,clara,"Seated band row. Sit tall on a sturdy chair with the band anchored under both feet. Pull elbows back, then return slowly.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-seated-band-row-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-114,ex-seated-band-row-first-v21,ex-seated-band-row-first-v21,marcus,"Seated band row. Sit tall on a sturdy chair with the band anchored under both feet. Pull elbows back, then return slowly.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-seated-band-row-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-115,ex-seated-band-row-next-v21,ex-seated-band-row-next-v21,clara,Seated band row.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-seated-band-row-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-116,ex-seated-band-row-next-v21,ex-seated-band-row-next-v21,marcus,Seated band row.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-seated-band-row-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-117,ex-seated-hamstring-reach-first-v21,ex-seated-hamstring-reach-first-v21,clara,Seated hamstring reach. Sit tall at the chair edge.,training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-seated-hamstring-reach-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-118,ex-seated-hamstring-reach-first-v21,ex-seated-hamstring-reach-first-v21,marcus,Seated hamstring reach. Sit tall at the chair edge.,training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-seated-hamstring-reach-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-119,ex-seated-hamstring-reach-next-v21,ex-seated-hamstring-reach-next-v21,clara,Seated hamstring reach.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-seated-hamstring-reach-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-120,ex-seated-hamstring-reach-next-v21,ex-seated-hamstring-reach-next-v21,marcus,Seated hamstring reach.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-seated-hamstring-reach-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-121,ex-squat-free-first-v21,ex-squat-free-first-v21,clara,"Squat. Feet about hip width. Lower as if to sit, then stand with control.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-squat-free-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-122,ex-squat-free-first-v21,ex-squat-free-first-v21,marcus,"Squat. Feet about hip width. Lower as if to sit, then stand with control.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-squat-free-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-123,ex-squat-free-next-v21,ex-squat-free-next-v21,clara,Squat.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-squat-free-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-124,ex-squat-free-next-v21,ex-squat-free-next-v21,marcus,Squat.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-squat-free-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-125,ex-squat-loaded-first-v21,ex-squat-loaded-first-v21,clara,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-squat-loaded-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-126,ex-squat-loaded-first-v21,ex-squat-loaded-first-v21,marcus,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-squat-loaded-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-127,ex-squat-loaded-next-v21,ex-squat-loaded-next-v21,clara,Loaded squat.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-squat-loaded-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-128,ex-squat-loaded-next-v21,ex-squat-loaded-next-v21,marcus,Loaded squat.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-squat-loaded-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-129,ex-squat-slow-eccentric-first-v21,ex-squat-slow-eccentric-first-v21,clara,"Slow-lower squat. Lower slowly, then stand with control.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-squat-slow-eccentric-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-130,ex-squat-slow-eccentric-first-v21,ex-squat-slow-eccentric-first-v21,marcus,"Slow-lower squat. Lower slowly, then stand with control.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-squat-slow-eccentric-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-131,ex-squat-slow-eccentric-next-v21,ex-squat-slow-eccentric-next-v21,clara,Slow-lower squat.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-squat-slow-eccentric-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-132,ex-squat-slow-eccentric-next-v21,ex-squat-slow-eccentric-next-v21,marcus,Slow-lower squat.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-squat-slow-eccentric-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-133,ex-squat-supported-first-v21,ex-squat-supported-first-v21,clara,"Supported squat. Stand near sturdy support. Lower as if to sit, then stand with control.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-squat-supported-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-134,ex-squat-supported-first-v21,ex-squat-supported-first-v21,marcus,"Supported squat. Stand near sturdy support. Lower as if to sit, then stand with control.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-squat-supported-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-135,ex-squat-supported-next-v21,ex-squat-supported-next-v21,clara,Supported squat.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-squat-supported-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-136,ex-squat-supported-next-v21,ex-squat-supported-next-v21,marcus,Supported squat.,training,exercise_later_set,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,lUTamkMw7gOzZbFIwmq4,assets/audio/voice/marcus/ex-squat-supported-next-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
voice-v21-137,ex-standing-band-row-first-v21,ex-standing-band-row-first-v21,clara,"Standing band row. Face the secure door anchor in a stable stance. Pull elbows back, then return slowly.",training,exercise_first_use,instruction,reuse_exact_existing_pair,stale_fingerprint_refresh,elevenlabs,eleven_multilingual_v2,rfkTsdZrVWEVhDycUYn9,assets/audio/voice/clara/ex-standing-band-row-first-v21.mp3,false,false,false,src/audio/manifest.ts,src/audio/voiceV21AudioManifest.ts,already_current_skip,,Voice V2.1 refresh from final cue registry. Exact Clara/Marcus pair exists in the current physical manifest.
