cueKey,currentFlowReachability,v21Lifecycle,legacyRequired,conditionalLegacyReason,retireAfterFeatureGate,physicalAssetAction,manifestAction,notes
num-8,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
num-9,legacy_results_number_stitching,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
open-your-eyes,conditional_legacy_balance,conditional_legacy_only,true,Eyes-closed balance is absent from default Balance V2.,false,keep,no_change_in_schema_task,Classified from current physical corpus.
paused-v21,micro_check;training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
relax-arm,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
rest-now,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
rest-now-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
resuming-v21,micro_check;training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
retry-v21,balance_v2;micro_check;movement_checkup;training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
safe-session-start-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
session-complete,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
session-complete-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
set-complete-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
set-done,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
set-plan-four-v21,none,not_required,false,,false,none_no_asset,do_not_add,Set-plan total-set-count setup cues are not part of default V2.1.
set-plan-three-v21,none,not_required,false,,false,none_no_asset,do_not_add,Set-plan total-set-count setup cues are not part of default V2.1.
set-plan-two-v21,none,not_required,false,,false,none_no_asset,do_not_add,Set-plan total-set-count setup cues are not part of default V2.1.
setup-back-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
setup-center-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
setup-clearer-view-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
setup-closer-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
setup-enter-view-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
setup-hold-still-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
setup-light-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
shoulder-intro,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
shoulder-setup,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
side-calf-left-back-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
side-calf-right-back-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
side-hamstring-left-extended-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
side-hamstring-right-extended-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
side-hip-flexor-left-back-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
side-hip-flexor-right-back-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
side-single-leg-left-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
side-single-leg-right-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
side-split-squat-left-forward-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
side-split-squat-right-forward-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
side-tandem-left-front-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
side-tandem-right-front-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
stand-tall,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
stands-suffix,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
step_clear_dry_area,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
step_controlled_return,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
step_fixed_support_nearby,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
step_phone_out_of_path,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
step_stop_if_unstable,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
step_use_low_stable_step,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
step-back,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
step-closer,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
step-into-frame,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
step-up-next-left-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
step-up-next-right-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
step-up-start-left-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
step-up-start-right-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
step-up-wrong-left-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
step-up-wrong-right-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
support_keep_support_within_reach,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
support_use_sturdy_support,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
switch-foot-positions-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
switch-legs-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
switch-sides-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-balance-feet-together-hold-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-balance-single-leg-hold-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-balance-tandem-hold-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-band-pull-apart-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-chair-supported-split-squat-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-glute-bridge-hold-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-glute-bridge-reps-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-heel-raise-free-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-heel-raise-supported-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-hip-hinge-free-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-hip-hinge-wall-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-loaded-march-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-loaded-sit-to-stand-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-mini-band-lateral-walk-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-neck-rotation-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-overhead-press-band-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-overhead-reach-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-push-up-incline-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-push-up-standard-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-push-up-wall-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-seated-band-row-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-seated-hamstring-reach-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-squat-free-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-squat-loaded-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-squat-slow-eccentric-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-squat-supported-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-standing-band-row-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-step-up-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-sts-cushion-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-sts-power-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-sts-slow-eccentric-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-sts-standard-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-supported-hip-flexor-stretch-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-supported-side-step-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-thoracic-rotation-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-toe-raise-supported-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
target-wall-calf-stretch-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
thats-your-set,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
time-to-retest,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
times-up,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
times-up-v21,balance_v2;micro_check;movement_checkup;training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
tracking_keep_full_body_in_view,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
tracking_move_when_cued,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
tracking_no_rush_or_exaggerate,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
tracking_pause_and_reset,legacy_safety_or_setup,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
tracking-loss-v21,balance_v2;micro_check;movement_checkup;training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
tracking-recovered-v21,balance_v2;micro_check;movement_checkup;training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
training-intro,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
training-intro-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
training-skip-v21,training,physical_ready,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
tug-intro,conditional_legacy_tug,conditional_legacy_only,true,TUG remains conditional/legacy outside default V2.1.,false,keep,no_change_in_schema_task,Classified from current physical corpus.
tug-setup,conditional_legacy_tug,conditional_legacy_only,true,TUG remains conditional/legacy outside default V2.1.,false,keep,no_change_in_schema_task,Classified from current physical corpus.
turn-on-light,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
turn-side-on,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
voice-preview,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
you-completed,legacy_shared_or_current_manifest,legacy_only,true,,false,keep,no_change_in_schema_task,Classified from current physical corpus.
