assetId,voiceId,cueKey,path,extension,sha256,gitBlobId,fileSizeBytes,durationMs,codec,container,sampleRateHz,channels,bitRate,decodeStatus,gitTrackingStatus,worktreeStatus,lfsStatus,inCurrentManifest,hasCurrentCueDefinition,hasCurrentGenerationSource,hasCurrentRuntimeReference,hasCurrentTestReference,pairedVoicePath,pairedVoiceExists,pairedDurationDeltaMs,pairedSourceScriptEqual,duplicateHashPaths,baselineStatus,v21Status,notes
clara:ex-push-up,clara,ex-push-up,assets/audio/voice/clara/ex-push-up.mp3,mp3,4f2d41cfe898ebbc231bfee41903f4db65b7888f0ee7ec161a6a692adea7a9a1,7e369f98a193be5273788206e656dc50257e5ffe,122088,7570,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/ex-push-up.mp3,true,372,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:ex-sit-to-stand,clara,ex-sit-to-stand,assets/audio/voice/clara/ex-sit-to-stand.mp3,mp3,fb24f4dd9b2abe58283cd09e7b78a582527ea861daec8f5d44da24d42efeb220,b52fefa40e2fdaf7755d8b80ab388668c857e34a,137970,8545,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/ex-sit-to-stand.mp3,true,697,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:ex-squat,clara,ex-squat,assets/audio/voice/clara/ex-squat.mp3,mp3,3d624fa8a63ea7e316f68b1bed5fed10e60d5a80c848e69a08ced36187662d73,5d042b64cd9c3b99d6574b74ad86fa12c0b9491a,144657,8963,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/ex-squat.mp3,true,1486,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:ex-step-up,clara,ex-step-up,assets/audio/voice/clara/ex-step-up.mp3,mp3,88fc6d8e0acf2ce7e0dc0b51cd4bea808d6d97a0fb5ddb2b2cc2c57d676d2023,50440170949648a9852c650e8a90ef9fb38b5985,148001,9195,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/ex-step-up.mp3,true,650,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:exercise-skipped,clara,exercise-skipped,assets/audio/voice/clara/exercise-skipped.mp3,mp3,5ae1b8aab90f7a38500f69937dd0c04beaf132ea5610ca755e6aafe8cdc67f54,132c9c631df428394c9cb69f4b8b440797372147,50199,3065,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/exercise-skipped.mp3,true,186,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:face-forward,clara,face-forward,assets/audio/voice/clara/face-forward.mp3,mp3,df79f7248aecfa66529061ca7229a8ab16b34088cd3994d0b91e80767d4d6f2d,b4db60b1bdebe551bdc8ee176f9bb453188624db,45601,2786,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/face-forward.mp3,true,-233,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:final-position-set-v21,clara,final-position-set-v21,assets/audio/voice/clara/final-position-set-v21.mp3,mp3,e9a54f399941ab4c8cc5f21a31d6f19ce6d16a6e7080fc3a01fee3e8c3cca24a,,15926,929,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/final-position-set-v21.mp3,true,-46,true,,added_since_baseline,v21_exact_key_exact_script,no_prior_duration_row; current_worktree_addition
clara:floor_clear_space,clara,floor_clear_space,assets/audio/voice/clara/floor_clear_space.mp3,mp3,deee289940a94b3c7c8c2bcce9cdb80b0be2c8ce5c82df49eb1f24d33ca49d2d,05022ac69c1ff7354dac131aa31afd7495767814,55214,3390,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/floor_clear_space.mp3,true,46,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:floor_slow_transition,clara,floor_slow_transition,assets/audio/voice/clara/floor_slow_transition.mp3,mp3,a93d228856b457c789dfd408926c870cfb8a1dc432f3713fc835b6f555dab774,665ad80a67addf1371bd363eea0d0401782d8087,51035,3111,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/floor_slow_transition.mp3,true,0,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:floor_stop_if_transfer_unsteady,clara,floor_stop_if_transfer_unsteady,assets/audio/voice/clara/floor_stop_if_transfer_unsteady.mp3,mp3,48006f5784659cc5011c4bafba23b3f04b8c95e75fae51fdcb81dad2bd3e2cd5,5aabb85e97c5dd332421f38fd4403a0848518cd1,78202,4830,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/floor_stop_if_transfer_unsteady.mp3,true,418,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:floor_use_support_for_transfer,clara,floor_use_support_for_transfer,assets/audio/voice/clara/floor_use_support_for_transfer.mp3,mp3,4eadcc73bd0ccdcd460b47dfe4d76751b92aabfa95be07d950fd3ba299e976c9,3e49d7a0cf245a623cd6166838cb6ba1c28a27f3,52288,3204,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/floor_use_support_for_transfer.mp3,true,139,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:framing-ready,clara,framing-ready,assets/audio/voice/clara/framing-ready.mp3,mp3,17f62ee0e2e8b9d58486993cf576138cacbfe5f66a3b0ee5b90b376aa9b23197,5cfe5a1a43e08097bd8086cd7c8893315113d52a,26375,1579,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/framing-ready.mp3,true,-232,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:global_breathe_normally,clara,global_breathe_normally,assets/audio/voice/clara/global_breathe_normally.mp3,mp3,3fc5a8aedbae776ec46f7af50dfebc64f84d96e860e5110a601879f1ec5ccdb3,ec543979d6acd852d108a0ced881799da60d4041,44347,2694,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/global_breathe_normally.mp3,true,326,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:global_clear_space,clara,global_clear_space,assets/audio/voice/clara/global_clear_space.mp3,mp3,91a94f912599922c9d42c2b8e6f07781a41e96e8f4c494e37481242901697276,c9d0c1cd9972345e8647bed7f9c5f2bfe4f3def7,38914,2368,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/global_clear_space.mp3,true,-279,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:global_pause_if_tracking_lost,clara,global_pause_if_tracking_lost,assets/audio/voice/clara/global_pause_if_tracking_lost.mp3,mp3,95353c50ecb2b1083515709c3d63d2b0c90246e523c24f977acfbad8f5c9148a,3e9891bed80b7a51da93d3465ec2607ee6bb0023,74022,4551,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/global_pause_if_tracking_lost.mp3,true,371,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:global_stop_dizzy_or_lightheaded,clara,global_stop_dizzy_or_lightheaded,assets/audio/voice/clara/global_stop_dizzy_or_lightheaded.mp3,mp3,6394255723379ac0b959e41b20e23fe80a58027d8755acafabf5b6289e098aa3,48287cbbd9b0c912e227eea3e3992324d18ae798,51453,3158,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/global_stop_dizzy_or_lightheaded.mp3,true,-186,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:global_stop_if_support_moves,clara,global_stop_if_support_moves,assets/audio/voice/clara/global_stop_if_support_moves.mp3,mp3,396b80fc00bd7ae5c40055592c89264d4ae0870b0a2b5be3f14332bd691b8e85,0fdc032ad61fada56279acaeb5ea8a1c6f442dfa,61066,3762,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/global_stop_if_support_moves.mp3,true,-93,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:global_stop_sharp_or_increasing_pain,clara,global_stop_sharp_or_increasing_pain,assets/audio/voice/clara/global_stop_sharp_or_increasing_pain.mp3,mp3,7870d854187f6c795d56532c761a68d35fc4a7d3d30eafbd3ee89b3947c8e664,5d6bf3c2af7b8f80126146cc2b67a5a4222bc302,53124,3251,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/global_stop_sharp_or_increasing_pain.mp3,true,0,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:go,clara,go,assets/audio/voice/clara/go.mp3,mp3,2524a93b28cb14de7fd3a8b457fdc348923452416c0ed8475647c10b1b4590e9,37b86b26bb0193e66480d9d19d59727da453403a,10911,604,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/go.mp3,true,0,true,,unchanged_from_baseline,v21_exact_key_exact_script,prior_duration_row_exists
clara:hinge-intro,clara,hinge-intro,assets/audio/voice/clara/hinge-intro.mp3,mp3,d8656430ec1d68b8acc192d7a07c70c5a295bb2aa2fd666bb32bb91cbc2a04f1,34241250afcb2583a473d1a017c936b98f5fc49a,106623,6594,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/hinge-intro.mp3,true,-418,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:hinge-setup,clara,hinge-setup,assets/audio/voice/clara/hinge-setup.mp3,mp3,4a3bf85cefd0f6537d0a012e060cdb0556271d874594e7fdf8557220de804239,1aa8f74f12bdef15c8345f5e2e0fe31f32c80719,116236,7198,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/hinge-setup.mp3,true,-140,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:hold-still,clara,hold-still,assets/audio/voice/clara/hold-still.mp3,mp3,b4517dee9660fc77174fa1ccfd8d04e211329a2cd7cf60d134e991672ba238be,a7fb5280790fdc55e54014482c8b1ef6f004784b,32226,1950,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/hold-still.mp3,true,-47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:item-complete-v21,clara,item-complete-v21,assets/audio/voice/clara/item-complete-v21.mp3,mp3,f855ad6ed662d49996a55ecc1431834bcf9258e90c57d4a33f73b352c87540ad,,15926,929,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/item-complete-v21.mp3,true,140,true,,added_since_baseline,v21_exact_key_exact_script,no_prior_duration_row; current_worktree_addition
clara:item-complete,clara,item-complete,assets/audio/voice/clara/item-complete.mp3,mp3,85620425d6c2584e19fd919f640b4ef438fa45ff02f82068005229aefef5412e,443f8a625b3e4b2a7bc2be54455168860693dee8,17598,1022,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/item-complete.mp3,true,93,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:last-set,clara,last-set,assets/audio/voice/clara/last-set.mp3,mp3,438e656af119d8c6aaae9cfea4478a10ea0a1e6428c16b7d09c1d62d118587d0,cfcafba6199a55703c053d73dc45c1c2db8dce11,29301,1765,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/last-set.mp3,true,47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:microcheck-balance,clara,microcheck-balance,assets/audio/voice/clara/microcheck-balance.mp3,mp3,d704630a2c4a55fd273fa9e85dd36dd324ba92808861671745bf0427931a391b,e24ba04555bb49840427b7321efc56b2fac8ab70,91159,5619,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/microcheck-balance.mp3,true,371,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:microcheck-chair,clara,microcheck-chair,assets/audio/voice/clara/microcheck-chair.mp3,mp3,110e1c245300bf3f32ebd4091b93ecfa17e9a930939d6236e3997e66c85b86fe,6536574cd42e3941687bcda0e8611d050d223b1d,127521,7895,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/microcheck-chair.mp3,true,-418,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:microcheck-complete,clara,microcheck-complete,assets/audio/voice/clara/microcheck-complete.mp3,mp3,c953bac9ff4be2d5b01a90ef677d489e3067e8eca275d911d62bd93714ed593e,87a218e7c15e8ecb7a8dbb7d30f35ba8d8099027,38914,2368,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/microcheck-complete.mp3,true,-47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:microcheck-intro,clara,microcheck-intro,assets/audio/voice/clara/microcheck-intro.mp3,mp3,4167e503924549a0fbb4b30a79b8c79c91fb4456cc4752443fa7b4bf85279ee6,7bc08b3e116de8d78c0d362f6daacea45dba1f73,58140,3576,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/microcheck-intro.mp3,true,650,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:mobility_no_forcing,clara,mobility_no_forcing,assets/audio/voice/clara/mobility_no_forcing.mp3,mp3,de4b5e39ad3120211226641fe10f4aecf8d85fe67fbca157da1345653b3bdc59,eda07795af8be8d5105f9ed9a0ab250982e480fc,48527,2972,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/mobility_no_forcing.mp3,true,-139,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:mpv2_balance_attempt_saved,clara,mpv2_balance_attempt_saved,assets/audio/voice/clara/mpv2_balance_attempt_saved.mp3,mp3,6d68a030f49573659d661de21636d3d63f8676e1dd387b1fca6051e2408f341c,,23449,1393,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/mpv2_balance_attempt_saved.mp3,true,-93,true,,added_since_baseline,mpv2_current_only_not_in_v21_manifest,no_prior_duration_row; current_worktree_addition
clara:mpv2_balance_attempt_start,clara,mpv2_balance_attempt_start,assets/audio/voice/clara/mpv2_balance_attempt_start.mp3,mp3,d7b7090fe8708582181950c5a778c2a476ad99fcb59249885dfa1d875798f14c,,76948,4737,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/mpv2_balance_attempt_start.mp3,true,325,true,,added_since_baseline,mpv2_current_only_not_in_v21_manifest,no_prior_duration_row; current_worktree_addition
clara:mpv2_balance_complete,clara,mpv2_balance_complete,assets/audio/voice/clara/mpv2_balance_complete.mp3,mp3,1a2a510b912032b701fbb8f1cf04b92661bf89384a6e9eba1705d17282e4a9f3,,23449,1393,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/mpv2_balance_complete.mp3,true,93,true,,added_since_baseline,mpv2_current_only_not_in_v21_manifest,no_prior_duration_row; current_worktree_addition
clara:mpv2_balance_full_hold,clara,mpv2_balance_full_hold,assets/audio/voice/clara/mpv2_balance_full_hold.mp3,mp3,828e73b12c18aa94d881b97062010678f0e7921eaae7eaa6dab956cb19add7bf,,37660,2276,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/mpv2_balance_full_hold.mp3,true,93,true,,added_since_baseline,mpv2_current_only_not_in_v21_manifest,no_prior_duration_row; current_worktree_addition
clara:mpv2_balance_ready_after_30,clara,mpv2_balance_ready_after_30,assets/audio/voice/clara/mpv2_balance_ready_after_30.mp3,mp3,fb9a0c982aaf2f43fc685719be023e0c89b4429fd12fb61a1852d4b5bb13b522,,38078,2322,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/mpv2_balance_ready_after_30.mp3,true,93,true,,added_since_baseline,mpv2_current_only_not_in_v21_manifest,no_prior_duration_row; current_worktree_addition
clara:mpv2_balance_ready_after_60,clara,mpv2_balance_ready_after_60,assets/audio/voice/clara/mpv2_balance_ready_after_60.mp3,mp3,c1f227cf9b222fe378f4d08ff19cf32ea2c18900fc0f7ec9e47c33b70146546f,,30137,1811,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/mpv2_balance_ready_after_60.mp3,true,325,true,,added_since_baseline,mpv2_current_only_not_in_v21_manifest,no_prior_duration_row; current_worktree_addition
clara:mpv2_balance_rest,clara,mpv2_balance_rest,assets/audio/voice/clara/mpv2_balance_rest.mp3,mp3,05c77b0d43c4092ac7d178efa88c7a9c9c4f470ad34941b552f5e404ebe4686f,,67753,4180,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/mpv2_balance_rest.mp3,true,93,true,,added_since_baseline,mpv2_current_only_not_in_v21_manifest,no_prior_duration_row; current_worktree_addition
clara:mpv2_balance_tracking_retry,clara,mpv2_balance_tracking_retry,assets/audio/voice/clara/mpv2_balance_tracking_retry.mp3,mp3,4e3aa78182cc475f42d19f9c46d52c7efa047201a45fc7647305cc1c760efa23,,97846,6037,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/mpv2_balance_tracking_retry.mp3,true,371,true,,added_since_baseline,mpv2_current_only_not_in_v21_manifest,no_prior_duration_row; current_worktree_addition
clara:mpv2_balance_use_best,clara,mpv2_balance_use_best,assets/audio/voice/clara/mpv2_balance_use_best.mp3,mp3,36f091fec6b72e68c5691c1bcede80040c9241cbe4f390570650784ffe0fe572,,25539,1533,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/mpv2_balance_use_best.mp3,true,279,true,,added_since_baseline,mpv2_current_only_not_in_v21_manifest,no_prior_duration_row; current_worktree_addition
clara:mpv2_chair_official_ready,clara,mpv2_chair_official_ready,assets/audio/voice/clara/mpv2_chair_official_ready.mp3,mp3,ca9472fdcc4c22d52b996bca716e33715468743bbad28d7e84d55523bb80fe39,,56886,3483,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/mpv2_chair_official_ready.mp3,true,-139,true,,added_since_baseline,mpv2_current_only_not_in_v21_manifest,no_prior_duration_row; current_worktree_addition
clara:mpv2_chair_practice_start,clara,mpv2_chair_practice_start,assets/audio/voice/clara/mpv2_chair_practice_start.mp3,mp3,49ace7883b366e8c9a8aef7c1a1c078826a15d69e0b9410fcc78830e7c7d84c1,,48527,2972,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/mpv2_chair_practice_start.mp3,true,278,true,,added_since_baseline,mpv2_current_only_not_in_v21_manifest,no_prior_duration_row; current_worktree_addition
clara:mpv2_checkup_intro,clara,mpv2_checkup_intro,assets/audio/voice/clara/mpv2_checkup_intro.mp3,mp3,4a6a1b6ed3ef9e908e680b052a771273b39d4765beef1709253c755de8929dae,,81128,5016,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/mpv2_checkup_intro.mp3,true,140,true,,added_since_baseline,mpv2_current_only_not_in_v21_manifest,no_prior_duration_row; current_worktree_addition
clara:mpv2_hinge_complete,clara,mpv2_hinge_complete,assets/audio/voice/clara/mpv2_hinge_complete.mp3,mp3,07daf6c4e8fea6be56a5baa32615e882ec4a79869983523aeed075f5302d35ab,,22613,1347,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/mpv2_hinge_complete.mp3,true,0,true,,added_since_baseline,mpv2_current_only_not_in_v21_manifest,no_prior_duration_row; current_worktree_addition
clara:mpv2_hinge_no_measurement,clara,mpv2_hinge_no_measurement,assets/audio/voice/clara/mpv2_hinge_no_measurement.mp3,mp3,a13c3b1b095c4554f4ba2108c08d883b3307cc19a949b2b94ff53cec4cecc7cd,,58140,3576,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/mpv2_hinge_no_measurement.mp3,true,232,true,,added_since_baseline,mpv2_current_only_not_in_v21_manifest,no_prior_duration_row; current_worktree_addition
clara:mpv2_shoulder_tracking_retry,clara,mpv2_shoulder_tracking_retry,assets/audio/voice/clara/mpv2_shoulder_tracking_retry.mp3,mp3,f704009108f6596db93803028e8eb238ae4f587070aa92c8ce8c725e409ca49e,,87815,5433,mp3,mp3,44100,1,128000,ok,untracked,??,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/mpv2_shoulder_tracking_retry.mp3,true,743,true,,added_since_baseline,mpv2_current_only_not_in_v21_manifest,no_prior_duration_row; current_worktree_addition
clara:next-exercise,clara,next-exercise,assets/audio/voice/clara/next-exercise.mp3,mp3,6cd7e5fca36f119db0d21f86b23219d86e5f45a0299fb56ff46ea9cbc582d079,93756418f8469789bbd81adb84f534bd4e6834ff,40586,2461,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,false,assets/audio/voice/marcus/next-exercise.mp3,true,325,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:next-up,clara,next-up,assets/audio/voice/clara/next-up.mp3,mp3,9e6c0dee14d80482a0227c231759c2d4b113925dc281745f03d449cd80e2a4e0,40b7f934d253294e4820bc71fb764147b1f51ba6,29301,1765,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/next-up.mp3,true,140,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:no-reps,clara,no-reps,assets/audio/voice/clara/no-reps.mp3,mp3,36ead68626aead49fc4ac1df7af014bb546d0a470969dee1af687e2ecd67f9e0,bc89a73aff51bdd34f1194f0185c691563ff8a8e,81128,5016,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,true,true,assets/audio/voice/marcus/no-reps.mp3,true,326,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-0,clara,num-0,assets/audio/voice/clara/num-0.mp3,mp3,aed9f45f5acb798519a4025a7d764a105b63f9d0e95eecb822e14d33276e0b51,10ae24012db6731d0579c0ed311a0015144dc4d4,13000,743,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-0.mp3,true,93,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-1,clara,num-1,assets/audio/voice/clara/num-1.mp3,mp3,951c9b6a38da6044bc2c1667aa6ba5db67d0b78ce567f896fc838776768d43a9,3312b582c714fe79d7021c0273e8a13a1da31e1d,10075,557,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-1.mp3,true,46,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-10,clara,num-10,assets/audio/voice/clara/num-10.mp3,mp3,688be669355f15a8e4edfe94c631fa0ef1a8025b7b6559018e7ce40b6ca330dd,0f0a32952111ecf5ff68b0be2d595d722c788271,12164,697,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-10.mp3,true,93,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-11,clara,num-11,assets/audio/voice/clara/num-11.mp3,mp3,848ed7e2b6df0e9078f353bdfd6ba1a77f8868af93243f18a3f5563b735ddfa8,0e09e7687499b3185a8a230b31ca32c6dbfb5be2,12164,697,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-11.mp3,true,0,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-12,clara,num-12,assets/audio/voice/clara/num-12.mp3,mp3,52457818e587f44ee0e856b1a3e30cc16e3f8be5d052eff64d7fbbad67fad9da,8b0bb9e31b2954f4cf5dcade3a31a3573d383344,13000,743,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-12.mp3,true,0,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-13,clara,num-13,assets/audio/voice/clara/num-13.mp3,mp3,870d051c47b16d1050afb57d2bb7cd8f4cdd9119d55cc6479c0aca334b6d11de,8fc240e2754c8a65c696126fe0466b70dd1648a1,13836,789,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-13.mp3,true,0,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-14,clara,num-14,assets/audio/voice/clara/num-14.mp3,mp3,57237f416b37475192ef875a96b0e98a37d1531b6d3ebef197120e79c1d151af,2032f724edc2fc5e5904f63fa0794fad021efb0a,13836,789,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-14.mp3,true,46,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-15,clara,num-15,assets/audio/voice/clara/num-15.mp3,mp3,ccaa8385d249486ad03039e9fbb62eb6ef881ebb30762befc4bd968cf0bf2888,f969122a3adf502d736db9a766db44d92c40bfb1,14254,836,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-15.mp3,true,139,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-16,clara,num-16,assets/audio/voice/clara/num-16.mp3,mp3,d001498e39144fd6524f68e19f7a7bc5cc08f9e1d7dc5cae991940bc66a10a1b,d90d869a9d7df5a739f877ba9a627aa510f06adf,13836,789,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-16.mp3,true,0,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-17,clara,num-17,assets/audio/voice/clara/num-17.mp3,mp3,e870ab861a2e88b3ae1587efcc208d9919a6c29d7d9c250626f0aedc2653f781,ec0fe5c91f937c8f056e5474b0a4fd523b0bb416,15926,929,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-17.mp3,true,47,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
clara:num-18,clara,num-18,assets/audio/voice/clara/num-18.mp3,mp3,c8de33943c5405e314d0dbb2a03d44ddd3871d20ddda485622eb1a6408ab663c,e43ec4ef5055e8d9be8e99de40538791e3fb99ab,14254,836,mp3,mp3,44100,1,128000,ok,tracked,committed,hydrated_binary,true,true,true,false,false,assets/audio/voice/marcus/num-18.mp3,true,139,true,,unchanged_from_baseline,not_in_v21,prior_duration_row_exists
