logicalCueKey,exactScript,category,policyId,exerciseIds,usageRole,sideVariant,currentCandidateKey,currentCandidateScript,claraExists,marcusExists,semanticMatch,reuseDecision,generationRequiredLater,requiredForVoiceFirst,budgetClass,implementationBlockers,notes
halfway-v21,Halfway.,progress,low_reassurance,balance-feet-together-hold;balance-tandem-hold;band-pull-apart;glute-bridge-hold;mini-band-lateral-walk;session;supported-hip-flexor-stretch;supported-side-step;thoracic-rotation;toe-raise-supported;wall-calf-stretch,progress;shared,,,,false,false,false,new_pair_required,true,false,active_progress,IR-VOICE-DOSE-CONVERSION;IR-VOICE-FINAL-POSITION-READINESS;IR-VOICE-FLOOR-GATE;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
item-complete-v21,Complete.,completion,result_transition,session,shared,,item-complete-v21,Complete.,true,true,true,reuse_exact_existing_pair,false,true,control_confirmation,,Exact Clara/Marcus pair exists in the current physical manifest.
last-set-v21,Last set.,rest_transition,result_transition,session,shared,,last-set,Rest up. This is your last set.,true,true,false,existing_pair_script_mismatch,true,true,control_confirmation,,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
next-exercise-v21,Next exercise.,rest_transition,result_transition,session,shared,,next-up,Let's set up the next exercise.,true,true,false,existing_pair_script_mismatch,true,true,control_confirmation,,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
paused-v21,Paused.,control,result_transition,session,shared,,,,false,false,false,new_pair_required,true,true,control_confirmation,,No current physical pair exists for this logical Training Voice V2.1 cue.
rest-now-v21,Rest now.,rest_transition,result_transition,session,shared,,rest-now,Nice work. Take a rest.,true,true,false,existing_pair_script_mismatch,true,true,control_confirmation,,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
resuming-v21,Resuming.,control,result_transition,session,shared,,,,false,false,false,new_pair_required,true,true,control_confirmation,,No current physical pair exists for this logical Training Voice V2.1 cue.
retry-v21,Let's try that again.,recovery,result_transition,session,shared,,retry-v21,Let's try that again.,true,true,true,reuse_exact_existing_pair,false,true,tracking_loss_recovery_sequence,,Exact Clara/Marcus pair exists in the current physical manifest.
safe-session-start-v21,"Clear the space around you. Stop for sharp pain, dizziness, or feeling unwell.",universal_safety,instruction,session,shared,,,,false,false,false,new_pair_required,true,true,training_intro_universal_safety,,No current physical pair exists for this logical Training Voice V2.1 cue.
session-complete-v21,Session complete.,completion,result_transition,session,shared,,session-complete,That's your session - really well done. Have some water and enjoy your day.,true,true,false,existing_pair_script_mismatch,true,true,control_confirmation,,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
set-complete-v21,Set complete.,completion,result_transition,session,shared,,set-done,Good set.,true,true,false,existing_pair_script_mismatch,true,true,control_confirmation,,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
setup-back-v21,Move a little farther back.,recovery,setup_recovery,session,shared,,step-back,Take a small step back.,true,true,false,existing_pair_script_mismatch,true,true,tracking_loss_recovery_sequence,,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
setup-center-v21,Move to the centre of the view.,recovery,setup_recovery,session,shared,,center-yourself,Move toward the middle of the picture.,true,true,false,existing_pair_script_mismatch,true,true,tracking_loss_recovery_sequence,,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
setup-clearer-view-v21,I need a clearer view. Make sure your whole body is visible.,recovery,setup_recovery,session,shared,,,,false,false,false,new_pair_required,true,true,tracking_loss_recovery_sequence,,No current physical pair exists for this logical Training Voice V2.1 cue.
setup-closer-v21,Move a little closer.,recovery,setup_recovery,session,shared,,step-closer,Take a small step closer.,true,true,false,existing_pair_script_mismatch,true,true,tracking_loss_recovery_sequence,,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
setup-enter-view-v21,Step into view so your whole body is visible.,recovery,setup_recovery,session,shared,,step-into-frame,"Step into view, about three big steps back from the phone.",true,true,false,existing_pair_script_mismatch,true,true,tracking_loss_recovery_sequence,,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
setup-hold-still-v21,Hold still for a moment.,recovery,setup_recovery,session,shared,,hold-still,Great. Hold still for a moment.,true,true,false,existing_pair_script_mismatch,true,true,tracking_loss_recovery_sequence,,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
setup-light-v21,Please turn on the main light.,recovery,setup_recovery,session,shared,,turn-on-light,It's a little dark in here. Please turn on the main light.,true,true,false,existing_pair_script_mismatch,true,true,tracking_loss_recovery_sequence,,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
side-calf-left-back-v21,"Step your left leg back, heel down.",side_setup,instruction,wall-calf-stretch,side_setup,left_back,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
side-calf-right-back-v21,"Step your right leg back, heel down.",side_setup,instruction,wall-calf-stretch,side_setup,right_back,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
side-hamstring-left-extended-v21,"Extend your left leg, heel on the floor.",side_setup,instruction,seated-hamstring-reach,side_setup,left_extended,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
side-hamstring-right-extended-v21,"Extend your right leg, heel on the floor.",side_setup,instruction,seated-hamstring-reach,side_setup,right_extended,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
side-hip-flexor-left-forward-v21,Step your left foot forward and shift gently into the stretch.,side_setup,instruction,supported-hip-flexor-stretch,side_setup,left_forward,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
side-hip-flexor-right-forward-v21,Step your right foot forward and shift gently into the stretch.,side_setup,instruction,supported-hip-flexor-stretch,side_setup,right_forward,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
side-single-leg-left-v21,Start on your left leg. Lift your right foot slightly.,side_setup,instruction,balance-single-leg-hold,side_setup,left,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
side-single-leg-right-v21,Start on your right leg. Lift your left foot slightly.,side_setup,instruction,balance-single-leg-hold,side_setup,right,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
side-split-squat-left-forward-v21,"Left foot forward, small split stance.",side_setup,instruction,chair-supported-split-squat,side_setup,left_forward,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
side-split-squat-right-forward-v21,"Right foot forward, small split stance.",side_setup,instruction,chair-supported-split-squat,side_setup,right_forward,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
side-tandem-left-front-v21,"Place your left foot in front, heel to toe.",side_setup,instruction,balance-tandem-hold,side_setup,left_front,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
side-tandem-right-front-v21,"Place your right foot in front, heel to toe.",side_setup,instruction,balance-tandem-hold,side_setup,right_front,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
switch-foot-positions-v21,Switch foot positions.,side_switch,instruction,balance-tandem-hold;session,shared;side_switch,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
switch-legs-v21,Switch legs.,side_switch,instruction,balance-single-leg-hold;session,shared;side_switch,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
switch-sides-v21,Switch sides.,side_switch,instruction,chair-supported-split-squat;seated-hamstring-reach;session;supported-hip-flexor-stretch;wall-calf-stretch,shared;side_switch,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-balance-feet-together-hold-v21,Hold for twenty seconds.,target,instruction,balance-feet-together-hold,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-balance-single-leg-hold-v21,Hold for [duration].,target,instruction,balance-single-leg-hold,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-balance-tandem-hold-v21,Hold for [duration].,target,instruction,balance-tandem-hold,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-band-pull-apart-v21,Move for thirty seconds.,target,instruction,band-pull-apart,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-chair-supported-split-squat-v21,Aim for [reps] reps.,target,instruction,chair-supported-split-squat,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-glute-bridge-hold-v21,Hold for twenty seconds.,target,instruction,glute-bridge-hold,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-FINAL-POSITION-READINESS;IR-VOICE-FLOOR-GATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-glute-bridge-reps-v21,Aim for twelve reps.,target,instruction,glute-bridge-reps,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-FINAL-POSITION-READINESS;IR-VOICE-FLOOR-GATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-heel-raise-free-v21,Aim for eighteen reps.,target,instruction,heel-raise-free,target,,,,false,false,false,new_pair_required,true,true,shared,,No current physical pair exists for this logical Training Voice V2.1 cue.
target-heel-raise-supported-v21,Aim for fifteen reps.,target,instruction,heel-raise-supported,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-hip-hinge-free-v21,Aim for twelve reps.,target,instruction,hip-hinge-free,target,,,,false,false,false,new_pair_required,true,true,shared,,No current physical pair exists for this logical Training Voice V2.1 cue.
target-hip-hinge-wall-v21,Aim for ten reps.,target,instruction,hip-hinge-wall,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-loaded-march-v21,Aim for sixteen reps.,target,instruction,loaded-march,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-loaded-sit-to-stand-v21,Aim for eight reps.,target,instruction,loaded-sit-to-stand,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-mini-band-lateral-walk-v21,Move for thirty seconds.,target,instruction,mini-band-lateral-walk,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-neck-rotation-v21,Move slowly until I say stop.,target,instruction,neck-rotation,target,,,,false,false,false,new_pair_required,true,true,shared,,No current physical pair exists for this logical Training Voice V2.1 cue.
target-overhead-press-band-v21,Aim for twelve reps.,target,instruction,overhead-press-band,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-overhead-reach-v21,Aim for twelve reps.,target,instruction,overhead-reach,target,,,,false,false,false,new_pair_required,true,true,shared,,No current physical pair exists for this logical Training Voice V2.1 cue.
target-push-up-incline-v21,Aim for ten reps.,target,instruction,push-up-incline,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-push-up-standard-v21,Aim for eight reps.,target,instruction,push-up-standard,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-FINAL-POSITION-READINESS;IR-VOICE-FLOOR-GATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-push-up-wall-v21,Aim for ten reps.,target,instruction,push-up-wall,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-seated-band-row-v21,Aim for ten reps.,target,instruction,seated-band-row,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-seated-hamstring-reach-v21,Reach gently and hold until I say relax.,target,instruction,seated-hamstring-reach,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-squat-free-v21,Aim for twelve reps.,target,instruction,squat-free,target,,,,false,false,false,new_pair_required,true,true,shared,,No current physical pair exists for this logical Training Voice V2.1 cue.
target-squat-loaded-v21,Aim for eight reps.,target,instruction,squat-loaded,target,,,,false,false,false,new_pair_required,true,true,shared,,No current physical pair exists for this logical Training Voice V2.1 cue.
target-squat-slow-eccentric-v21,Aim for eight reps.,target,instruction,squat-slow-eccentric,target,,,,false,false,false,new_pair_required,true,true,shared,,No current physical pair exists for this logical Training Voice V2.1 cue.
target-squat-supported-v21,Aim for ten reps.,target,instruction,squat-supported,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-standing-band-row-v21,Aim for ten reps.,target,instruction,standing-band-row,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-step-up-v21,Do twelve total reps.,target,instruction,step-up,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION;IR-VOICE-STEP-ALTERNATION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-sts-cushion-v21,Aim for eight reps.,target,instruction,sts-cushion,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-sts-power-v21,Aim for twelve reps.,target,instruction,sts-power,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-sts-slow-eccentric-v21,Aim for eight reps.,target,instruction,sts-slow-eccentric,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-sts-standard-v21,Aim for ten reps.,target,instruction,sts-standard,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-supported-hip-flexor-stretch-v21,Hold for [duration].,target,instruction,supported-hip-flexor-stretch,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-supported-side-step-v21,Move for thirty seconds.,target,instruction,supported-side-step,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-thoracic-rotation-v21,Move for thirty seconds.,target,instruction,thoracic-rotation,target,,,,false,false,false,new_pair_required,true,true,shared,,No current physical pair exists for this logical Training Voice V2.1 cue.
target-toe-raise-supported-v21,Move for thirty seconds.,target,instruction,toe-raise-supported,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
target-wall-calf-stretch-v21,Hold for [duration].,target,instruction,wall-calf-stretch,target,,,,false,false,false,new_pair_required,true,true,shared,IR-VOICE-DOSE-CONVERSION;IR-VOICE-ROUND-STATE;IR-VOICE-SAFETY-SUBSUMPTION,No current physical pair exists for this logical Training Voice V2.1 cue.
times-up-v21,Time.,completion,critical_stop,session,shared,,times-up-v21,Time.,true,true,true,reuse_exact_existing_pair,false,true,control_confirmation,,Exact Clara/Marcus pair exists in the current physical manifest.
tracking-loss-v21,Pause. Return to the setup position.,recovery,critical_stop,session,shared,,tracking-loss-v21,Pause. Return to the setup position.,true,true,true,reuse_exact_existing_pair,false,true,tracking_loss_recovery_sequence,,Exact Clara/Marcus pair exists in the current physical manifest.
tracking-recovered-v21,You're back in position. We'll restart.,recovery,setup_recovery,session,shared,,tracking-recovered-v21,You're back in position. We'll restart.,true,true,true,reuse_exact_existing_pair,false,true,tracking_loss_recovery_sequence,,Exact Clara/Marcus pair exists in the current physical manifest.
training-intro-v21,"Time to train. I will guide the setup, work, and rests. Follow my voice and pause whenever you need.",session_intro,instruction,session,shared,,training-intro,Time to train. We'll move through a few exercises together. Just follow my voice - you won't need to touch the screen. Let's begin.,true,true,false,existing_pair_script_mismatch,true,true,training_intro_universal_safety,,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
training-skip-v21,Skipped. Moving on.,control,result_transition,session,shared,,exercise-skipped,No problem - we'll skip this one for now and move on.,true,true,false,existing_pair_script_mismatch,true,true,control_confirmation,,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
