logicalCueKey,exactScript,flow,category,policyId,requiredForVoiceFirst,voiceIdsNeeded,currentPhysicalCandidate,reuseDecision,reasonForGeneration,budgetClass,sourceArtifact,notes
checkup-balance-feet-together-v21,Feet together. Keep your eyes open and support within reach.,balance_v2,balance_setup,instruction,true,clara;marcus,balance-feet-together,existing_pair_script_mismatch,current_candidate_script_mismatch,balance_v2_stage_setup,docs/audits/HALE_EYES_OPEN_BALANCE_V2_VOICE_ASSET_REQUIREMENTS.csv;src/movements/balanceEyesOpenV2.ts,Existing generic cue omits eyes-open/support language.
ex-sts-standard-first-v21,"Sit-to-stand. Sit tall in the middle of the chair, feet flat. Stand fully, then sit with control.",training,exercise_first_use,instruction,true,clara;marcus,ex-sts-standard-first-v21,new_pair_required,missing_exact_clara_marcus_pair,ordinary_first_use_pre_countdown,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
ex-sts-standard-next-v21,Sit-to-stand.,training,exercise_later_set,instruction,true,clara;marcus,ex-sts-standard-next-v21,new_pair_required,missing_exact_clara_marcus_pair,later_set_reminder,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
ex-supported-hip-flexor-stretch-first-v21,Supported hip-flexor stretch. Keep fingertips near support.,training,exercise_first_use,instruction,true,clara;marcus,ex-supported-hip-flexor-stretch-first-v21,new_pair_required,missing_exact_clara_marcus_pair,ordinary_first_use_pre_countdown,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
ex-supported-hip-flexor-stretch-next-v21,Supported hip-flexor stretch.,training,exercise_later_set,instruction,true,clara;marcus,ex-supported-hip-flexor-stretch-next-v21,new_pair_required,missing_exact_clara_marcus_pair,later_set_reminder,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
ex-supported-side-step-first-v21,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.",training,exercise_first_use,instruction,true,clara;marcus,ex-supported-side-step-first-v21,new_pair_required,missing_exact_clara_marcus_pair,ordinary_first_use_pre_countdown,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
ex-supported-side-step-next-v21,Supported side step.,training,exercise_later_set,instruction,true,clara;marcus,ex-supported-side-step-next-v21,new_pair_required,missing_exact_clara_marcus_pair,later_set_reminder,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
ex-thoracic-rotation-first-v21,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.",training,exercise_first_use,instruction,true,clara;marcus,ex-thoracic-rotation-first-v21,new_pair_required,missing_exact_clara_marcus_pair,ordinary_first_use_pre_countdown,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
ex-thoracic-rotation-next-v21,Thoracic rotation.,training,exercise_later_set,instruction,true,clara;marcus,ex-thoracic-rotation-next-v21,new_pair_required,missing_exact_clara_marcus_pair,later_set_reminder,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
ex-toe-raise-supported-first-v21,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.",training,exercise_first_use,instruction,true,clara;marcus,ex-toe-raise-supported-first-v21,new_pair_required,missing_exact_clara_marcus_pair,ordinary_first_use_pre_countdown,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
ex-toe-raise-supported-next-v21,Supported toe raise.,training,exercise_later_set,instruction,true,clara;marcus,ex-toe-raise-supported-next-v21,new_pair_required,missing_exact_clara_marcus_pair,later_set_reminder,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
ex-wall-calf-stretch-first-v21,Wall calf stretch. Hands on the wall.,training,exercise_first_use,instruction,true,clara;marcus,ex-wall-calf-stretch-first-v21,new_pair_required,missing_exact_clara_marcus_pair,ordinary_first_use_pre_countdown,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
ex-wall-calf-stretch-next-v21,Wall calf stretch.,training,exercise_later_set,instruction,true,clara;marcus,ex-wall-calf-stretch-next-v21,new_pair_required,missing_exact_clara_marcus_pair,later_set_reminder,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
five-seconds-left-v21,Five seconds left.,training,progress,low_reassurance,false,clara;marcus,five-seconds-left-v21,new_pair_required,missing_exact_clara_marcus_pair,active_progress,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
floor-gate-question-v21,Can you safely get down to the floor and back up without assistance?,training,equipment_first_use,instruction,true,clara;marcus,floor-gate-question-v21,new_pair_required,missing_exact_clara_marcus_pair,ordinary_first_use_pre_countdown,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
halfway-v21,Halfway.,training,progress,low_reassurance,false,clara;marcus,halfway-v21,new_pair_required,missing_exact_clara_marcus_pair,active_progress,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
last-set-v21,Last set.,training,rest_transition,result_transition,true,clara;marcus,last-set,existing_pair_script_mismatch,current_candidate_script_mismatch,control_confirmation,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
micro-chair-power-v21,Five quick chair stands. Arms crossed. Stand and sit five times as quickly as safely comfortable.,micro_check,micro_instruction,instruction,true,clara;marcus,microcheck-chair,existing_pair_script_mismatch,current_candidate_script_mismatch,micro_check_setup,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,"A legacy physical candidate exists, but V2.1 requires a separate exact logical cue."
micro-discard-v21,Check discarded.,micro_check,control,result_transition,true,clara;marcus,micro-discard-v21,new_pair_required,missing_exact_clara_marcus_pair,control_confirmation,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,No current physical pair exists for this logical Micro-Check Voice V2.1 cue.
micro-mobility-left-v21,Quick mobility check. Extend your left leg and reach gently until I say relax.,micro_check,micro_instruction,instruction,true,clara;marcus,ex-hamstring-reach,existing_pair_script_mismatch,current_candidate_script_mismatch,micro_check_setup,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,"A legacy physical candidate exists, but V2.1 requires a separate exact logical cue."
micro-mobility-right-v21,Quick mobility check. Extend your right leg and reach gently until I say relax.,micro_check,micro_instruction,instruction,true,clara;marcus,ex-hamstring-reach,existing_pair_script_mismatch,current_candidate_script_mismatch,micro_check_setup,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,"A legacy physical candidate exists, but V2.1 requires a separate exact logical cue."
micro-relax-v21,Relax.,micro_check,active_stop,critical_stop,true,clara;marcus,relax-arm,existing_pair_script_mismatch,current_candidate_script_mismatch,control_confirmation,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,"A legacy physical candidate exists, but V2.1 requires a separate exact logical cue."
micro-single-leg-left-v21,Quick balance check. Stand on your left leg with support nearby. Hold as long as comfortable.,micro_check,micro_instruction,instruction,true,clara;marcus,microcheck-balance,existing_pair_script_mismatch,current_candidate_script_mismatch,micro_check_setup,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,"A legacy physical candidate exists, but V2.1 requires a separate exact logical cue."
micro-single-leg-right-v21,Quick balance check. Stand on your right leg with support nearby. Hold as long as comfortable.,micro_check,micro_instruction,instruction,true,clara;marcus,microcheck-balance,existing_pair_script_mismatch,current_candidate_script_mismatch,micro_check_setup,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,"A legacy physical candidate exists, but V2.1 requires a separate exact logical cue."
microcheck-complete-v21,Check complete.,micro_check,completion,result_transition,true,clara;marcus,microcheck-complete,existing_pair_script_mismatch,current_candidate_script_mismatch,control_confirmation,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts,"A legacy physical candidate exists, but V2.1 requires a separate exact logical cue."
next-exercise-v21,Next exercise.,training,rest_transition,result_transition,true,clara;marcus,next-up,existing_pair_script_mismatch,current_candidate_script_mismatch,control_confirmation,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
paused-v21,Paused.,micro_check;training,control,result_transition,true,clara;marcus,paused-v21,new_pair_required,missing_exact_clara_marcus_pair,control_confirmation,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts;src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Micro-Check Voice V2.1 cue. No current physical pair exists for this logical Training Voice V2.1 cue.
rest-now-v21,Rest now.,training,rest_transition,result_transition,true,clara;marcus,rest-now,existing_pair_script_mismatch,current_candidate_script_mismatch,control_confirmation,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
resuming-v21,Resuming.,micro_check;training,control,result_transition,true,clara;marcus,resuming-v21,new_pair_required,missing_exact_clara_marcus_pair,control_confirmation,src/training/microCheckVoiceV21/assets.ts;src/training/microCheckVoiceV21/contracts.ts;src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Micro-Check Voice V2.1 cue. No current physical pair exists for this logical Training Voice V2.1 cue.
safe-session-start-v21,"Clear the space around you. Stop for sharp pain, dizziness, or feeling unwell.",training,universal_safety,instruction,true,clara;marcus,safe-session-start-v21,new_pair_required,missing_exact_clara_marcus_pair,training_intro_universal_safety,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
session-complete-v21,Session complete.,training,completion,result_transition,true,clara;marcus,session-complete,existing_pair_script_mismatch,current_candidate_script_mismatch,control_confirmation,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
set-complete-v21,Set complete.,training,completion,result_transition,true,clara;marcus,set-done,existing_pair_script_mismatch,current_candidate_script_mismatch,control_confirmation,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
setup-back-v21,Move a little farther back.,training,recovery,setup_recovery,true,clara;marcus,step-back,existing_pair_script_mismatch,current_candidate_script_mismatch,tracking_loss_recovery_sequence,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
setup-center-v21,Move to the centre of the view.,training,recovery,setup_recovery,true,clara;marcus,center-yourself,existing_pair_script_mismatch,current_candidate_script_mismatch,tracking_loss_recovery_sequence,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
setup-clearer-view-v21,I need a clearer view. Make sure your whole body is visible.,training,recovery,setup_recovery,true,clara;marcus,setup-clearer-view-v21,new_pair_required,missing_exact_clara_marcus_pair,tracking_loss_recovery_sequence,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
setup-closer-v21,Move a little closer.,training,recovery,setup_recovery,true,clara;marcus,step-closer,existing_pair_script_mismatch,current_candidate_script_mismatch,tracking_loss_recovery_sequence,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
setup-enter-view-v21,Step into view so your whole body is visible.,training,recovery,setup_recovery,true,clara;marcus,step-into-frame,existing_pair_script_mismatch,current_candidate_script_mismatch,tracking_loss_recovery_sequence,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
setup-hold-still-v21,Hold still for a moment.,training,recovery,setup_recovery,true,clara;marcus,hold-still,existing_pair_script_mismatch,current_candidate_script_mismatch,tracking_loss_recovery_sequence,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
setup-light-v21,Please turn on the main light.,training,recovery,setup_recovery,true,clara;marcus,turn-on-light,existing_pair_script_mismatch,current_candidate_script_mismatch,tracking_loss_recovery_sequence,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
side-calf-left-back-v21,"Step your left leg back, heel down.",training,side_setup,instruction,true,clara;marcus,side-calf-left-back-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
side-calf-right-back-v21,"Step your right leg back, heel down.",training,side_setup,instruction,true,clara;marcus,side-calf-right-back-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
side-hamstring-left-extended-v21,"Extend your left leg, heel on the floor.",training,side_setup,instruction,true,clara;marcus,side-hamstring-left-extended-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
side-hamstring-right-extended-v21,"Extend your right leg, heel on the floor.",training,side_setup,instruction,true,clara;marcus,side-hamstring-right-extended-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
side-hip-flexor-left-back-v21,Step your right foot forward so your left hip side stretches.,training,side_setup,instruction,true,clara;marcus,side-hip-flexor-left-back-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
side-hip-flexor-right-back-v21,Step your left foot forward so your right hip side stretches.,training,side_setup,instruction,true,clara;marcus,side-hip-flexor-right-back-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
side-single-leg-left-v21,Start on your left leg. Lift your right foot slightly.,training,side_setup,instruction,true,clara;marcus,side-single-leg-left-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
side-single-leg-right-v21,Start on your right leg. Lift your left foot slightly.,training,side_setup,instruction,true,clara;marcus,side-single-leg-right-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
side-split-squat-left-forward-v21,"Left foot forward, small split stance.",training,side_setup,instruction,true,clara;marcus,side-split-squat-left-forward-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
side-split-squat-right-forward-v21,"Right foot forward, small split stance.",training,side_setup,instruction,true,clara;marcus,side-split-squat-right-forward-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
side-tandem-left-front-v21,"Place your left foot in front, heel to toe.",training,side_setup,instruction,true,clara;marcus,side-tandem-left-front-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
side-tandem-right-front-v21,"Place your right foot in front, heel to toe.",training,side_setup,instruction,true,clara;marcus,side-tandem-right-front-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
step-up-next-left-v21,Next rep starts with your left leg.,training,side_setup,instruction,true,clara;marcus,step-up-next-left-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
step-up-next-right-v21,Next rep starts with your right leg.,training,side_setup,instruction,true,clara;marcus,step-up-next-right-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
step-up-start-left-v21,Start with your left leg.,training,side_setup,instruction,true,clara;marcus,step-up-start-left-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
step-up-start-right-v21,Start with your right leg.,training,side_setup,instruction,true,clara;marcus,step-up-start-right-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
step-up-wrong-left-v21,No rep. Start the next one with your left leg.,training,recovery,critical_stop,true,clara;marcus,step-up-wrong-left-v21,new_pair_required,missing_exact_clara_marcus_pair,tracking_loss_recovery_sequence,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
step-up-wrong-right-v21,No rep. Start the next one with your right leg.,training,recovery,critical_stop,true,clara;marcus,step-up-wrong-right-v21,new_pair_required,missing_exact_clara_marcus_pair,tracking_loss_recovery_sequence,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
switch-foot-positions-v21,Switch foot positions.,training,side_switch,instruction,true,clara;marcus,switch-foot-positions-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
switch-legs-v21,Switch legs.,training,side_switch,instruction,true,clara;marcus,switch-legs-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
switch-sides-v21,Switch sides.,training,side_switch,instruction,true,clara;marcus,switch-sides-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-balance-feet-together-hold-v21,Hold for twenty seconds.,training,target,instruction,true,clara;marcus,target-balance-feet-together-hold-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-balance-single-leg-hold-v21,Hold for [duration].,training,target,instruction,true,clara;marcus,target-balance-single-leg-hold-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-balance-tandem-hold-v21,Hold for [duration].,training,target,instruction,true,clara;marcus,target-balance-tandem-hold-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-band-pull-apart-v21,Move for thirty seconds.,training,target,instruction,true,clara;marcus,target-band-pull-apart-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-chair-supported-split-squat-v21,Aim for [reps] reps.,training,target,instruction,true,clara;marcus,target-chair-supported-split-squat-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-glute-bridge-hold-v21,Hold for twenty seconds.,training,target,instruction,true,clara;marcus,target-glute-bridge-hold-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-glute-bridge-reps-v21,Aim for twelve reps.,training,target,instruction,true,clara;marcus,target-glute-bridge-reps-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-heel-raise-free-v21,Aim for eighteen reps.,training,target,instruction,true,clara;marcus,target-heel-raise-free-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-heel-raise-supported-v21,Aim for fifteen reps.,training,target,instruction,true,clara;marcus,target-heel-raise-supported-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-hip-hinge-free-v21,Aim for twelve reps.,training,target,instruction,true,clara;marcus,target-hip-hinge-free-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-hip-hinge-wall-v21,Aim for ten reps.,training,target,instruction,true,clara;marcus,target-hip-hinge-wall-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-loaded-march-v21,Aim for sixteen reps.,training,target,instruction,true,clara;marcus,target-loaded-march-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-loaded-sit-to-stand-v21,Aim for eight reps.,training,target,instruction,true,clara;marcus,target-loaded-sit-to-stand-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-mini-band-lateral-walk-v21,Move for thirty seconds.,training,target,instruction,true,clara;marcus,target-mini-band-lateral-walk-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-neck-rotation-v21,Move slowly until I say stop.,training,target,instruction,true,clara;marcus,target-neck-rotation-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-overhead-press-band-v21,Aim for twelve reps.,training,target,instruction,true,clara;marcus,target-overhead-press-band-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-overhead-reach-v21,Aim for twelve reps.,training,target,instruction,true,clara;marcus,target-overhead-reach-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-push-up-incline-v21,Aim for ten reps.,training,target,instruction,true,clara;marcus,target-push-up-incline-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-push-up-standard-v21,Aim for eight reps.,training,target,instruction,true,clara;marcus,target-push-up-standard-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-push-up-wall-v21,Aim for ten reps.,training,target,instruction,true,clara;marcus,target-push-up-wall-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-seated-band-row-v21,Aim for ten reps.,training,target,instruction,true,clara;marcus,target-seated-band-row-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-seated-hamstring-reach-v21,Reach gently and hold until I say relax.,training,target,instruction,true,clara;marcus,target-seated-hamstring-reach-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-squat-free-v21,Aim for twelve reps.,training,target,instruction,true,clara;marcus,target-squat-free-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-squat-loaded-v21,Aim for eight reps.,training,target,instruction,true,clara;marcus,target-squat-loaded-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-squat-slow-eccentric-v21,Aim for eight reps.,training,target,instruction,true,clara;marcus,target-squat-slow-eccentric-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-squat-supported-v21,Aim for ten reps.,training,target,instruction,true,clara;marcus,target-squat-supported-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-standing-band-row-v21,Aim for ten reps.,training,target,instruction,true,clara;marcus,target-standing-band-row-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-step-up-v21,Do twelve total reps.,training,target,instruction,true,clara;marcus,target-step-up-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-sts-cushion-v21,Aim for eight reps.,training,target,instruction,true,clara;marcus,target-sts-cushion-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-sts-power-v21,Aim for twelve reps.,training,target,instruction,true,clara;marcus,target-sts-power-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
target-sts-slow-eccentric-v21,Aim for eight reps.,training,target,instruction,true,clara;marcus,target-sts-slow-eccentric-v21,new_pair_required,missing_exact_clara_marcus_pair,shared,src/training/voiceV21/assets.ts;src/training/voiceV21/contracts.ts,No current physical pair exists for this logical Training Voice V2.1 cue.
