scenarioId,variantId,category,evidenceMethod,sourceFiles,sourceFunctions,initialState,eventSequence,expectedOutcome,observedOutcome,passed,metricTags,findingRuleIds,notes
duplicate_completion_idempotent,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,applyBothSidesExerciseCompletionToStartSideSeed;nextBothSidesStartSideForExercise,{},[],"{""nextSide"":""right""}","{""nextSide"":""right"",""seedState"":{""nextBothSidesStartSideByExercise"":{""step-up"":""right""},""appliedBothSidesStartSideFlipEventIds"":[""main-complete""]}}",true,seed,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
sync_restore_preserves_seed,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,applyBothSidesExerciseCompletionToStartSideSeed;nextBothSidesStartSideForExercise,{},[],"{""nextSide"":""right""}","{""nextSide"":""right"",""seedState"":{""nextBothSidesStartSideByExercise"":{""step-up"":""right""},""appliedBothSidesStartSideFlipEventIds"":[""main-complete""]}}",true,seed,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
one_set_one_progression_event,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,stepUpSetResultToLegacySetResult;summarizeItem,{},[],"{""setResultCount"":3,""totalReps"":36,""reachedAllTargets"":true}","{""setResultCount"":3,""totalReps"":36,""reachedAllTargets"":true}",true,progression,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
lead_counts_do_not_double_set_count,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,stepUpSetResultToLegacySetResult,{},[],"{""setResultCount"":3}","{""setResultCount"":3,""totalLeadCount"":36}",true,progression;set_count,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
valid_time_not_doubled,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,summarizeValidTimeSets,{},[],"{""validTimeSummary"":null}","{""validTimeSummary"":null}",true,valid_time,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
twelve_total_unequal_sides_rejected,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,summarizeStepUpAlternationProgression,{},[],"{""progressionEligible"":false}","{""progressionEligible"":false,""leftLeadRepCount"":7,""rightLeadRepCount"":5}",true,progression_invalid,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
broken_alternation_not_progression_eligible,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,summarizeStepUpAlternationProgression,{},[],"{""progressionEligible"":false}","{""progressionEligible"":false,""alternationValid"":false,""completedTarget"":true}",true,progression_invalid,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
legacy_result_still_parses,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,summarizeItem,{},[],"{""totalReps"":12}","{""totalReps"":12,""measured"":true}",true,legacy_parse,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
step_up_start_left_logical_plan,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,planTrainingVoiceSequenceV21,{},[],"{""cueKey"":""step-up-start-left-v21""}","{""cueKeys"":[""ex-step-up-first-v21"",""step-up-start-left-v21"",""final-position-set-v21"",""target-step-up-v21""],""targetPlan"":{""supported"":true,""cueKey"":""target-step-up-v21"",""exactScript"":""Do twelve total reps."",""visibleText"":""Do twelve total reps."",""spokenText"":""Do twelve total reps."",""value"":12,""unit"":""rep"",""singular"":false,""reasonCodes"":[""target_derived_from_step_up_alternation_plan""]}}",true,voice_start_lead,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
step_up_start_right_logical_plan,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,planTrainingVoiceSequenceV21,{},[],"{""cueKey"":""step-up-start-right-v21""}","{""cueKeys"":[""ex-step-up-next-v21"",""step-up-start-right-v21"",""final-position-set-v21"",""target-step-up-v21""],""targetPlan"":{""supported"":true,""cueKey"":""target-step-up-v21"",""exactScript"":""Do twelve total reps."",""visibleText"":""Do twelve total reps."",""spokenText"":""Do twelve total reps."",""value"":12,""unit"":""rep"",""singular"":false,""reasonCodes"":[""target_derived_from_step_up_alternation_plan""]}}",true,voice_start_lead,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
wrong_lead_left_correction_plan,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,planTrainingVoiceSequenceV21,{},[],"{""cueKey"":""step-up-wrong-left-v21""}","{""cueKeys"":[""step-up-wrong-left-v21"",""final-position-set-v21""]}",true,voice_wrong_lead,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
wrong_lead_right_correction_plan,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,planTrainingVoiceSequenceV21,{},[],"{""cueKey"":""step-up-wrong-right-v21""}","{""cueKeys"":[""step-up-wrong-right-v21"",""final-position-set-v21""]}",true,voice_wrong_lead,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
no_per_rep_spoken_switch,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,planTrainingVoiceSequenceV21,{},[],"{""switchCueCount"":0}","{""cueKeys"":[""ex-step-up-first-v21"",""step-up-start-left-v21"",""final-position-set-v21"",""target-step-up-v21"",""ex-step-up-next-v21"",""step-up-start-right-v21"",""final-position-set-v21"",""target-step-up-v21"",""step-up-wrong-right-v21"",""final-position-set-v21""],""switchCueCount"":0}",true,voice_switch,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
feature_off_legacy_unchanged,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,attachStepUpAlternationPlansToGeneratedSession,{},[],"{""planAttached"":false}","{""planAttached"":false,""sameReference"":true}",true,feature_isolation,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
alternation_flag_alone_no_half_activation,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,selectTrainingStepUpAlternationMode,{},[],"{""selectable"":false}","{""mode"":""legacy"",""featureEnabled"":true,""internalV21RuntimeReady"":false,""selectable"":false,""reasonCodes"":[""internal_v21_runtime_not_ready""]}",true,feature_isolation,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
training_voice_remains_default_closed,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,resolveTrainingVoiceRuntimeReadinessV21;getTrainingVoiceContractV21,{},[],"{""selectable"":false,""audioReady"":false,""behaviorReady"":false,""noStepAlternationRequirement"":true}","{""selectable"":false,""blockers"":[""behavior_dependency:IR-VOICE-SAFETY-SUBSUMPTION"",""global_behavior_ready_false"",""global_audio_ready_false"",""missing_audio:ex-step-up-first-v21"",""missing_audio:ex-step-up-next-v21"",""missing_audio:step-up-start-left-v21"",""missing_audio:step-up-start-right-v21"",""missing_audio:target-step-up-v21""],""audioReady"":false,""behaviorReady"":false,""implementationRequirements"":[""IR-VOICE-SAFETY-SUBSUMPTION""]}",true,voice_default_closed;ir_requirement,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
balance_v2_remains_default_closed,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,EYES_OPEN_BALANCE_PROTOCOL_V2_AUDIO_READY;EYES_OPEN_BALANCE_PROTOCOL_V2_SELECTABLE,{},[],"{""selectable"":false,""audioReady"":false}","{""selectable"":false,""audioReady"":false}",true,balance_v2,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
audio_assets_unchanged,base,prior_alternation_addendum_retained,prior_addendum_csv_retained_for_context,docs/audits/PEARL_TRAINING_STEP_UP_ALTERNATION_SCENARIOS_V2.csv,git diff --name-only -- assets/audio,{},[],"{""audioAssetDiffCount"":0}","{""audioAssetDiffNameOnly"":[]}",true,audio_assets,,Retained from prior alternation verification addendum; critical metrics below are recomputed from this addendum execution rows.
runtime_selection_generated_item_selects_internal,base,runtime_selection,production_selector,src/training/setRuntime.ts;src/training/stepUpAlternation/runtime.ts,selectTrainingSetRuntime;createTrainingSetRuntime,{},[],"{""kind"":""step_up_alternation""}","{""selection"":{""kind"":""step_up_alternation"",""reasonCodes"":[]},""runtimeKind"":""step_up_alternation""}",true,trace;runtime_owner,RULE-RUNTIME-TRACE,
runtime_selection_flag_alone_stays_legacy,base,runtime_selection,production_selector,src/training/setRuntime.ts,selectTrainingSetRuntime,{},[],"{""kind"":""legacy""}","{""kind"":""legacy"",""reasonCodes"":[""legacy_voice_mode"",""internal_v21_runtime_not_ready""]}",true,default_closed,RULE-RUNTIME-DEFAULTS,
runtime_selection_existing_legacy_session_stays_legacy,base,runtime_selection,production_selector,src/training/setRuntime.ts,selectTrainingSetRuntime,{},[],"{""kind"":""legacy"",""reason"":""existing_legacy_session""}","{""kind"":""legacy"",""reasonCodes"":[""existing_legacy_session""]}",true,default_closed,RULE-RUNTIME-DEFAULTS,
generation_plan_default_closed_and_gated_open,base,runtime_selection,production_generation_helper,src/training/workoutGeneration.ts;src/training/stepUpAlternation/generatedSession.ts,attachStepUpAlternationPlansToGeneratedSession,{},[],"{""defaultPlanAttached"":false,""gatedPlanAttached"":true}","{""defaultPlanAttached"":false,""gatedPlanAttached"":true,""gatedInitialLead"":""left""}",true,default_closed;backend_roundtrip,RULE-RUNTIME-DEFAULTS;RULE-BACKEND-ROUNDTRIP,
live_frame_left_lead_accepts_after_floor_return,base,live_pose_evidence,synthetic_pose_frames,src/training/stepUpAlternation/evidenceAdapter.ts;src/training/stepUpAlternation/runtime.ts,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,{},[],"{""acceptedEvents"":1,""leftLeadRepCount"":1,""genericRepCredited"":false}","{""acceptedEvents"":1,""state"":{""phase"":""ready_both_feet_floor"",""expectedLeadSide"":""right"",""acceptedRepCount"":1,""leftLeadRepCount"":1,""rightLeadRepCount"":0,""ignoredStaleActionCount"":0,""duplicateSuppressedCount"":0,""wrongLeadCount"":0,""repSfxCount"":1}}",true,live_frame;voice_context,RULE-UNSAFE-CREDIT,
live_frame_right_lead_accepts_after_floor_return,base,live_pose_evidence,synthetic_pose_frames,src/training/stepUpAlternation/evidenceAdapter.ts;src/training/stepUpAlternation/runtime.ts,createStepUpAlternationEvidenceAdapter;StepUpAlternationSetRuntime.update,{},[],"{""acceptedEvents"":1,""rightLeadRepCount"":1,""genericRepCredited"":false}","{""acceptedEvents"":1,""state"":{""phase"":""ready_both_feet_floor"",""expectedLeadSide"":""left"",""acceptedRepCount"":1,""leftLeadRepCount"":0,""rightLeadRepCount"":1,""ignoredStaleActionCount"":0,""duplicateSuppressedCount"":0,""wrongLeadCount"":0,""repSfxCount"":1}}",true,live_frame,RULE-UNSAFE-CREDIT,
live_frame_wrong_lead_rejected,base,live_pose_evidence,synthetic_pose_frames,src/training/stepUpAlternation/evidenceAdapter.ts;src/training/stepUpAlternation/runtime.ts,StepUpAlternationSetRuntime.update,{},[],"{""acceptedEvents"":0,""expectedLeadSide"":""left"",""wrongLeadCount"":1}","{""acceptedEvents"":0,""state"":{""phase"":""awaiting_expected_lead"",""expectedLeadSide"":""left"",""acceptedRepCount"":0,""leftLeadRepCount"":0,""rightLeadRepCount"":0,""ignoredStaleActionCount"":0,""duplicateSuppressedCount"":0,""wrongLeadCount"":1,""repSfxCount"":0}}",true,unsafe_credit,RULE-UNSAFE-CREDIT,
live_frame_unknown_lead_rejected,base,live_pose_evidence,synthetic_pose_frames,src/training/stepUpAlternation/evidenceAdapter.ts;src/training/stepUpAlternation/runtime.ts,StepUpAlternationSetRuntime.update,{},[],"{""acceptedEvents"":0,""acceptedRepCount"":0}","{""acceptedEvents"":0,""state"":{""phase"":""awaiting_expected_lead"",""expectedLeadSide"":""left"",""acceptedRepCount"":0,""leftLeadRepCount"":0,""rightLeadRepCount"":0,""ignoredStaleActionCount"":0,""duplicateSuppressedCount"":0,""wrongLeadCount"":0,""repSfxCount"":0}}",true,unsafe_credit,RULE-UNSAFE-CREDIT,
live_frame_top_without_return_rejected,base,live_pose_evidence,synthetic_pose_frames,src/training/stepUpAlternation/evidenceAdapter.ts;src/training/stepUpAlternation/runtime.ts,StepUpAlternationSetRuntime.update,{},[],"{""acceptedEvents"":0}","{""acceptedEvents"":0,""state"":{""phase"":""awaiting_expected_lead"",""expectedLeadSide"":""left"",""acceptedRepCount"":0,""leftLeadRepCount"":0,""rightLeadRepCount"":0,""ignoredStaleActionCount"":0,""duplicateSuppressedCount"":0,""wrongLeadCount"":0,""repSfxCount"":0}}",true,unsafe_credit,RULE-UNSAFE-CREDIT,
duplicate_terminal_evidence_single_credit,base,duplicate_stale,production_state_machine,src/training/stepUpAlternation/stateMachine.ts,advanceStepUpAlternationState,{},[],"{""acceptedRepCount"":1,""duplicateSuppressedCount"":1}","{""acceptedRepCount"":1,""duplicateSuppressedCount"":1}",true,duplicate_stale,RULE-DUPLICATE-STALE-CREDIT,
stale_callback_old_rep_ignored,base,duplicate_stale,production_state_machine,src/training/stepUpAlternation/stateMachine.ts,advanceStepUpAlternationState,{},[],"{""acceptedRepCount"":0,""ignoredStaleActionCount"":1}","{""acceptedRepCount"":0,""ignoredStaleActionCount"":1}",true,duplicate_stale,RULE-DUPLICATE-STALE-CREDIT,
stale_callback_old_set_ignored,base,duplicate_stale,production_state_machine,src/training/stepUpAlternation/stateMachine.ts,advanceStepUpAlternationState,{},[],"{""acceptedRepCount"":0,""ignoredStaleActionCount"":1}","{""acceptedRepCount"":0,""ignoredStaleActionCount"":1}",true,duplicate_stale,RULE-DUPLICATE-STALE-CREDIT,
generic_legacy_path_suppressed_for_alternation_acceptance,base,sfx_authority,production_runtime_update,src/training/sessionPlayer.ts;src/training/stepUpAlternation/runtime.ts,TrainingSessionPlayer.runSet;StepUpAlternationSetRuntime.fillSetUpdate,{},[],"{""alternationAccepted"":true,""genericRepCredited"":false,""sfxPlayed"":true}","{""acceptedEventCount"":1,""setUpdateRepCredited"":false,""repSfxCount"":1}",true,generic_double_credit,RULE-GENERIC-DOUBLE-CREDIT,
one_completed_set_one_canonical_set_result,base,set_result_progression,production_aggregation,src/training/stepUpAlternation/aggregation.ts;src/training/progression.ts,stepUpSetResultToLegacySetResult;summarizeItem,{},[],"{""setResultCount"":1,""reps"":12,""progressionReps"":12}","{""setResultCount"":1,""setResult"":{""exerciseId"":""step-up"",""reps"":12,""meanVel"":null,""holdSec"":null,""romPeak"":null,""autoregulated"":false,""reachedTarget"":true,""interruptions"":0,""flags"":[],""stepUpAlternation"":{""setIndex"":0,""startLeadSide"":""left"",""targetTotalReps"":12,""acceptedRepCount"":12,""leftLeadRepCount"":6,""rightLeadRepCount"":6,""alternationValid"":true,""completedTarget"":true}},""progression"":{""exerciseId"":""step-up"",""family"":""step-up"",""level"":1,""kind"":""reps"",""meanVel"":null,""totalReps"":12,""targetReps"":36,""reachedAllTargets"":false,""autoregulated"":false,""measured"":true}}",true,set_result,RULE-SETRESULT-DUPLICATION,
three_sets_progression_exactly_three_results,base,set_result_progression,production_aggregation,src/training/stepUpAlternation/aggregation.ts;src/training/progression.ts,stepUpSetResultToLegacySetResult;summarizeItem,{},[],"{""setResultCount"":3,""totalReps"":36}","{""setResultCount"":3,""progression"":{""exerciseId"":""step-up"",""family"":""step-up"",""level"":1,""kind"":""reps"",""meanVel"":null,""totalReps"":36,""targetReps"":36,""reachedAllTargets"":true,""autoregulated"":false,""measured"":true}}",true,set_result,RULE-SETRESULT-DUPLICATION,
