queueId,reviewGroup,priority,voiceId,logicalCueKey,physicalCueKey,path,durationMs,script,reason,approvalStatus,notes
post-v21-listen-0088,critical_exact_ready_shared_cue,P1,marcus,retry-v21,retry-v21,assets/audio/voice/marcus/retry-v21.mp3,1254,Let's try that again.,Critical shared/countdown/check-up cue; include even if exact-ready before this generation pass.,not_reviewed,Shared cue should be heard in context before approval.
post-v21-listen-0089,generated_script_mismatch_replacement,P1,clara,session-complete-v21,session-complete-v21,assets/audio/voice/clara/session-complete-v21.mp3,1347,Session complete.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0090,generated_script_mismatch_replacement,P1,marcus,session-complete-v21,session-complete-v21,assets/audio/voice/marcus/session-complete-v21.mp3,1207,Session complete.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0091,generated_script_mismatch_replacement,P1,clara,set-complete-v21,set-complete-v21,assets/audio/voice/clara/set-complete-v21.mp3,1207,Set complete.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0092,generated_script_mismatch_replacement,P1,marcus,set-complete-v21,set-complete-v21,assets/audio/voice/marcus/set-complete-v21.mp3,1115,Set complete.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0093,generated_script_mismatch_replacement,P1,clara,setup-back-v21,setup-back-v21,assets/audio/voice/clara/setup-back-v21.mp3,1579,Move a little farther back.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0094,generated_script_mismatch_replacement,P1,marcus,setup-back-v21,setup-back-v21,assets/audio/voice/marcus/setup-back-v21.mp3,1440,Move a little farther back.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0095,generated_script_mismatch_replacement,P1,clara,setup-center-v21,setup-center-v21,assets/audio/voice/clara/setup-center-v21.mp3,1718,Move to the centre of the view.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0096,generated_script_mismatch_replacement,P1,marcus,setup-center-v21,setup-center-v21,assets/audio/voice/marcus/setup-center-v21.mp3,1672,Move to the centre of the view.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0097,generated_script_mismatch_replacement,P1,clara,setup-closer-v21,setup-closer-v21,assets/audio/voice/clara/setup-closer-v21.mp3,1393,Move a little closer.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0098,generated_script_mismatch_replacement,P1,marcus,setup-closer-v21,setup-closer-v21,assets/audio/voice/marcus/setup-closer-v21.mp3,1393,Move a little closer.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0099,generated_script_mismatch_replacement,P1,clara,setup-enter-view-v21,setup-enter-view-v21,assets/audio/voice/clara/setup-enter-view-v21.mp3,2694,Step into view so your whole body is visible.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0100,generated_script_mismatch_replacement,P1,marcus,setup-enter-view-v21,setup-enter-view-v21,assets/audio/voice/marcus/setup-enter-view-v21.mp3,2415,Step into view so your whole body is visible.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0101,generated_script_mismatch_replacement,P1,clara,setup-hold-still-v21,setup-hold-still-v21,assets/audio/voice/clara/setup-hold-still-v21.mp3,1672,Hold still for a moment.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0102,generated_script_mismatch_replacement,P1,marcus,setup-hold-still-v21,setup-hold-still-v21,assets/audio/voice/marcus/setup-hold-still-v21.mp3,1300,Hold still for a moment.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0103,generated_script_mismatch_replacement,P1,clara,setup-light-v21,setup-light-v21,assets/audio/voice/clara/setup-light-v21.mp3,1718,Please turn on the main light.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0104,generated_script_mismatch_replacement,P1,marcus,setup-light-v21,setup-light-v21,assets/audio/voice/marcus/setup-light-v21.mp3,1486,Please turn on the main light.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0105,critical_exact_ready_shared_cue,P1,clara,times-up-v21,times-up-v21,assets/audio/voice/clara/times-up-v21.mp3,836,Time.,Critical shared/countdown/check-up cue; include even if exact-ready before this generation pass.,not_reviewed,Shared cue should be heard in context before approval.
post-v21-listen-0106,critical_exact_ready_shared_cue,P1,marcus,times-up-v21,times-up-v21,assets/audio/voice/marcus/times-up-v21.mp3,743,Time.,Critical shared/countdown/check-up cue; include even if exact-ready before this generation pass.,not_reviewed,Shared cue should be heard in context before approval.
post-v21-listen-0107,critical_exact_ready_shared_cue,P1,clara,tracking-loss-v21,tracking-loss-v21,assets/audio/voice/clara/tracking-loss-v21.mp3,2601,Pause. Return to the setup position.,Critical shared/countdown/check-up cue; include even if exact-ready before this generation pass.,not_reviewed,Shared cue should be heard in context before approval.
post-v21-listen-0108,critical_exact_ready_shared_cue,P1,marcus,tracking-loss-v21,tracking-loss-v21,assets/audio/voice/marcus/tracking-loss-v21.mp3,2694,Pause. Return to the setup position.,Critical shared/countdown/check-up cue; include even if exact-ready before this generation pass.,not_reviewed,Shared cue should be heard in context before approval.
post-v21-listen-0109,critical_exact_ready_shared_cue,P1,clara,tracking-recovered-v21,tracking-recovered-v21,assets/audio/voice/clara/tracking-recovered-v21.mp3,2647,You're back in position. We'll restart.,Critical shared/countdown/check-up cue; include even if exact-ready before this generation pass.,not_reviewed,Shared cue should be heard in context before approval.
post-v21-listen-0110,critical_exact_ready_shared_cue,P1,marcus,tracking-recovered-v21,tracking-recovered-v21,assets/audio/voice/marcus/tracking-recovered-v21.mp3,2368,You're back in position. We'll restart.,Critical shared/countdown/check-up cue; include even if exact-ready before this generation pass.,not_reviewed,Shared cue should be heard in context before approval.
post-v21-listen-0111,generated_script_mismatch_replacement,P1,clara,training-intro-v21,training-intro-v21,assets/audio/voice/clara/training-intro-v21.mp3,7059,"Time to train. I will guide the setup, work, and rests. Follow my voice and pause whenever you need.",Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0112,generated_script_mismatch_replacement,P1,marcus,training-intro-v21,training-intro-v21,assets/audio/voice/marcus/training-intro-v21.mp3,7198,"Time to train. I will guide the setup, work, and rests. Follow my voice and pause whenever you need.",Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0113,generated_script_mismatch_replacement,P1,clara,training-skip-v21,training-skip-v21,assets/audio/voice/clara/training-skip-v21.mp3,1625,Skipped. Moving on.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0114,generated_script_mismatch_replacement,P1,marcus,training-skip-v21,training-skip-v21,assets/audio/voice/marcus/training-skip-v21.mp3,1486,Skipped. Moving on.,Every generated V2.1 asset requires founder listening.,not_reviewed,"A physical candidate exists, but V2.1 requires a separate exact logical cue."
post-v21-listen-0115,generated_new_pair,P2,clara,checkup-balance-support-touch-v21,checkup-balance-support-touch-v21,assets/audio/voice/clara/checkup-balance-support-touch-v21.mp3,3111,Support touch noted. Balance check complete.,Every generated V2.1 asset requires founder listening.,not_reviewed,Needed if explicit support-touch action should be acknowledged by voice.
post-v21-listen-0116,generated_new_pair,P2,marcus,checkup-balance-support-touch-v21,checkup-balance-support-touch-v21,assets/audio/voice/marcus/checkup-balance-support-touch-v21.mp3,2647,Support touch noted. Balance check complete.,Every generated V2.1 asset requires founder listening.,not_reviewed,Needed if explicit support-touch action should be acknowledged by voice.
post-v21-listen-0117,generated_new_pair,P2,clara,ex-balance-feet-together-hold-first-v21,ex-balance-feet-together-hold-first-v21,assets/audio/voice/clara/ex-balance-feet-together-hold-first-v21.mp3,5480,"Feet-together hold. Stand with feet together, fingertips near support, eyes open.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0118,generated_new_pair,P2,marcus,ex-balance-feet-together-hold-first-v21,ex-balance-feet-together-hold-first-v21,assets/audio/voice/marcus/ex-balance-feet-together-hold-first-v21.mp3,5108,"Feet-together hold. Stand with feet together, fingertips near support, eyes open.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0119,generated_new_pair,P2,clara,ex-balance-feet-together-hold-next-v21,ex-balance-feet-together-hold-next-v21,assets/audio/voice/clara/ex-balance-feet-together-hold-next-v21.mp3,1440,Feet-together hold.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0120,generated_new_pair,P2,marcus,ex-balance-feet-together-hold-next-v21,ex-balance-feet-together-hold-next-v21,assets/audio/voice/marcus/ex-balance-feet-together-hold-next-v21.mp3,1393,Feet-together hold.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0121,generated_new_pair,P2,clara,ex-balance-single-leg-hold-first-v21,ex-balance-single-leg-hold-first-v21,assets/audio/voice/clara/ex-balance-single-leg-hold-first-v21.mp3,2647,Single-leg hold. Keep support close.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0122,generated_new_pair,P2,marcus,ex-balance-single-leg-hold-first-v21,ex-balance-single-leg-hold-first-v21,assets/audio/voice/marcus/ex-balance-single-leg-hold-first-v21.mp3,2183,Single-leg hold. Keep support close.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0123,generated_new_pair,P2,clara,ex-balance-single-leg-hold-next-v21,ex-balance-single-leg-hold-next-v21,assets/audio/voice/clara/ex-balance-single-leg-hold-next-v21.mp3,1393,Single-leg hold.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0124,generated_new_pair,P2,marcus,ex-balance-single-leg-hold-next-v21,ex-balance-single-leg-hold-next-v21,assets/audio/voice/marcus/ex-balance-single-leg-hold-next-v21.mp3,1254,Single-leg hold.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0125,generated_new_pair,P2,clara,ex-balance-tandem-hold-first-v21,ex-balance-tandem-hold-first-v21,assets/audio/voice/clara/ex-balance-tandem-hold-first-v21.mp3,2322,Tandem hold. Keep support close.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0126,generated_new_pair,P2,marcus,ex-balance-tandem-hold-first-v21,ex-balance-tandem-hold-first-v21,assets/audio/voice/marcus/ex-balance-tandem-hold-first-v21.mp3,2229,Tandem hold. Keep support close.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0127,generated_new_pair,P2,clara,ex-balance-tandem-hold-next-v21,ex-balance-tandem-hold-next-v21,assets/audio/voice/clara/ex-balance-tandem-hold-next-v21.mp3,1161,Tandem hold.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0128,generated_new_pair,P2,marcus,ex-balance-tandem-hold-next-v21,ex-balance-tandem-hold-next-v21,assets/audio/voice/marcus/ex-balance-tandem-hold-next-v21.mp3,975,Tandem hold.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0129,generated_new_pair,P2,clara,ex-band-pull-apart-first-v21,ex-band-pull-apart-first-v21,assets/audio/voice/clara/ex-band-pull-apart-first-v21.mp3,6594,"Band pull-apart. Hold a light band at chest height. Pull your hands wide, then return slowly.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0130,generated_new_pair,P2,marcus,ex-band-pull-apart-first-v21,ex-band-pull-apart-first-v21,assets/audio/voice/marcus/ex-band-pull-apart-first-v21.mp3,6548,"Band pull-apart. Hold a light band at chest height. Pull your hands wide, then return slowly.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0131,generated_new_pair,P2,clara,ex-band-pull-apart-next-v21,ex-band-pull-apart-next-v21,assets/audio/voice/clara/ex-band-pull-apart-next-v21.mp3,1486,Band pull-apart.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0132,generated_new_pair,P2,marcus,ex-band-pull-apart-next-v21,ex-band-pull-apart-next-v21,assets/audio/voice/marcus/ex-band-pull-apart-next-v21.mp3,1393,Band pull-apart.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0133,generated_new_pair,P2,clara,ex-chair-supported-split-squat-first-v21,ex-chair-supported-split-squat-first-v21,assets/audio/voice/clara/ex-chair-supported-split-squat-first-v21.mp3,3669,Supported split squat. Keep fingertips near sturdy support.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0134,generated_new_pair,P2,marcus,ex-chair-supported-split-squat-first-v21,ex-chair-supported-split-squat-first-v21,assets/audio/voice/marcus/ex-chair-supported-split-squat-first-v21.mp3,3576,Supported split squat. Keep fingertips near sturdy support.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0135,generated_new_pair,P2,clara,ex-chair-supported-split-squat-next-v21,ex-chair-supported-split-squat-next-v21,assets/audio/voice/clara/ex-chair-supported-split-squat-next-v21.mp3,1393,Supported split squat.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0136,generated_new_pair,P2,marcus,ex-chair-supported-split-squat-next-v21,ex-chair-supported-split-squat-next-v21,assets/audio/voice/marcus/ex-chair-supported-split-squat-next-v21.mp3,1486,Supported split squat.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0137,generated_new_pair,P2,clara,ex-glute-bridge-hold-first-v21,ex-glute-bridge-hold-first-v21,assets/audio/voice/clara/ex-glute-bridge-hold-first-v21.mp3,5480,"Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0138,generated_new_pair,P2,marcus,ex-glute-bridge-hold-first-v21,ex-glute-bridge-hold-first-v21,assets/audio/voice/marcus/ex-glute-bridge-hold-first-v21.mp3,5062,"Bridge hold. Lie on your back, knees bent, feet flat. Lift your hips and hold.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0139,generated_new_pair,P2,clara,ex-glute-bridge-hold-next-v21,ex-glute-bridge-hold-next-v21,assets/audio/voice/clara/ex-glute-bridge-hold-next-v21.mp3,1068,Bridge hold.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0140,generated_new_pair,P2,marcus,ex-glute-bridge-hold-next-v21,ex-glute-bridge-hold-next-v21,assets/audio/voice/marcus/ex-glute-bridge-hold-next-v21.mp3,975,Bridge hold.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0141,generated_new_pair,P2,clara,ex-glute-bridge-reps-first-v21,ex-glute-bridge-reps-first-v21,assets/audio/voice/clara/ex-glute-bridge-reps-first-v21.mp3,8034,"Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0142,generated_new_pair,P2,marcus,ex-glute-bridge-reps-first-v21,ex-glute-bridge-reps-first-v21,assets/audio/voice/marcus/ex-glute-bridge-reps-first-v21.mp3,6780,"Glute bridge. Lie on your back, knees bent, feet flat. Lift your hips, then lower with control.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0143,generated_new_pair,P2,clara,ex-glute-bridge-reps-next-v21,ex-glute-bridge-reps-next-v21,assets/audio/voice/clara/ex-glute-bridge-reps-next-v21.mp3,1161,Glute bridge.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0144,generated_new_pair,P2,marcus,ex-glute-bridge-reps-next-v21,ex-glute-bridge-reps-next-v21,assets/audio/voice/marcus/ex-glute-bridge-reps-next-v21.mp3,1068,Glute bridge.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0145,generated_new_pair,P2,clara,ex-heel-raise-free-first-v21,ex-heel-raise-free-first-v21,assets/audio/voice/clara/ex-heel-raise-free-first-v21.mp3,5805,"Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0146,generated_new_pair,P2,marcus,ex-heel-raise-free-first-v21,ex-heel-raise-free-first-v21,assets/audio/voice/marcus/ex-heel-raise-free-first-v21.mp3,5387,"Heel raise. Stand tall. Rise onto the balls of your feet, then lower slowly.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0147,generated_new_pair,P2,clara,ex-heel-raise-free-next-v21,ex-heel-raise-free-next-v21,assets/audio/voice/clara/ex-heel-raise-free-next-v21.mp3,1207,Heel raise.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0148,generated_new_pair,P2,marcus,ex-heel-raise-free-next-v21,ex-heel-raise-free-next-v21,assets/audio/voice/marcus/ex-heel-raise-free-next-v21.mp3,1068,Heel raise.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0149,generated_new_pair,P2,clara,ex-heel-raise-supported-first-v21,ex-heel-raise-supported-first-v21,assets/audio/voice/clara/ex-heel-raise-supported-first-v21.mp3,7384,"Supported heel raise. Fingertips near support. Rise onto the balls of your feet, then lower slowly.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0150,generated_new_pair,P2,marcus,ex-heel-raise-supported-first-v21,ex-heel-raise-supported-first-v21,assets/audio/voice/marcus/ex-heel-raise-supported-first-v21.mp3,7152,"Supported heel raise. Fingertips near support. Rise onto the balls of your feet, then lower slowly.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0151,generated_new_pair,P2,clara,ex-heel-raise-supported-next-v21,ex-heel-raise-supported-next-v21,assets/audio/voice/clara/ex-heel-raise-supported-next-v21.mp3,1579,Supported heel raise.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0152,generated_new_pair,P2,marcus,ex-heel-raise-supported-next-v21,ex-heel-raise-supported-next-v21,assets/audio/voice/marcus/ex-heel-raise-supported-next-v21.mp3,1393,Supported heel raise.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0153,generated_new_pair,P2,clara,ex-hip-hinge-free-first-v21,ex-hip-hinge-free-first-v21,assets/audio/voice/clara/ex-hip-hinge-free-first-v21.mp3,6269,"Hip hinge. Feet under hips. Send hips back with a long spine, then stand tall.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0154,generated_new_pair,P2,marcus,ex-hip-hinge-free-first-v21,ex-hip-hinge-free-first-v21,assets/audio/voice/marcus/ex-hip-hinge-free-first-v21.mp3,5666,"Hip hinge. Feet under hips. Send hips back with a long spine, then stand tall.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0155,generated_new_pair,P2,clara,ex-hip-hinge-free-next-v21,ex-hip-hinge-free-next-v21,assets/audio/voice/clara/ex-hip-hinge-free-next-v21.mp3,1115,Hip hinge.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0156,generated_new_pair,P2,marcus,ex-hip-hinge-free-next-v21,ex-hip-hinge-free-next-v21,assets/audio/voice/marcus/ex-hip-hinge-free-next-v21.mp3,1115,Hip hinge.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0157,generated_new_pair,P2,clara,ex-hip-hinge-wall-first-v21,ex-hip-hinge-wall-first-v21,assets/audio/voice/clara/ex-hip-hinge-wall-first-v21.mp3,6827,"Wall-tap hinge. Stand a step from the wall. Send hips back to tap the wall, then stand tall.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0158,generated_new_pair,P2,marcus,ex-hip-hinge-wall-first-v21,ex-hip-hinge-wall-first-v21,assets/audio/voice/marcus/ex-hip-hinge-wall-first-v21.mp3,6177,"Wall-tap hinge. Stand a step from the wall. Send hips back to tap the wall, then stand tall.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0159,generated_new_pair,P2,clara,ex-hip-hinge-wall-next-v21,ex-hip-hinge-wall-next-v21,assets/audio/voice/clara/ex-hip-hinge-wall-next-v21.mp3,1393,Wall-tap hinge.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0160,generated_new_pair,P2,marcus,ex-hip-hinge-wall-next-v21,ex-hip-hinge-wall-next-v21,assets/audio/voice/marcus/ex-hip-hinge-wall-next-v21.mp3,1254,Wall-tap hinge.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0161,generated_new_pair,P2,clara,ex-loaded-march-first-v21,ex-loaded-march-first-v21,assets/audio/voice/clara/ex-loaded-march-first-v21.mp3,4923,March in place. Stand tall near support and march with a steady rhythm.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0162,generated_new_pair,P2,marcus,ex-loaded-march-first-v21,ex-loaded-march-first-v21,assets/audio/voice/marcus/ex-loaded-march-first-v21.mp3,4505,March in place. Stand tall near support and march with a steady rhythm.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0163,generated_new_pair,P2,clara,ex-loaded-march-next-v21,ex-loaded-march-next-v21,assets/audio/voice/clara/ex-loaded-march-next-v21.mp3,1347,March in place.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0164,generated_new_pair,P2,marcus,ex-loaded-march-next-v21,ex-loaded-march-next-v21,assets/audio/voice/marcus/ex-loaded-march-next-v21.mp3,1300,March in place.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0165,generated_new_pair,P2,clara,ex-loaded-sit-to-stand-first-v21,ex-loaded-sit-to-stand-first-v21,assets/audio/voice/clara/ex-loaded-sit-to-stand-first-v21.mp3,6269,"Loaded sit-to-stand. Hold the load close to your chest. Stand fully, then sit with control.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0166,generated_new_pair,P2,marcus,ex-loaded-sit-to-stand-first-v21,ex-loaded-sit-to-stand-first-v21,assets/audio/voice/marcus/ex-loaded-sit-to-stand-first-v21.mp3,6548,"Loaded sit-to-stand. Hold the load close to your chest. Stand fully, then sit with control.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0167,generated_new_pair,P2,clara,ex-loaded-sit-to-stand-next-v21,ex-loaded-sit-to-stand-next-v21,assets/audio/voice/clara/ex-loaded-sit-to-stand-next-v21.mp3,1672,Loaded sit-to-stand.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0168,generated_new_pair,P2,marcus,ex-loaded-sit-to-stand-next-v21,ex-loaded-sit-to-stand-next-v21,assets/audio/voice/marcus/ex-loaded-sit-to-stand-next-v21.mp3,1486,Loaded sit-to-stand.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0169,generated_new_pair,P2,clara,ex-mini-band-lateral-walk-first-v21,ex-mini-band-lateral-walk-first-v21,assets/audio/voice/clara/ex-mini-band-lateral-walk-first-v21.mp3,6594,Mini-band lateral walk. Band above your knees. Take small controlled steps both directions.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0170,generated_new_pair,P2,marcus,ex-mini-band-lateral-walk-first-v21,ex-mini-band-lateral-walk-first-v21,assets/audio/voice/marcus/ex-mini-band-lateral-walk-first-v21.mp3,5712,Mini-band lateral walk. Band above your knees. Take small controlled steps both directions.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0171,generated_new_pair,P2,clara,ex-mini-band-lateral-walk-next-v21,ex-mini-band-lateral-walk-next-v21,assets/audio/voice/clara/ex-mini-band-lateral-walk-next-v21.mp3,1625,Mini-band lateral walk.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0172,generated_new_pair,P2,marcus,ex-mini-band-lateral-walk-next-v21,ex-mini-band-lateral-walk-next-v21,assets/audio/voice/marcus/ex-mini-band-lateral-walk-next-v21.mp3,1533,Mini-band lateral walk.,Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
post-v21-listen-0173,generated_new_pair,P2,clara,ex-neck-rotation-first-v21,ex-neck-rotation-first-v21,assets/audio/voice/clara/ex-neck-rotation-first-v21.mp3,7384,"Neck rotations. Face the phone, sit or stand tall, and slowly look over one shoulder, then the other.",Every generated V2.1 asset requires founder listening.,not_reviewed,No current physical pair exists for this logical Training Voice V2.1 cue.
