queueId,reviewGroup,priority,voiceId,logicalCueKey,physicalCueKey,path,durationMs,script,reuseDecision,approvalStatus,notes
listen-104,training_generated,P3,marcus,ex-push-up-incline-next-v21,ex-push-up-incline-next-v21,assets/audio/voice/marcus/ex-push-up-incline-next-v21.mp3,1161,Incline push-up.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-105,training_generated,P3,clara,ex-push-up-standard-first-v21,ex-push-up-standard-first-v21,assets/audio/voice/clara/ex-push-up-standard-first-v21.mp3,5480,"Push-up. Start from the floor position. Lower with control, then press up.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-106,training_generated,P3,marcus,ex-push-up-standard-first-v21,ex-push-up-standard-first-v21,assets/audio/voice/marcus/ex-push-up-standard-first-v21.mp3,5016,"Push-up. Start from the floor position. Lower with control, then press up.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-107,training_generated,P3,clara,ex-push-up-standard-next-v21,ex-push-up-standard-next-v21,assets/audio/voice/clara/ex-push-up-standard-next-v21.mp3,929,Push-up.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-108,training_generated,P3,marcus,ex-push-up-standard-next-v21,ex-push-up-standard-next-v21,assets/audio/voice/marcus/ex-push-up-standard-next-v21.mp3,929,Push-up.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-109,training_generated,P3,clara,ex-push-up-wall-first-v21,ex-push-up-wall-first-v21,assets/audio/voice/clara/ex-push-up-wall-first-v21.mp3,5387,"Wall push-up. Hands on the wall. Lower in with control, then press away.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-110,training_generated,P3,marcus,ex-push-up-wall-first-v21,ex-push-up-wall-first-v21,assets/audio/voice/marcus/ex-push-up-wall-first-v21.mp3,4412,"Wall push-up. Hands on the wall. Lower in with control, then press away.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-111,training_generated,P3,clara,ex-push-up-wall-next-v21,ex-push-up-wall-next-v21,assets/audio/voice/clara/ex-push-up-wall-next-v21.mp3,1207,Wall push-up.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-112,training_generated,P3,marcus,ex-push-up-wall-next-v21,ex-push-up-wall-next-v21,assets/audio/voice/marcus/ex-push-up-wall-next-v21.mp3,1022,Wall push-up.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-113,training_generated,P3,clara,ex-seated-band-row-first-v21,ex-seated-band-row-first-v21,assets/audio/voice/clara/ex-seated-band-row-first-v21.mp3,8824,"Seated band row. Sit tall on a sturdy chair with the band anchored under both feet. Pull elbows back, then return slowly.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-114,training_generated,P3,marcus,ex-seated-band-row-first-v21,ex-seated-band-row-first-v21,assets/audio/voice/marcus/ex-seated-band-row-first-v21.mp3,8406,"Seated band row. Sit tall on a sturdy chair with the band anchored under both feet. Pull elbows back, then return slowly.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-115,training_generated,P3,clara,ex-seated-band-row-next-v21,ex-seated-band-row-next-v21,assets/audio/voice/clara/ex-seated-band-row-next-v21.mp3,1347,Seated band row.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-116,training_generated,P3,marcus,ex-seated-band-row-next-v21,ex-seated-band-row-next-v21,assets/audio/voice/marcus/ex-seated-band-row-next-v21.mp3,1347,Seated band row.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-117,training_generated,P3,clara,ex-seated-hamstring-reach-first-v21,ex-seated-hamstring-reach-first-v21,assets/audio/voice/clara/ex-seated-hamstring-reach-first-v21.mp3,3437,Seated hamstring reach. Sit tall at the chair edge.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-118,training_generated,P3,marcus,ex-seated-hamstring-reach-first-v21,ex-seated-hamstring-reach-first-v21,assets/audio/voice/marcus/ex-seated-hamstring-reach-first-v21.mp3,3065,Seated hamstring reach. Sit tall at the chair edge.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-119,training_generated,P3,clara,ex-seated-hamstring-reach-next-v21,ex-seated-hamstring-reach-next-v21,assets/audio/voice/clara/ex-seated-hamstring-reach-next-v21.mp3,1672,Seated hamstring reach.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-120,training_generated,P3,marcus,ex-seated-hamstring-reach-next-v21,ex-seated-hamstring-reach-next-v21,assets/audio/voice/marcus/ex-seated-hamstring-reach-next-v21.mp3,1393,Seated hamstring reach.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-121,training_generated,P3,clara,ex-squat-free-first-v21,ex-squat-free-first-v21,assets/audio/voice/clara/ex-squat-free-first-v21.mp3,5898,"Squat. Feet about hip width. Lower as if to sit, then stand with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-122,training_generated,P3,marcus,ex-squat-free-first-v21,ex-squat-free-first-v21,assets/audio/voice/marcus/ex-squat-free-first-v21.mp3,5526,"Squat. Feet about hip width. Lower as if to sit, then stand with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-123,training_generated,P3,clara,ex-squat-free-next-v21,ex-squat-free-next-v21,assets/audio/voice/clara/ex-squat-free-next-v21.mp3,882,Squat.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-124,training_generated,P3,marcus,ex-squat-free-next-v21,ex-squat-free-next-v21,assets/audio/voice/marcus/ex-squat-free-next-v21.mp3,836,Squat.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-125,training_generated,P3,clara,ex-squat-loaded-first-v21,ex-squat-loaded-first-v21,assets/audio/voice/clara/ex-squat-loaded-first-v21.mp3,6362,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-126,training_generated,P3,marcus,ex-squat-loaded-first-v21,ex-squat-loaded-first-v21,assets/audio/voice/marcus/ex-squat-loaded-first-v21.mp3,6362,"Loaded squat. Hold the load close to your chest. Lower into a squat, then stand with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-127,training_generated,P3,clara,ex-squat-loaded-next-v21,ex-squat-loaded-next-v21,assets/audio/voice/clara/ex-squat-loaded-next-v21.mp3,1300,Loaded squat.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-128,training_generated,P3,marcus,ex-squat-loaded-next-v21,ex-squat-loaded-next-v21,assets/audio/voice/marcus/ex-squat-loaded-next-v21.mp3,1207,Loaded squat.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-129,training_generated,P3,clara,ex-squat-slow-eccentric-first-v21,ex-squat-slow-eccentric-first-v21,assets/audio/voice/clara/ex-squat-slow-eccentric-first-v21.mp3,3947,"Slow-lower squat. Lower slowly, then stand with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-130,training_generated,P3,marcus,ex-squat-slow-eccentric-first-v21,ex-squat-slow-eccentric-first-v21,assets/audio/voice/marcus/ex-squat-slow-eccentric-first-v21.mp3,3808,"Slow-lower squat. Lower slowly, then stand with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-131,training_generated,P3,clara,ex-squat-slow-eccentric-next-v21,ex-squat-slow-eccentric-next-v21,assets/audio/voice/clara/ex-squat-slow-eccentric-next-v21.mp3,1486,Slow-lower squat.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-132,training_generated,P3,marcus,ex-squat-slow-eccentric-next-v21,ex-squat-slow-eccentric-next-v21,assets/audio/voice/marcus/ex-squat-slow-eccentric-next-v21.mp3,1347,Slow-lower squat.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-133,training_generated,P3,clara,ex-squat-supported-first-v21,ex-squat-supported-first-v21,assets/audio/voice/clara/ex-squat-supported-first-v21.mp3,6409,"Supported squat. Stand near sturdy support. Lower as if to sit, then stand with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-134,training_generated,P3,marcus,ex-squat-supported-first-v21,ex-squat-supported-first-v21,assets/audio/voice/marcus/ex-squat-supported-first-v21.mp3,5898,"Supported squat. Stand near sturdy support. Lower as if to sit, then stand with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-135,training_generated,P3,clara,ex-squat-supported-next-v21,ex-squat-supported-next-v21,assets/audio/voice/clara/ex-squat-supported-next-v21.mp3,1347,Supported squat.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-136,training_generated,P3,marcus,ex-squat-supported-next-v21,ex-squat-supported-next-v21,assets/audio/voice/marcus/ex-squat-supported-next-v21.mp3,1207,Supported squat.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-137,training_generated,P3,clara,ex-standing-band-row-first-v21,ex-standing-band-row-first-v21,assets/audio/voice/clara/ex-standing-band-row-first-v21.mp3,7663,"Standing band row. Face the secure door anchor in a stable stance. Pull elbows back, then return slowly.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-138,training_generated,P3,marcus,ex-standing-band-row-first-v21,ex-standing-band-row-first-v21,assets/audio/voice/marcus/ex-standing-band-row-first-v21.mp3,7895,"Standing band row. Face the secure door anchor in a stable stance. Pull elbows back, then return slowly.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-139,training_generated,P3,clara,ex-standing-band-row-next-v21,ex-standing-band-row-next-v21,assets/audio/voice/clara/ex-standing-band-row-next-v21.mp3,1486,Standing band row.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-140,training_generated,P3,marcus,ex-standing-band-row-next-v21,ex-standing-band-row-next-v21,assets/audio/voice/marcus/ex-standing-band-row-next-v21.mp3,1300,Standing band row.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-141,training_generated,P3,clara,ex-step-up-first-v21,ex-step-up-first-v21,assets/audio/voice/clara/ex-step-up-first-v21.mp3,7477,Step-up. Use the lowest stable step with support nearby. Return both feet to the floor after each rep.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-142,training_generated,P3,marcus,ex-step-up-first-v21,ex-step-up-first-v21,assets/audio/voice/marcus/ex-step-up-first-v21.mp3,7245,Step-up. Use the lowest stable step with support nearby. Return both feet to the floor after each rep.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-143,training_generated,P3,clara,ex-step-up-next-v21,ex-step-up-next-v21,assets/audio/voice/clara/ex-step-up-next-v21.mp3,3483,Step-up. Return both feet to the floor after each rep.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-144,training_generated,P3,marcus,ex-step-up-next-v21,ex-step-up-next-v21,assets/audio/voice/marcus/ex-step-up-next-v21.mp3,3251,Step-up. Return both feet to the floor after each rep.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-145,training_generated,P3,clara,ex-sts-cushion-first-v21,ex-sts-cushion-first-v21,assets/audio/voice/clara/ex-sts-cushion-first-v21.mp3,7291,"Cushion sit-to-stand. Sit tall on the cushion, feet flat. Stand fully, then sit with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-146,training_generated,P3,marcus,ex-sts-cushion-first-v21,ex-sts-cushion-first-v21,assets/audio/voice/marcus/ex-sts-cushion-first-v21.mp3,7338,"Cushion sit-to-stand. Sit tall on the cushion, feet flat. Stand fully, then sit with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-147,training_generated,P3,clara,ex-sts-cushion-next-v21,ex-sts-cushion-next-v21,assets/audio/voice/clara/ex-sts-cushion-next-v21.mp3,1486,Cushion sit-to-stand.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-148,training_generated,P3,marcus,ex-sts-cushion-next-v21,ex-sts-cushion-next-v21,assets/audio/voice/marcus/ex-sts-cushion-next-v21.mp3,1347,Cushion sit-to-stand.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-149,training_generated,P3,clara,ex-sts-power-first-v21,ex-sts-power-first-v21,assets/audio/voice/clara/ex-sts-power-first-v21.mp3,6084,"Power sit-to-stand. Sit tall, drive up briskly to standing, then sit with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-150,training_generated,P3,marcus,ex-sts-power-first-v21,ex-sts-power-first-v21,assets/audio/voice/marcus/ex-sts-power-first-v21.mp3,4969,"Power sit-to-stand. Sit tall, drive up briskly to standing, then sit with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-151,training_generated,P3,clara,ex-sts-power-next-v21,ex-sts-power-next-v21,assets/audio/voice/clara/ex-sts-power-next-v21.mp3,1440,Power sit-to-stand.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-152,training_generated,P3,marcus,ex-sts-power-next-v21,ex-sts-power-next-v21,assets/audio/voice/marcus/ex-sts-power-next-v21.mp3,1347,Power sit-to-stand.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-153,training_generated,P3,clara,ex-sts-slow-eccentric-first-v21,ex-sts-slow-eccentric-first-v21,assets/audio/voice/clara/ex-sts-slow-eccentric-first-v21.mp3,6548,"Slow-lower sit-to-stand. Stand fully, then lower slowly and steadily before the next rep.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-154,training_generated,P3,marcus,ex-sts-slow-eccentric-first-v21,ex-sts-slow-eccentric-first-v21,assets/audio/voice/marcus/ex-sts-slow-eccentric-first-v21.mp3,6827,"Slow-lower sit-to-stand. Stand fully, then lower slowly and steadily before the next rep.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-155,training_generated,P3,clara,ex-sts-slow-eccentric-next-v21,ex-sts-slow-eccentric-next-v21,assets/audio/voice/clara/ex-sts-slow-eccentric-next-v21.mp3,1625,Slow-lower sit-to-stand.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-156,training_generated,P3,marcus,ex-sts-slow-eccentric-next-v21,ex-sts-slow-eccentric-next-v21,assets/audio/voice/marcus/ex-sts-slow-eccentric-next-v21.mp3,1533,Slow-lower sit-to-stand.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-157,training_generated,P3,clara,ex-sts-standard-first-v21,ex-sts-standard-first-v21,assets/audio/voice/clara/ex-sts-standard-first-v21.mp3,7941,"Sit-to-stand. Sit tall in the middle of the chair, feet flat. Stand fully, then sit with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-158,training_generated,P3,marcus,ex-sts-standard-first-v21,ex-sts-standard-first-v21,assets/audio/voice/marcus/ex-sts-standard-first-v21.mp3,7895,"Sit-to-stand. Sit tall in the middle of the chair, feet flat. Stand fully, then sit with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-159,training_generated,P3,clara,ex-sts-standard-next-v21,ex-sts-standard-next-v21,assets/audio/voice/clara/ex-sts-standard-next-v21.mp3,1207,Sit-to-stand.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-160,training_generated,P3,marcus,ex-sts-standard-next-v21,ex-sts-standard-next-v21,assets/audio/voice/marcus/ex-sts-standard-next-v21.mp3,1207,Sit-to-stand.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-161,training_generated,P3,clara,ex-supported-hip-flexor-stretch-first-v21,ex-supported-hip-flexor-stretch-first-v21,assets/audio/voice/clara/ex-supported-hip-flexor-stretch-first-v21.mp3,3622,Supported hip-flexor stretch. Keep fingertips near support.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-162,training_generated,P3,marcus,ex-supported-hip-flexor-stretch-first-v21,ex-supported-hip-flexor-stretch-first-v21,assets/audio/voice/marcus/ex-supported-hip-flexor-stretch-first-v21.mp3,3483,Supported hip-flexor stretch. Keep fingertips near support.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-163,training_generated,P3,clara,ex-supported-hip-flexor-stretch-next-v21,ex-supported-hip-flexor-stretch-next-v21,assets/audio/voice/clara/ex-supported-hip-flexor-stretch-next-v21.mp3,1765,Supported hip-flexor stretch.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-164,training_generated,P3,marcus,ex-supported-hip-flexor-stretch-next-v21,ex-supported-hip-flexor-stretch-next-v21,assets/audio/voice/marcus/ex-supported-hip-flexor-stretch-next-v21.mp3,1625,Supported hip-flexor stretch.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-165,training_generated,P3,clara,ex-supported-side-step-first-v21,ex-supported-side-step-first-v21,assets/audio/voice/clara/ex-supported-side-step-first-v21.mp3,7755,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-166,training_generated,P3,marcus,ex-supported-side-step-first-v21,ex-supported-side-step-first-v21,assets/audio/voice/marcus/ex-supported-side-step-first-v21.mp3,6502,"Supported side step. Stand near a counter. Step to the side, bring the other foot in, and continue with control.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-167,training_generated,P3,clara,ex-supported-side-step-next-v21,ex-supported-side-step-next-v21,assets/audio/voice/clara/ex-supported-side-step-next-v21.mp3,1533,Supported side step.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-168,training_generated,P3,marcus,ex-supported-side-step-next-v21,ex-supported-side-step-next-v21,assets/audio/voice/marcus/ex-supported-side-step-next-v21.mp3,1440,Supported side step.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-169,training_generated,P3,clara,ex-thoracic-rotation-first-v21,ex-thoracic-rotation-first-v21,assets/audio/voice/clara/ex-thoracic-rotation-first-v21.mp3,8266,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-170,training_generated,P3,marcus,ex-thoracic-rotation-first-v21,ex-thoracic-rotation-first-v21,assets/audio/voice/marcus/ex-thoracic-rotation-first-v21.mp3,7245,"Thoracic rotation. Sit or stand tall with arms crossed. Rotate one way, return to center, then rotate the other way.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-171,training_generated,P3,clara,ex-thoracic-rotation-next-v21,ex-thoracic-rotation-next-v21,assets/audio/voice/clara/ex-thoracic-rotation-next-v21.mp3,1533,Thoracic rotation.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-172,training_generated,P3,marcus,ex-thoracic-rotation-next-v21,ex-thoracic-rotation-next-v21,assets/audio/voice/marcus/ex-thoracic-rotation-next-v21.mp3,1440,Thoracic rotation.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-173,training_generated,P3,clara,ex-toe-raise-supported-first-v21,ex-toe-raise-supported-first-v21,assets/audio/voice/clara/ex-toe-raise-supported-first-v21.mp3,5387,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-174,training_generated,P3,marcus,ex-toe-raise-supported-first-v21,ex-toe-raise-supported-first-v21,assets/audio/voice/marcus/ex-toe-raise-supported-first-v21.mp3,4458,"Supported toe raise. Keep heels down, lift the front of your feet, then lower slowly.",,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-175,training_generated,P3,clara,ex-toe-raise-supported-next-v21,ex-toe-raise-supported-next-v21,assets/audio/voice/clara/ex-toe-raise-supported-next-v21.mp3,1579,Supported toe raise.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-176,training_generated,P3,marcus,ex-toe-raise-supported-next-v21,ex-toe-raise-supported-next-v21,assets/audio/voice/marcus/ex-toe-raise-supported-next-v21.mp3,1440,Supported toe raise.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-177,training_generated,P3,clara,ex-wall-calf-stretch-first-v21,ex-wall-calf-stretch-first-v21,assets/audio/voice/clara/ex-wall-calf-stretch-first-v21.mp3,2601,Wall calf stretch. Hands on the wall.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-178,training_generated,P3,marcus,ex-wall-calf-stretch-first-v21,ex-wall-calf-stretch-first-v21,assets/audio/voice/marcus/ex-wall-calf-stretch-first-v21.mp3,1950,Wall calf stretch. Hands on the wall.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-179,training_generated,P3,clara,ex-wall-calf-stretch-next-v21,ex-wall-calf-stretch-next-v21,assets/audio/voice/clara/ex-wall-calf-stretch-next-v21.mp3,1486,Wall calf stretch.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-180,training_generated,P3,marcus,ex-wall-calf-stretch-next-v21,ex-wall-calf-stretch-next-v21,assets/audio/voice/marcus/ex-wall-calf-stretch-next-v21.mp3,1440,Wall calf stretch.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-181,training_generated,P3,clara,five-seconds-left-v21,five-seconds-left-v21,assets/audio/voice/clara/five-seconds-left-v21.mp3,1393,Five seconds left.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-182,training_generated,P3,marcus,five-seconds-left-v21,five-seconds-left-v21,assets/audio/voice/marcus/five-seconds-left-v21.mp3,1300,Five seconds left.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-183,training_generated,P3,clara,floor-gate-question-v21,floor-gate-question-v21,assets/audio/voice/clara/floor-gate-question-v21.mp3,3715,Can you safely get down to the floor and back up without assistance?,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-184,training_generated,P3,marcus,floor-gate-question-v21,floor-gate-question-v21,assets/audio/voice/marcus/floor-gate-question-v21.mp3,3251,Can you safely get down to the floor and back up without assistance?,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-185,training_generated,P3,clara,halfway-v21,halfway-v21,assets/audio/voice/clara/halfway-v21.mp3,975,Halfway.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-186,training_generated,P3,marcus,halfway-v21,halfway-v21,assets/audio/voice/marcus/halfway-v21.mp3,882,Halfway.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-187,training_generated,P3,clara,last-set-v21,last-set-v21,assets/audio/voice/clara/last-set-v21.mp3,1115,Last set.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-188,training_generated,P3,marcus,last-set-v21,last-set-v21,assets/audio/voice/marcus/last-set-v21.mp3,1022,Last set.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-189,training_generated,P3,clara,micro-chair-power-v21,micro-chair-power-v21,assets/audio/voice/clara/micro-chair-power-v21.mp3,6502,Five quick chair stands. Arms crossed. Stand and sit five times as quickly as safely comfortable.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-190,training_generated,P3,marcus,micro-chair-power-v21,micro-chair-power-v21,assets/audio/voice/marcus/micro-chair-power-v21.mp3,7709,Five quick chair stands. Arms crossed. Stand and sit five times as quickly as safely comfortable.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-191,training_generated,P3,clara,micro-discard-v21,micro-discard-v21,assets/audio/voice/clara/micro-discard-v21.mp3,1300,Check discarded.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-192,training_generated,P3,marcus,micro-discard-v21,micro-discard-v21,assets/audio/voice/marcus/micro-discard-v21.mp3,1254,Check discarded.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-193,training_generated,P3,clara,micro-mobility-left-v21,micro-mobility-left-v21,assets/audio/voice/clara/micro-mobility-left-v21.mp3,5341,Quick mobility check. Extend your left leg and reach gently until I say relax.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-194,training_generated,P3,marcus,micro-mobility-left-v21,micro-mobility-left-v21,assets/audio/voice/marcus/micro-mobility-left-v21.mp3,4830,Quick mobility check. Extend your left leg and reach gently until I say relax.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-195,training_generated,P3,clara,micro-mobility-right-v21,micro-mobility-right-v21,assets/audio/voice/clara/micro-mobility-right-v21.mp3,5155,Quick mobility check. Extend your right leg and reach gently until I say relax.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-196,training_generated,P3,marcus,micro-mobility-right-v21,micro-mobility-right-v21,assets/audio/voice/marcus/micro-mobility-right-v21.mp3,4876,Quick mobility check. Extend your right leg and reach gently until I say relax.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-197,training_generated,P3,clara,micro-relax-v21,micro-relax-v21,assets/audio/voice/clara/micro-relax-v21.mp3,1022,Relax.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-198,training_generated,P3,marcus,micro-relax-v21,micro-relax-v21,assets/audio/voice/marcus/micro-relax-v21.mp3,929,Relax.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-199,training_generated,P3,clara,micro-single-leg-left-v21,micro-single-leg-left-v21,assets/audio/voice/clara/micro-single-leg-left-v21.mp3,5619,Quick balance check. Stand on your left leg with support nearby. Hold as long as comfortable.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-200,training_generated,P3,marcus,micro-single-leg-left-v21,micro-single-leg-left-v21,assets/audio/voice/marcus/micro-single-leg-left-v21.mp3,5387,Quick balance check. Stand on your left leg with support nearby. Hold as long as comfortable.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-201,training_generated,P3,clara,micro-single-leg-right-v21,micro-single-leg-right-v21,assets/audio/voice/clara/micro-single-leg-right-v21.mp3,5805,Quick balance check. Stand on your right leg with support nearby. Hold as long as comfortable.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-202,training_generated,P3,marcus,micro-single-leg-right-v21,micro-single-leg-right-v21,assets/audio/voice/marcus/micro-single-leg-right-v21.mp3,5991,Quick balance check. Stand on your right leg with support nearby. Hold as long as comfortable.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-203,training_generated,P3,clara,microcheck-complete-v21,microcheck-complete-v21,assets/audio/voice/clara/microcheck-complete-v21.mp3,1300,Check complete.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-204,training_generated,P3,marcus,microcheck-complete-v21,microcheck-complete-v21,assets/audio/voice/marcus/microcheck-complete-v21.mp3,1161,Check complete.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-205,training_generated,P3,clara,next-exercise-v21,next-exercise-v21,assets/audio/voice/clara/next-exercise-v21.mp3,1207,Next exercise.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-206,training_generated,P3,marcus,next-exercise-v21,next-exercise-v21,assets/audio/voice/marcus/next-exercise-v21.mp3,1254,Next exercise.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-207,training_generated,P3,clara,paused-v21,paused-v21,assets/audio/voice/clara/paused-v21.mp3,975,Paused.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-208,training_generated,P3,marcus,paused-v21,paused-v21,assets/audio/voice/marcus/paused-v21.mp3,650,Paused.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-209,training_generated,P3,clara,rest-now-v21,rest-now-v21,assets/audio/voice/clara/rest-now-v21.mp3,1068,Rest now.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-210,training_generated,P3,marcus,rest-now-v21,rest-now-v21,assets/audio/voice/marcus/rest-now-v21.mp3,929,Rest now.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-211,training_generated,P3,clara,resuming-v21,resuming-v21,assets/audio/voice/clara/resuming-v21.mp3,1022,Resuming.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
listen-212,training_generated,P3,marcus,resuming-v21,resuming-v21,assets/audio/voice/marcus/resuming-v21.mp3,882,Resuming.,,pending_founder_listening,Prepared for founder listening review. Not approved by this task.
