scenarioId,category,flow,voiceId,runtimeMode,featureState,logicalCueKeys,physicalCueKeys,trackedOutcome,controllerBoundary,activeStarted,activeStopped,resultPersisted,legacyVoiceEmitted,v21VoiceEmitted,readinessOutcome,passed,testCoverage,notes
mpv2_retry,mpv2_runtime,movement_checkup,clara;marcus,internal_v21_closed,closed,retry-v21,retry-v21,covered,guarded,false,false,false,false,true,pass,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
mpv2_item_completion,mpv2_runtime,movement_checkup,clara;marcus,internal_v21_closed,closed,item-complete-v21,item-complete-v21,covered,guarded,false,false,false,false,true,pass,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
mpv2_checkup_completion,mpv2_runtime,movement_checkup,clara;marcus,internal_v21_closed,closed,checkup-complete-v21,checkup-complete-v21,covered,guarded,false,false,true,false,true,pass,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
mpv2_stale_stage_callback_ignored,mpv2_runtime,movement_checkup,clara;marcus,internal_v21_closed,closed,,,covered,guarded,false,false,false,false,false,pass,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
mpv2_voice_switch_required_sequence,mpv2_runtime,movement_checkup,clara;marcus,internal_v21_closed,closed,mpv2_checkup_intro,mpv2_checkup_intro,covered,guarded,false,false,false,false,true,pass,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
balance_v2_feet_together_stage,balance_v2,balance_v2,clara;marcus,internal_v21_closed,closed,checkup-balance-feet-together-v21;countdown-three;go,checkup-balance-feet-together-v21;countdown-three;go,covered,guarded,false,false,false,false,true,pass,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
balance_v2_semi_tandem_stage,balance_v2,balance_v2,clara;marcus,internal_v21_closed,closed,checkup-balance-semi-tandem-left-v21;checkup-balance-semi-tandem-right-v21,checkup-balance-semi-tandem-left-v21;checkup-balance-semi-tandem-right-v21,covered,guarded,false,false,false,false,true,pass,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
balance_v2_tandem_stage,balance_v2,balance_v2,clara;marcus,internal_v21_closed,closed,checkup-balance-tandem-left-v21;checkup-balance-tandem-right-v21,checkup-balance-tandem-left-v21;checkup-balance-tandem-right-v21,covered,guarded,false,false,false,false,true,pass,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
balance_v2_single_leg_stage,balance_v2,balance_v2,clara;marcus,internal_v21_closed,closed,checkup-balance-single-leg-left-v21;checkup-balance-single-leg-right-v21,checkup-balance-single-leg-left-v21;checkup-balance-single-leg-right-v21,covered,guarded,false,false,false,false,true,pass,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
balance_v2_no_eyes_closed_default,balance_v2,balance_v2,clara;marcus,internal_v21_closed,closed,,,covered,guarded,false,false,false,false,false,pass,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
balance_v2_old_protocol_preserved,balance_v2,balance_v2,clara;marcus,internal_v21_closed,closed,,,covered,guarded,false,false,false,false,false,pass,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
balance_v2_no_cross_protocol_delta,balance_v2,balance_v2,clara;marcus,internal_v21_closed,closed,,,covered,guarded,false,false,false,false,false,pass,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
balance_v2_default_closed,balance_v2,balance_v2,clara;marcus,internal_v21_closed,closed,,,covered,guarded,false,false,false,false,false,pass,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
human_listening_not_completed,review_boundary,shared,clara;marcus,internal_v21_closed,closed,,,covered,guarded,false,false,false,false,false,p3_boundary,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
audio_approval_not_granted,review_boundary,shared,clara;marcus,internal_v21_closed,closed,,,covered,guarded,false,false,false,false,false,p3_boundary,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
physical_device_qa_deferred,review_boundary,shared,clara;marcus,internal_v21_closed,closed,,,covered,guarded,false,false,false,false,false,p3_boundary,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
speaker_onset_not_measured,review_boundary,shared,clara;marcus,internal_v21_closed,closed,,,covered,guarded,false,false,false,false,false,p3_boundary,true,post-generation audit plus focused runtime suites,Canonical whole-project post-generation scenario.
